;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077
12/01/2000;223.0;90.0;51.0;92.0;134.0;-1.0;151.0;171.0;99.0;73.0;46.0;409.0;132.0;141.0;79.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/01/2000;247.0;65.0;42.0;88.0;111.0;1.0;163.0;184.0;45.0;52.0;23.0;280.0;147.0;211.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/01/2000;293.0;150.0;88.0;131.0;172.0;3.0;254.0;243.0;126.0;113.0;62.0;349.0;190.0;238.0;89.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/01/2000;122.0;41.0;37.0;81.0;100.0;4.0;35.0;96.0;58.0;54.0;40.0;212.0;48.0;108.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/01/2000;70.0;9.0;33.0;28.0;52.0;1.0;12.0;50.0;4.0;11.0;8.0;108.0;22.0;38.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/01/2000;139.0;18.0;32.0;47.0;88.0;1.0;19.0;83.0;7.0;27.0;12.0;210.0;27.0;64.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/01/2000;146.0;17.0;28.0;36.0;48.0;1.0;18.0;86.0;6.0;34.0;11.0;180.0;26.0;64.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/01/2000;95.0;7.0;22.0;26.0;39.0;1.0;10.0;40.0;3.0;28.0;9.0;173.0;38.0;31.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/01/2000;142.0;24.0;39.0;44.0;133.0;1.0;61.0;68.0;32.0;37.0;25.0;353.0;54.0;59.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/01/2000;157.0;21.0;29.0;48.0;92.0;1.0;45.0;80.0;12.0;38.0;18.0;278.0;43.0;70.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/01/2000;116.0;-1.0;12.0;45.0;16.0;1.0;24.0;90.0;4.0;9.0;4.0;158.0;18.0;38.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/01/2000;73.0;4.0;21.0;18.0;10.0;1.0;8.0;47.0;1.0;7.0;3.0;74.0;13.0;30.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/01/2000;115.0;13.0;29.0;35.0;50.0;1.0;15.0;85.0;6.0;28.0;11.0;242.0;23.0;59.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/01/2000;126.0;24.0;35.0;63.0;81.0;1.0;30.0;109.0;22.0;35.0;28.0;356.0;38.0;87.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/01/2000;256.0;161.0;71.0;98.0;138.0;12.0;234.0;296.0;105.0;134.0;81.0;378.0;181.0;238.0;112.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/01/2000;343.0;155.0;95.0;122.0;188.0;7.0;288.0;303.0;143.0;127.0;85.0;368.0;252.0;296.0;84.0;146.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/01/2000;426.0;252.0;123.0;90.0;210.0;2.0;357.0;359.0;211.0;201.0;103.0;453.0;298.0;420.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/01/2000;219.0;96.0;22.0;44.0;104.0;2.0;176.0;218.0;23.0;49.0;50.0;331.0;168.0;296.0;-1.0;114.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/01/2000;160.0;104.0;45.0;45.0;54.0;2.0;153.0;199.0;75.0;50.0;54.0;360.0;113.0;296.0;42.0;96.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/01/2000;273.0;165.0;93.0;129.0;127.0;3.0;171.0;236.0;121.0;171.0;88.0;436.0;142.0;272.0;136.0;165.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/02/2000;201.0;71.0;40.0;74.0;142.0;5.0;159.0;132.0;67.0;47.0;29.0;323.0;79.0;283.0;36.0;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/02/2000;198.0;41.0;34.0;50.0;76.0;3.0;97.0;108.0;32.0;36.0;19.0;321.0;47.0;204.0;16.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/02/2000;133.0;11.0;24.0;48.0;-1.0;2.0;18.0;54.0;8.0;24.0;8.0;215.0;19.0;55.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/02/2000;212.0;113.0;44.0;75.0;-1.0;3.0;195.0;139.0;59.0;130.0;46.0;408.0;138.0;253.0;83.0;93.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/02/2000;256.0;78.0;73.0;109.0;-1.0;3.0;280.0;137.0;95.0;98.0;58.0;253.0;240.0;245.0;68.0;108.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/02/2000;93.0;10.0;4.0;20.0;-1.0;4.0;138.0;39.0;3.0;3.0;4.0;127.0;118.0;102.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/02/2000;178.0;29.0;20.0;33.0;-1.0;3.0;137.0;86.0;11.0;26.0;7.0;288.0;77.0;177.0;14.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/02/2000;207.0;36.0;4.0;37.0;-1.0;4.0;132.0;116.0;11.0;20.0;6.0;394.0;84.0;233.0;8.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/02/2000;147.0;18.0;22.0;62.0;-1.0;3.0;46.0;55.0;14.0;35.0;9.0;258.0;52.0;66.0;20.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/02/2000;283.0;106.0;55.0;130.0;-1.0;5.0;272.0;160.0;68.0;110.0;46.0;322.0;220.0;231.0;58.0;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/02/2000;117.0;12.0;27.0;35.0;-1.0;3.0;21.0;36.0;8.0;27.0;9.0;254.0;26.0;49.0;8.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/02/2000;105.0;12.0;14.0;35.0;-1.0;2.0;43.0;27.0;9.0;19.0;5.0;192.0;44.0;53.0;15.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/02/2000;106.0;30.0;23.0;32.0;-1.0;2.0;88.0;58.0;36.0;24.0;20.0;222.0;51.0;86.0;22.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/02/2000;147.0;39.0;26.0;39.0;-1.0;4.0;110.0;76.0;29.0;22.0;15.0;390.0;63.0;142.0;24.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/02/2000;229.0;56.0;38.0;44.0;-1.0;4.0;159.0;103.0;39.0;39.0;28.0;435.0;99.0;190.0;22.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/02/2000;130.0;6.0;9.0;45.0;-1.0;2.0;33.0;46.0;4.0;11.0;4.0;166.0;12.0;61.0;6.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/02/2000;174.0;19.0;16.0;46.0;-1.0;2.0;76.0;63.0;13.0;23.0;6.0;250.0;47.0;82.0;7.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/02/2000;195.0;35.0;8.0;28.0;-1.0;3.0;131.0;98.0;9.0;18.0;4.0;329.0;53.0;191.0;7.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/02/2000;110.0;9.0;10.0;36.0;-1.0;2.0;26.0;35.0;3.0;7.0;3.0;171.0;26.0;61.0;4.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/02/2000;36.0;2.0;12.0;16.0;-1.0;2.0;7.0;10.0;1.0;6.0;3.0;95.0;7.0;13.0;2.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/02/2000;112.0;11.0;19.0;52.0;-1.0;2.0;19.0;31.0;27.0;25.0;12.0;246.0;18.0;57.0;9.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/02/2000;134.0;34.0;42.0;119.0;-1.0;3.0;50.0;59.0;48.0;75.0;25.0;288.0;44.0;101.0;52.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/02/2000;191.0;78.0;57.0;142.0;-1.0;2.0;152.0;101.0;37.0;92.0;26.0;277.0;117.0;125.0;57.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/02/2000;264.0;92.0;62.0;75.0;-1.0;3.0;226.0;152.0;89.0;83.0;56.0;399.0;148.0;217.0;57.0;116.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/02/2000;271.0;110.0;46.0;57.0;-1.0;5.0;180.0;181.0;66.0;84.0;46.0;508.0;118.0;254.0;57.0;141.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/02/2000;141.0;59.0;47.0;61.0;-1.0;6.0;94.0;138.0;50.0;62.0;31.0;261.0;102.0;123.0;50.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/02/2000;99.0;37.0;19.0;49.0;-1.0;7.0;95.0;115.0;32.0;31.0;15.0;118.0;67.0;86.0;21.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/02/2000;50.0;3.0;1.0;12.0;-1.0;4.0;28.0;55.0;13.0;3.0;2.0;69.0;4.0;58.0;2.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/02/2000;74.0;3.0;1.0;12.0;-1.0;4.0;39.0;74.0;9.0;3.0;3.0;95.0;4.0;72.0;2.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/03/2000;127.0;9.0;7.0;-1.0;-1.0;3.0;43.0;78.0;6.0;13.0;3.0;140.0;9.0;52.0;4.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/03/2000;144.0;19.0;29.0;-1.0;-1.0;2.0;50.0;81.0;21.0;32.0;7.0;240.0;75.0;61.0;32.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/03/2000;198.0;41.0;33.0;60.0;-1.0;3.0;168.0;155.0;60.0;72.0;30.0;353.0;108.0;148.0;61.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/03/2000;64.0;4.0;10.0;22.0;-1.0;3.0;14.0;31.0;3.0;6.0;4.0;166.0;10.0;28.0;2.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/03/2000;47.0;2.0;12.0;18.0;-1.0;2.0;6.0;25.0;1.0;5.0;3.0;94.0;6.0;12.0;1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/03/2000;220.0;84.0;26.0;47.0;-1.0;5.0;140.0;194.0;36.0;55.0;15.0;292.0;103.0;130.0;42.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/03/2000;210.0;73.0;25.0;70.0;-1.0;2.0;119.0;147.0;40.0;57.0;20.0;292.0;86.0;165.0;37.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/03/2000;213.0;68.0;40.0;104.0;-1.0;3.0;98.0;140.0;27.0;84.0;23.0;322.0;85.0;145.0;69.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/03/2000;223.0;59.0;42.0;110.0;-1.0;4.0;130.0;140.0;15.0;68.0;11.0;270.0;113.0;137.0;45.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/03/2000;147.0;12.0;30.0;61.0;-1.0;3.0;22.0;72.0;16.0;44.0;10.0;248.0;25.0;48.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/03/2000;107.0;28.0;21.0;67.0;-1.0;4.0;64.0;95.0;12.0;30.0;10.0;206.0;61.0;85.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/03/2000;48.0;2.0;9.0;22.0;-1.0;4.0;7.0;28.0;6.0;14.0;3.0;105.0;6.0;23.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/03/2000;111.0;23.0;26.0;72.0;-1.0;3.0;18.0;64.0;32.0;55.0;12.0;243.0;17.0;101.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/03/2000;134.0;13.0;11.0;74.0;-1.0;3.0;41.0;68.0;-1.0;49.0;10.0;262.0;33.0;87.0;39.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/03/2000;58.0;8.0;11.0;25.0;-1.0;3.0;8.0;40.0;-1.0;14.0;7.0;164.0;9.0;18.0;4.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/03/2000;85.0;7.0;14.0;27.0;-1.0;2.0;10.0;51.0;3.0;27.0;5.0;170.0;9.0;31.0;11.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/03/2000;73.0;6.0;14.0;26.0;-1.0;3.0;11.0;56.0;4.0;26.0;7.0;189.0;32.0;24.0;6.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/03/2000;62.0;3.0;16.0;19.0;-1.0;3.0;7.0;44.0;1.0;20.0;4.0;83.0;7.0;25.0;3.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/03/2000;48.0;2.0;10.0;15.0;-1.0;2.0;6.0;39.0;1.0;13.0;2.0;70.0;5.0;23.0;3.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/03/2000;127.0;13.0;12.0;65.0;-1.0;2.0;69.0;81.0;17.0;34.0;7.0;231.0;35.0;60.0;31.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/03/2000;186.0;38.0;23.0;51.0;-1.0;4.0;128.0;138.0;53.0;50.0;19.0;283.0;89.0;140.0;44.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/03/2000;90.0;12.0;8.0;-1.0;-1.0;4.0;56.0;76.0;8.0;8.0;4.0;189.0;10.0;87.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/03/2000;100.0;11.0;4.0;-1.0;-1.0;4.0;73.0;77.0;2.0;4.0;11.0;240.0;27.0;92.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/03/2000;138.0;26.0;14.0;-1.0;-1.0;5.0;107.0;86.0;17.0;19.0;7.0;267.0;51.0;102.0;23.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/03/2000;131.0;28.0;19.0;-1.0;-1.0;5.0;106.0;81.0;31.0;38.0;11.0;-1.0;71.0;88.0;34.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/03/2000;51.0;3.0;2.0;14.0;-1.0;3.0;38.0;38.0;4.0;3.0;2.0;86.0;6.0;24.0;3.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/03/2000;113.0;11.0;8.0;52.0;-1.0;3.0;51.0;62.0;14.0;9.0;7.0;228.0;11.0;47.0;7.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/03/2000;111.0;12.0;13.0;36.0;-1.0;3.0;29.0;51.0;7.0;19.0;8.0;221.0;21.0;55.0;15.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/03/2000;164.0;13.0;12.0;74.0;-1.0;4.0;63.0;87.0;13.0;21.0;8.0;240.0;22.0;60.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/03/2000;189.0;34.0;12.0;41.0;-1.0;3.0;123.0;106.0;20.0;24.0;5.0;252.0;64.0;137.0;12.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/03/2000;153.0;37.0;37.0;56.0;-1.0;3.0;147.0;101.0;52.0;53.0;19.0;213.0;98.0;106.0;40.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/04/2000;120.0;22.0;7.0;21.0;-1.0;3.0;98.0;79.0;15.0;17.0;3.0;206.0;52.0;79.0;6.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/04/2000;47.0;11.0;4.0;9.0;-1.0;3.0;41.0;43.0;5.0;12.0;4.0;68.0;21.0;46.0;6.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/04/2000;84.0;7.0;5.0;13.0;-1.0;4.0;66.0;53.0;3.0;5.0;2.0;175.0;11.0;80.0;2.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/04/2000;93.0;5.0;2.0;27.0;-1.0;4.0;75.0;47.0;3.0;8.0;2.0;124.0;7.0;67.0;2.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/04/2000;111.0;7.0;10.0;42.0;-1.0;5.0;21.0;44.0;4.0;12.0;4.0;223.0;8.0;36.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/04/2000;100.0;9.0;26.0;27.0;-1.0;4.0;12.0;39.0;5.0;23.0;5.0;224.0;11.0;41.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/04/2000;120.0;11.0;16.0;64.0;-1.0;5.0;33.0;54.0;7.0;25.0;5.0;244.0;18.0;54.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/04/2000;99.0;24.0;19.0;38.0;-1.0;6.0;74.0;73.0;27.0;28.0;9.0;197.0;66.0;69.0;22.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/04/2000;51.0;2.0;1.0;14.0;-1.0;6.0;43.0;41.0;7.0;5.0;3.0;115.0;8.0;37.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/04/2000;136.0;14.0;5.0;42.0;-1.0;7.0;119.0;79.0;28.0;17.0;13.0;268.0;28.0;69.0;12.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/04/2000;149.0;14.0;17.0;32.0;-1.0;7.0;97.0;72.0;12.0;16.0;5.0;287.0;20.0;102.0;10.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/04/2000;95.0;4.0;5.0;26.0;-1.0;4.0;82.0;40.0;5.0;8.0;2.0;89.0;6.0;31.0;5.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
