;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10
17/04/2013;45.0;16.0;-1.0;32.0;-1.0;1.0;38.0;-1.0;10.0;21.0;-1.0;70.0;-1.0;-1.0;-1.0;14.0;5.0;-1.0;9.0;19.0;10.0;14.0;58.0;25.0;-1.0;-1.0;-1.0;-1.0;23.86;0;1;1;0;0
18/04/2013;30.0;8.0;-1.0;10.0;-1.0;1.0;12.0;-1.0;4.0;3.0;-1.0;87.0;-1.0;-1.0;-1.0;5.0;1.0;-1.0;7.0;9.0;9.0;3.0;22.0;26.0;-1.0;-1.0;-1.0;-1.0;14.24;0;1;0;0;0
19/04/2013;49.0;7.0;-1.0;24.0;-1.0;1.0;7.0;-1.0;3.0;9.0;-1.0;78.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;11.0;1.0;5.0;3.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;14.7;0;1;0;0;0
20/04/2013;14.0;3.0;-1.0;2.0;-1.0;0.0;2.0;-1.0;1.0;7.0;-1.0;24.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;1.0;2.0;0.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;4.63;0;0;0;0;0
21/04/2013;15.0;3.0;-1.0;3.0;-1.0;0.0;2.0;-1.0;1.0;2.0;-1.0;29.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;0.0;2.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;5.76;0;0;0;0;0
22/04/2013;33.0;8.0;-1.0;15.0;-1.0;0.0;4.0;-1.0;5.0;7.0;-1.0;90.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;15.0;1.0;8.0;3.0;3.0;21.0;-1.0;-1.0;-1.0;-1.0;12.8;0;1;0;0;0
23/04/2013;34.0;7.0;-1.0;21.0;-1.0;0.0;6.0;-1.0;2.0;14.0;-1.0;81.0;-1.0;-1.0;-1.0;2.0;2.0;-1.0;34.0;1.0;6.0;2.0;22.0;18.0;-1.0;-1.0;-1.0;-1.0;12.41;0;1;0;0;0
24/04/2013;53.0;22.0;-1.0;21.0;-1.0;0.0;39.0;-1.0;8.0;16.0;-1.0;102.0;-1.0;-1.0;-1.0;13.0;4.0;-1.0;24.0;18.0;10.0;9.0;84.0;32.0;-1.0;-1.0;-1.0;-1.0;27.02;0;1;1;0;0
25/04/2013;64.0;13.0;-1.0;25.0;-1.0;0.0;44.0;-1.0;15.0;16.0;-1.0;96.0;-1.0;-1.0;-1.0;16.0;3.0;-1.0;21.0;13.0;13.0;11.0;61.0;35.0;-1.0;-1.0;-1.0;-1.0;28.66;0;1;1;0;0
26/04/2013;65.0;13.0;-1.0;10.0;-1.0;0.0;43.0;-1.0;4.0;10.0;-1.0;103.0;-1.0;-1.0;-1.0;8.0;0.0;-1.0;11.0;6.0;14.0;8.0;44.0;32.0;-1.0;-1.0;-1.0;-1.0;25.83;0;1;1;0;0
27/04/2013;29.0;5.0;-1.0;5.0;-1.0;0.0;13.0;-1.0;0.0;1.0;-1.0;56.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;11.0;1.0;4.0;2.0;11.0;4.0;-1.0;-1.0;-1.0;-1.0;8.93;0;0;0;0;0
28/04/2013;16.0;5.0;-1.0;2.0;-1.0;0.0;4.0;-1.0;1.0;1.0;-1.0;59.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;7.0;1.0;3.0;0.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;5.75;0;0;0;0;0
29/04/2013;40.0;10.0;-1.0;20.0;-1.0;0.0;7.0;-1.0;2.0;8.0;-1.0;95.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;14.0;1.0;6.0;3.0;7.0;35.0;-1.0;-1.0;-1.0;-1.0;17.1;0;1;0;0;0
30/04/2013;48.0;18.0;-1.0;18.0;-1.0;1.0;17.0;-1.0;11.0;14.0;-1.0;153.0;-1.0;-1.0;-1.0;7.0;1.0;-1.0;-1.0;3.0;9.0;8.0;18.0;34.0;-1.0;-1.0;-1.0;-1.0;22.28;0;1;1;0;0
01/05/2013;17.0;6.0;-1.0;7.0;-1.0;-1.0;8.0;-1.0;2.0;3.0;-1.0;48.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;4.0;0.0;3.0;1.0;6.0;3.0;-1.0;-1.0;-1.0;-1.0;5.95;0;0;0;0;0
02/05/2013;41.0;17.0;-1.0;23.0;-1.0;-1.0;25.0;-1.0;7.0;24.0;-1.0;115.0;-1.0;-1.0;-1.0;8.0;1.0;-1.0;22.0;4.0;19.0;7.0;60.0;29.0;-1.0;-1.0;-1.0;-1.0;21.09;0;1;1;0;0
03/05/2013;49.0;6.0;-1.0;-1.0;-1.0;-1.0;17.0;-1.0;2.0;6.0;-1.0;93.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;4.0;2.0;10.0;3.0;36.0;12.0;-1.0;-1.0;-1.0;-1.0;14.79;0;1;0;0;0
04/05/2013;16.0;3.0;-1.0;6.0;-1.0;0.0;4.0;-1.0;4.0;3.0;-1.0;60.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;0.0;4.0;1.0;6.0;2.0;-1.0;-1.0;-1.0;-1.0;4.69;0;0;0;0;0
05/05/2013;5.0;2.0;-1.0;1.0;-1.0;0.0;2.0;-1.0;0.0;3.0;-1.0;32.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;2.0;0.0;4.0;1.0;-1.0;-1.0;-1.0;-1.0;2.71;0;0;0;0;0
06/05/2013;19.0;4.0;-1.0;11.0;-1.0;0.0;6.0;-1.0;2.0;11.0;-1.0;75.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;7.0;1.0;7.0;2.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;7.87;0;0;0;0;0
07/05/2013;44.0;17.0;-1.0;23.0;-1.0;0.0;44.0;-1.0;12.0;20.0;-1.0;96.0;-1.0;-1.0;-1.0;8.0;3.0;-1.0;11.0;12.0;10.0;12.0;81.0;23.0;-1.0;-1.0;-1.0;-1.0;22.63;0;1;1;0;0
08/05/2013;18.0;5.0;-1.0;9.0;-1.0;0.0;19.0;-1.0;3.0;4.0;-1.0;55.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;2.0;7.0;5.0;4.0;34.0;5.0;-1.0;-1.0;-1.0;-1.0;8.21;0;0;0;0;0
09/05/2013;10.0;2.0;-1.0;1.0;-1.0;0.0;6.0;-1.0;1.0;1.0;-1.0;54.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;0.0;2.0;1.0;7.0;2.0;-1.0;-1.0;-1.0;-1.0;3.47;0;0;0;0;0
10/05/2013;20.0;3.0;-1.0;3.0;-1.0;0.0;2.0;-1.0;0.0;2.0;-1.0;49.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;0.0;2.0;1.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;5.89;0;0;0;0;0
11/05/2013;14.0;2.0;-1.0;2.0;-1.0;0.0;4.0;-1.0;0.0;1.0;-1.0;47.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;0.0;2.0;0.0;14.0;2.0;-1.0;-1.0;-1.0;-1.0;4.89;0;0;0;0;0
12/05/2013;10.0;2.0;-1.0;3.0;-1.0;0.0;2.0;-1.0;0.0;1.0;-1.0;28.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;6.0;1.0;-1.0;-1.0;-1.0;-1.0;4.14;0;0;0;0;0
13/05/2013;34.0;9.0;-1.0;8.0;-1.0;0.0;18.0;-1.0;7.0;8.0;-1.0;93.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;10.0;3.0;13.0;5.0;30.0;19.0;-1.0;-1.0;-1.0;-1.0;14.12;0;1;0;0;0
14/05/2013;34.0;8.0;-1.0;11.0;-1.0;0.0;19.0;-1.0;7.0;11.0;-1.0;79.0;-1.0;-1.0;-1.0;5.0;2.0;-1.0;7.0;4.0;7.0;2.0;38.0;17.0;-1.0;-1.0;-1.0;-1.0;13.68;0;1;0;0;0
15/05/2013;46.0;9.0;-1.0;6.0;-1.0;0.0;29.0;-1.0;1.0;2.0;-1.0;104.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;4.0;2.0;7.0;4.0;40.0;12.0;-1.0;-1.0;-1.0;-1.0;15.77;0;1;0;0;0
16/05/2013;44.0;7.0;-1.0;15.0;-1.0;0.0;18.0;-1.0;2.0;4.0;-1.0;109.0;-1.0;-1.0;-1.0;5.0;0.0;-1.0;4.0;0.0;6.0;4.0;23.0;20.0;-1.0;-1.0;-1.0;-1.0;16.14;0;1;0;0;0
17/05/2013;62.0;12.0;-1.0;8.0;-1.0;-1.0;48.0;-1.0;7.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;1.0;-1.0;4.0;5.0;8.0;9.0;43.0;23.0;-1.0;-1.0;-1.0;-1.0;23.41;0;1;1;0;0
18/05/2013;28.0;9.0;-1.0;4.0;-1.0;-1.0;20.0;-1.0;8.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;6.0;3.0;5.0;3.0;28.0;4.0;-1.0;-1.0;-1.0;-1.0;10.16;0;0;0;0;0
19/05/2013;12.0;3.0;-1.0;2.0;-1.0;-1.0;12.0;-1.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;1.0;1.0;8.0;1.0;-1.0;-1.0;-1.0;-1.0;4.07;0;0;0;0;0
20/05/2013;13.0;2.0;-1.0;1.0;-1.0;-1.0;9.0;-1.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;6.87;0;0;0;0;0
21/05/2013;64.0;15.0;-1.0;7.0;-1.0;-1.0;49.0;-1.0;5.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.0;0.0;-1.0;3.0;3.0;13.0;8.0;64.0;30.0;-1.0;-1.0;-1.0;-1.0;26.65;0;1;1;0;0
22/05/2013;32.0;8.0;-1.0;8.0;-1.0;-1.0;3.0;-1.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;7.0;1.0;4.0;1.0;4.0;14.0;-1.0;-1.0;-1.0;-1.0;10.33;0;0;0;0;0
23/05/2013;39.0;7.0;-1.0;12.0;-1.0;0.0;22.0;-1.0;4.0;4.0;-1.0;85.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;6.0;1.0;13.0;3.0;24.0;10.0;-1.0;-1.0;-1.0;-1.0;12.92;0;1;0;0;0
24/05/2013;36.0;6.0;-1.0;9.0;-1.0;0.0;13.0;-1.0;1.0;3.0;-1.0;80.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;6.0;1.0;5.0;3.0;21.0;10.0;-1.0;-1.0;-1.0;-1.0;11.42;0;0;0;0;0
25/05/2013;24.0;3.0;-1.0;4.0;-1.0;0.0;6.0;-1.0;1.0;1.0;-1.0;24.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;0.0;3.0;1.0;7.0;2.0;-1.0;-1.0;-1.0;-1.0;6.14;0;0;0;0;0
26/05/2013;7.0;3.0;-1.0;7.0;-1.0;0.0;2.0;-1.0;1.0;1.0;-1.0;33.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;6.0;1.0;-1.0;-1.0;-1.0;-1.0;3.61;0;0;0;0;0
27/05/2013;23.0;13.0;-1.0;16.0;-1.0;0.0;33.0;-1.0;7.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;10.0;9.0;9.0;6.0;58.0;18.0;-1.0;-1.0;-1.0;-1.0;14.33;0;1;0;0;0
28/05/2013;33.0;7.0;-1.0;6.0;-1.0;0.0;25.0;-1.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;0.0;-1.0;2.0;0.0;5.0;2.0;26.0;8.0;-1.0;-1.0;-1.0;-1.0;11.74;0;1;0;0;0
29/05/2013;50.0;9.0;-1.0;13.0;-1.0;0.0;34.0;-1.0;3.0;14.0;-1.0;98.0;-1.0;-1.0;-1.0;5.0;2.0;-1.0;6.0;4.0;-1.0;5.0;63.0;14.0;-1.0;-1.0;-1.0;-1.0;18.0;0;1;0;0;0
30/05/2013;43.0;7.0;-1.0;20.0;-1.0;0.0;17.0;-1.0;8.0;10.0;-1.0;111.0;-1.0;-1.0;-1.0;3.0;2.0;-1.0;8.0;1.0;6.0;3.0;44.0;9.0;-1.0;-1.0;-1.0;-1.0;13.54;0;1;0;0;0
31/05/2013;40.0;6.0;-1.0;10.0;-1.0;0.0;5.0;-1.0;4.0;6.0;-1.0;83.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;7.0;0.0;3.0;2.0;7.0;10.0;-1.0;-1.0;-1.0;-1.0;11.53;0;0;0;0;0
01/06/2013;16.0;4.0;-1.0;1.0;-1.0;0.0;11.0;-1.0;1.0;3.0;-1.0;49.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;4.0;0.0;2.0;0.0;15.0;1.0;-1.0;-1.0;-1.0;-1.0;6.03;0;0;0;0;0
02/06/2013;5.0;2.0;-1.0;0.0;-1.0;0.0;1.0;-1.0;1.0;4.0;-1.0;26.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;4.0;1.0;-1.0;-1.0;-1.0;-1.0;2.63;0;0;0;0;0
03/06/2013;-1.0;5.0;-1.0;4.0;-1.0;0.0;2.0;-1.0;1.0;7.0;-1.0;63.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;1.0;1.0;1.0;2.0;8.0;-1.0;-1.0;-1.0;-1.0;3.67;0;0;0;0;0
04/06/2013;18.0;5.0;-1.0;12.0;-1.0;0.0;5.0;-1.0;2.0;4.0;-1.0;87.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;5.0;0.0;2.0;2.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0;7.98;0;0;0;0;0
05/06/2013;35.0;15.0;-1.0;14.0;-1.0;0.0;32.0;-1.0;5.0;6.0;-1.0;105.0;-1.0;-1.0;-1.0;7.0;3.0;-1.0;7.0;8.0;6.0;11.0;47.0;17.0;-1.0;-1.0;-1.0;-1.0;17.94;0;1;0;0;0
06/06/2013;19.0;7.0;-1.0;2.0;-1.0;0.0;19.0;-1.0;1.0;-1.0;-1.0;91.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;0.0;1.0;4.0;1.0;26.0;16.0;-1.0;-1.0;-1.0;-1.0;9.69;0;0;0;0;0
07/06/2013;21.0;7.0;-1.0;3.0;-1.0;0.0;23.0;-1.0;5.0;-1.0;-1.0;94.0;-1.0;-1.0;-1.0;3.0;3.0;-1.0;2.0;1.0;5.0;2.0;29.0;28.0;-1.0;-1.0;-1.0;-1.0;12.76;0;1;0;0;0
08/06/2013;13.0;4.0;-1.0;0.0;-1.0;0.0;13.0;-1.0;2.0;1.0;-1.0;50.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;1.0;0.0;2.0;1.0;26.0;4.0;-1.0;-1.0;-1.0;-1.0;5.56;0;0;0;0;0
09/06/2013;6.0;3.0;-1.0;0.0;-1.0;0.0;9.0;-1.0;1.0;0.0;-1.0;36.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;1.0;1.0;14.0;1.0;-1.0;-1.0;-1.0;-1.0;2.98;0;0;0;0;0
10/06/2013;35.0;10.0;-1.0;11.0;-1.0;0.0;22.0;-1.0;14.0;13.0;-1.0;104.0;-1.0;-1.0;-1.0;6.0;4.0;-1.0;9.0;4.0;13.0;5.0;57.0;17.0;-1.0;-1.0;-1.0;-1.0;15.51;0;1;0;0;0
11/06/2013;21.0;5.0;-1.0;12.0;-1.0;0.0;3.0;-1.0;5.0;11.0;-1.0;102.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;5.0;1.0;7.0;1.0;11.0;14.0;-1.0;-1.0;-1.0;-1.0;8.38;0;0;0;0;0
12/06/2013;25.0;7.0;-1.0;12.0;-1.0;0.0;7.0;-1.0;12.0;17.0;-1.0;107.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;12.0;2.0;9.0;2.0;37.0;14.0;-1.0;-1.0;-1.0;-1.0;10.33;0;0;0;0;0
13/06/2013;46.0;14.0;-1.0;15.0;-1.0;0.0;27.0;-1.0;8.0;11.0;-1.0;87.0;-1.0;-1.0;-1.0;7.0;3.0;-1.0;5.0;8.0;9.0;8.0;54.0;26.0;-1.0;-1.0;-1.0;-1.0;20.63;0;1;1;0;0
14/06/2013;21.0;6.0;-1.0;11.0;-1.0;0.0;11.0;-1.0;3.0;5.0;-1.0;93.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;6.0;3.0;4.0;2.0;31.0;7.0;-1.0;-1.0;-1.0;-1.0;8.34;0;0;0;0;0
15/06/2013;30.0;7.0;-1.0;4.0;-1.0;0.0;14.0;-1.0;9.0;7.0;-1.0;61.0;-1.0;-1.0;-1.0;6.0;1.0;-1.0;4.0;6.0;7.0;5.0;27.0;11.0;-1.0;-1.0;-1.0;-1.0;11.96;0;1;0;0;0
16/06/2013;6.0;3.0;-1.0;1.0;-1.0;0.0;5.0;-1.0;1.0;0.0;-1.0;26.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;1.0;0.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;2.92;0;0;0;0;0
17/06/2013;14.0;4.0;-1.0;1.0;-1.0;0.0;10.0;-1.0;1.0;0.0;-1.0;45.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;0.0;0.0;3.0;1.0;11.0;40.0;-1.0;-1.0;-1.0;-1.0;11.77;0;1;0;0;0
18/06/2013;23.0;9.0;-1.0;7.0;-1.0;0.0;16.0;-1.0;6.0;7.0;-1.0;114.0;-1.0;-1.0;-1.0;6.0;-1.0;-1.0;6.0;2.0;6.0;2.0;43.0;42.0;-1.0;-1.0;-1.0;-1.0;16.44;0;1;0;0;0
19/06/2013;40.0;8.0;-1.0;5.0;-1.0;0.0;23.0;-1.0;4.0;4.0;-1.0;80.0;-1.0;-1.0;-1.0;7.0;4.0;-1.0;1.0;3.0;9.0;3.0;50.0;75.0;-1.0;-1.0;-1.0;-1.0;25.83;0;1;1;0;0
20/06/2013;26.0;7.0;-1.0;5.0;-1.0;0.0;19.0;-1.0;5.0;4.0;-1.0;66.0;-1.0;-1.0;-1.0;2.0;3.0;-1.0;2.0;-1.0;3.0;2.0;30.0;78.0;-1.0;-1.0;-1.0;-1.0;22.39;0;1;1;0;0
21/06/2013;25.0;5.0;-1.0;5.0;-1.0;0.0;12.0;-1.0;6.0;4.0;-1.0;78.0;-1.0;-1.0;-1.0;2.0;2.0;-1.0;3.0;-1.0;7.0;1.0;18.0;8.0;-1.0;-1.0;-1.0;-1.0;8.61;0;0;0;0;0
22/06/2013;15.0;3.0;-1.0;1.0;-1.0;0.0;4.0;-1.0;1.0;1.0;-1.0;50.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;2.0;0.0;2.0;1.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;5.14;0;0;0;0;0
23/06/2013;11.0;2.0;-1.0;0.0;-1.0;0.0;1.0;-1.0;1.0;1.0;-1.0;22.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;4.31;0;0;0;0;0
24/06/2013;27.0;4.0;-1.0;5.0;-1.0;0.0;1.0;-1.0;1.0;3.0;-1.0;53.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;4.0;0.0;2.0;1.0;6.0;11.0;-1.0;-1.0;-1.0;-1.0;8.28;0;0;0;0;0
25/06/2013;24.0;6.0;-1.0;9.0;-1.0;0.0;2.0;-1.0;9.0;6.0;-1.0;72.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;5.0;1.0;4.0;2.0;5.0;8.0;-1.0;-1.0;-1.0;-1.0;7.96;0;0;0;0;0
26/06/2013;19.0;4.0;-1.0;4.0;-1.0;0.0;1.0;-1.0;1.0;5.0;-1.0;55.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;1.0;2.0;1.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;7.06;0;0;0;0;0
27/06/2013;26.0;5.0;-1.0;6.0;-1.0;0.0;2.0;-1.0;5.0;-1.0;-1.0;75.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;4.0;1.0;5.0;2.0;5.0;9.0;-1.0;-1.0;-1.0;-1.0;8.13;0;0;0;0;0
28/06/2013;46.0;12.0;-1.0;11.0;-1.0;0.0;13.0;-1.0;15.0;-1.0;-1.0;103.0;-1.0;-1.0;-1.0;6.0;2.0;-1.0;10.0;3.0;8.0;5.0;27.0;10.0;-1.0;-1.0;-1.0;-1.0;15.61;0;1;0;0;0
29/06/2013;40.0;12.0;-1.0;4.0;-1.0;0.0;25.0;-1.0;3.0;2.0;-1.0;82.0;-1.0;-1.0;-1.0;6.0;0.0;-1.0;4.0;2.0;9.0;5.0;25.0;8.0;-1.0;-1.0;-1.0;-1.0;14.61;0;1;0;0;0
30/06/2013;9.0;3.0;-1.0;3.0;-1.0;0.0;1.0;-1.0;2.0;1.0;-1.0;40.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;0.0;2.0;0.0;6.0;1.0;-1.0;-1.0;-1.0;-1.0;3.43;0;0;0;0;0
01/07/2013;26.0;9.0;-1.0;11.0;-1.0;0.0;16.0;-1.0;6.0;7.0;-1.0;86.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;8.0;3.0;7.0;5.0;36.0;11.0;-1.0;-1.0;-1.0;-1.0;11.36;0;0;0;0;0
02/07/2013;29.0;8.0;-1.0;1.0;-1.0;0.0;16.0;-1.0;3.0;1.0;-1.0;76.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;0.0;1.0;8.0;1.0;23.0;18.0;-1.0;-1.0;-1.0;-1.0;11.98;0;1;0;0;0
03/07/2013;46.0;9.0;-1.0;5.0;-1.0;0.0;19.0;-1.0;2.0;1.0;-1.0;76.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;1.0;1.0;7.0;3.0;21.0;19.0;-1.0;-1.0;-1.0;-1.0;15.74;0;1;0;0;0
04/07/2013;30.0;7.0;-1.0;9.0;-1.0;0.0;4.0;-1.0;2.0;4.0;-1.0;79.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;6.0;1.0;4.0;2.0;9.0;12.0;-1.0;-1.0;-1.0;-1.0;10.07;0;0;0;0;0
05/07/2013;24.0;6.0;-1.0;7.0;-1.0;0.0;2.0;-1.0;2.0;4.0;-1.0;76.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;5.0;1.0;6.0;1.0;4.0;12.0;-1.0;-1.0;-1.0;-1.0;8.3;0;0;0;0;0
06/07/2013;12.0;4.0;-1.0;3.0;-1.0;0.0;2.0;-1.0;2.0;4.0;-1.0;61.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;0.0;2.0;1.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0;4.62;0;0;0;0;0
07/07/2013;7.0;2.0;-1.0;0.0;-1.0;0.0;0.0;-1.0;1.0;2.0;-1.0;30.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;3.28;0;0;0;0;0
08/07/2013;15.0;5.0;-1.0;4.0;-1.0;0.0;2.0;-1.0;2.0;3.0;-1.0;78.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;0.0;2.0;1.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;6.28;0;0;0;0;0
09/07/2013;19.0;8.0;-1.0;4.0;-1.0;0.0;5.0;-1.0;4.0;6.0;-1.0;91.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;3.0;1.0;2.0;2.0;20.0;9.0;-1.0;-1.0;-1.0;-1.0;7.93;0;0;0;0;0
10/07/2013;23.0;6.0;-1.0;6.0;-1.0;0.0;11.0;-1.0;3.0;3.0;-1.0;76.0;-1.0;-1.0;-1.0;1.0;1.0;-1.0;3.0;2.0;5.0;2.0;22.0;10.0;-1.0;-1.0;-1.0;-1.0;8.64;0;0;0;0;0
11/07/2013;14.0;4.0;-1.0;-1.0;-1.0;0.0;1.0;-1.0;1.0;2.0;-1.0;66.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;0.0;2.0;0.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;6.46;0;0;0;0;0
12/07/2013;14.0;4.0;-1.0;4.0;-1.0;0.0;1.0;-1.0;2.0;2.0;-1.0;69.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;0.0;2.0;0.0;4.0;5.0;-1.0;-1.0;-1.0;-1.0;5.7;0;0;0;0;0
13/07/2013;10.0;2.0;-1.0;2.0;-1.0;0.0;0.0;-1.0;2.0;2.0;-1.0;36.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;2.0;0.0;1.0;0.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;4.26;0;0;0;0;0
14/07/2013;4.0;2.0;-1.0;1.0;-1.0;0.0;0.0;-1.0;1.0;1.0;-1.0;25.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;3.04;0;0;0;0;0
15/07/2013;20.0;4.0;-1.0;6.0;-1.0;0.0;1.0;-1.0;2.0;8.0;-1.0;64.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;5.0;0.0;2.0;1.0;3.0;13.0;-1.0;-1.0;-1.0;-1.0;8.8;0;0;0;0;0
16/07/2013;16.0;7.0;-1.0;7.0;-1.0;0.0;2.0;-1.0;2.0;5.0;-1.0;74.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;6.0;0.0;4.0;1.0;15.0;9.0;-1.0;-1.0;-1.0;-1.0;6.77;0;0;0;0;0
17/07/2013;30.0;6.0;-1.0;7.0;-1.0;0.0;10.0;-1.0;2.0;4.0;-1.0;103.0;-1.0;-1.0;-1.0;1.0;1.0;-1.0;9.0;2.0;7.0;2.0;25.0;27.0;-1.0;-1.0;-1.0;-1.0;13.01;0;1;0;0;0
18/07/2013;39.0;7.0;-1.0;11.0;-1.0;0.0;14.0;-1.0;3.0;5.0;-1.0;94.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;13.0;-1.0;5.0;2.0;32.0;16.0;-1.0;-1.0;-1.0;-1.0;13.52;0;1;0;0;0
19/07/2013;23.0;7.0;-1.0;9.0;-1.0;0.0;11.0;-1.0;3.0;5.0;-1.0;79.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;7.0;1.0;2.0;2.0;29.0;7.0;-1.0;-1.0;-1.0;-1.0;8.74;0;0;0;0;0
20/07/2013;12.0;5.0;-1.0;6.0;-1.0;0.0;8.0;-1.0;4.0;3.0;-1.0;51.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;5.0;1.0;4.0;2.0;27.0;3.0;-1.0;-1.0;-1.0;-1.0;5.31;0;0;0;0;0
