;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10
31/03/2007;49.0;12.0;6.0;22.0;-1.0;0.0;28.0;47.0;14.0;22.0;-1.0;101.0;-1.0;44.0;-1.0;14.0;4.0;-1.0;16.0;-1.0;9.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.95;1;1;1;0;0
01/04/2007;32.0;8.0;7.0;19.0;-1.0;0.0;17.0;48.0;8.0;10.0;-1.0;81.0;-1.0;32.0;-1.0;6.0;1.0;-1.0;14.0;-1.0;5.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.94;0;1;1;0;0
02/04/2007;107.0;53.0;28.0;75.0;-1.0;1.0;57.0;87.0;37.0;52.0;-1.0;240.0;-1.0;96.0;-1.0;24.0;11.0;-1.0;51.0;-1.0;35.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.86;1;1;1;1;1
03/04/2007;65.0;8.0;9.0;36.0;-1.0;0.0;32.0;42.0;9.0;16.0;-1.0;170.0;-1.0;28.0;-1.0;8.0;7.0;-1.0;15.0;-1.0;18.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.63;0;1;1;0;0
04/04/2007;41.0;4.0;15.0;23.0;-1.0;0.0;3.0;12.0;3.0;17.0;-1.0;-1.0;-1.0;16.0;-1.0;1.0;-1.0;-1.0;9.0;-1.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.63;0;1;0;0;0
05/04/2007;63.0;12.0;14.0;73.0;-1.0;0.0;18.0;53.0;10.0;37.0;-1.0;-1.0;-1.0;38.0;-1.0;7.0;-1.0;-1.0;23.0;3.0;10.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.34;1;1;1;0;0
06/04/2007;66.0;25.0;19.0;60.0;-1.0;0.0;41.0;67.0;11.0;34.0;-1.0;166.0;-1.0;60.0;-1.0;11.0;14.0;-1.0;31.0;30.0;11.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.85;1;1;1;1;0
07/04/2007;41.0;13.0;10.0;17.0;-1.0;0.0;25.0;42.0;7.0;19.0;-1.0;96.0;-1.0;39.0;-1.0;16.0;4.0;-1.0;17.0;12.0;10.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.88;0;1;1;0;0
08/04/2007;12.0;1.0;4.0;6.0;-1.0;0.0;5.0;11.0;1.0;3.0;-1.0;55.0;-1.0;7.0;-1.0;1.0;0.0;-1.0;3.0;1.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.74;0;0;0;0;0
09/04/2007;19.0;2.0;4.0;5.0;-1.0;0.0;18.0;26.0;3.0;5.0;-1.0;41.0;-1.0;20.0;-1.0;3.0;0.0;-1.0;3.0;2.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.51;0;1;0;0;0
10/04/2007;53.0;16.0;15.0;27.0;-1.0;0.0;17.0;38.0;18.0;29.0;-1.0;156.0;-1.0;35.0;-1.0;5.0;-1.0;-1.0;22.0;10.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.68;0;1;1;0;0
11/04/2007;44.0;20.0;25.0;-1.0;-1.0;0.0;15.0;46.0;21.0;31.0;-1.0;174.0;-1.0;49.0;-1.0;7.0;-1.0;-1.0;20.0;6.0;11.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.74;0;1;1;0;0
12/04/2007;71.0;18.0;10.0;-1.0;-1.0;0.0;30.0;56.0;16.0;24.0;-1.0;152.0;-1.0;52.0;-1.0;11.0;11.0;-1.0;21.0;12.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.62;1;1;1;1;0
13/04/2007;76.0;10.0;12.0;13.0;-1.0;0.0;40.0;42.0;9.0;10.0;-1.0;189.0;-1.0;48.0;-1.0;13.0;2.0;-1.0;12.0;14.0;13.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.71;1;1;1;0;0
14/04/2007;26.0;2.0;1.0;6.0;-1.0;0.0;3.0;22.0;1.0;6.0;-1.0;101.0;-1.0;16.0;-1.0;1.0;0.0;-1.0;5.0;1.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.35;0;0;0;0;0
15/04/2007;13.0;1.0;1.0;2.0;-1.0;0.0;4.0;14.0;1.0;2.0;-1.0;49.0;-1.0;3.0;-1.0;1.0;0.0;-1.0;3.0;3.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.67;0;0;0;0;0
16/04/2007;50.0;14.0;8.0;23.0;-1.0;0.0;25.0;30.0;9.0;15.0;-1.0;137.0;-1.0;41.0;-1.0;12.0;9.0;-1.0;10.0;4.0;9.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.44;0;1;1;0;0
17/04/2007;60.0;22.0;9.0;26.0;-1.0;0.0;31.0;42.0;8.0;12.0;-1.0;161.0;-1.0;50.0;-1.0;13.0;5.0;-1.0;14.0;12.0;11.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.72;1;1;1;0;0
18/04/2007;31.0;4.0;3.0;8.0;-1.0;0.0;2.0;7.0;2.0;7.0;-1.0;127.0;-1.0;13.0;-1.0;2.0;0.0;-1.0;7.0;1.0;3.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.33;0;0;0;0;0
19/04/2007;46.0;6.0;7.0;22.0;-1.0;0.0;7.0;-1.0;10.0;22.0;-1.0;167.0;-1.0;38.0;-1.0;6.0;1.0;-1.0;9.0;2.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.36;0;1;0;0;0
20/04/2007;49.0;10.0;11.0;31.0;-1.0;0.0;15.0;-1.0;27.0;27.0;-1.0;149.0;-1.0;41.0;-1.0;9.0;8.0;-1.0;16.0;20.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.12;0;1;1;0;0
21/04/2007;27.0;2.0;3.0;9.0;-1.0;0.0;7.0;-1.0;4.0;10.0;-1.0;76.0;-1.0;18.0;-1.0;3.0;0.0;-1.0;5.0;1.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.54;0;0;0;0;0
22/04/2007;22.0;2.0;4.0;12.0;-1.0;0.0;9.0;-1.0;2.0;4.0;-1.0;60.0;-1.0;13.0;-1.0;2.0;1.0;-1.0;2.0;3.0;2.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.35;0;0;0;0;0
23/04/2007;70.0;14.0;10.0;17.0;-1.0;0.0;44.0;-1.0;34.0;17.0;-1.0;173.0;-1.0;49.0;-1.0;17.0;4.0;-1.0;10.0;13.0;11.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.75;1;1;1;1;0
24/04/2007;56.0;23.0;12.0;28.0;-1.0;0.0;34.0;48.0;10.0;26.0;-1.0;177.0;-1.0;42.0;-1.0;18.0;4.0;-1.0;12.0;14.0;13.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.29;1;1;1;0;0
25/04/2007;56.0;6.0;9.0;12.0;-1.0;0.0;53.0;39.0;22.0;17.0;-1.0;143.0;-1.0;50.0;-1.0;12.0;4.0;-1.0;7.0;16.0;20.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.05;1;1;1;0;0
26/04/2007;50.0;6.0;3.0;-1.0;-1.0;0.0;35.0;39.0;5.0;5.0;-1.0;166.0;-1.0;49.0;-1.0;8.0;2.0;-1.0;0.0;3.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.31;0;1;1;0;0
27/04/2007;56.0;5.0;3.0;12.0;-1.0;0.0;29.0;35.0;3.0;4.0;-1.0;177.0;-1.0;42.0;-1.0;6.0;2.0;-1.0;2.0;4.0;9.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.46;0;1;1;0;0
28/04/2007;30.0;2.0;3.0;-1.0;-1.0;0.0;16.0;28.0;6.0;5.0;-1.0;93.0;-1.0;19.0;-1.0;6.0;0.0;-1.0;3.0;4.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.05;0;1;0;0;0
29/04/2007;12.0;1.0;1.0;3.0;-1.0;0.0;8.0;12.0;1.0;1.0;-1.0;46.0;-1.0;5.0;-1.0;0.0;0.0;-1.0;2.0;1.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.84;0;0;0;0;0
30/04/2007;26.0;2.0;2.0;10.0;-1.0;0.0;-1.0;25.0;5.0;3.0;-1.0;91.0;-1.0;19.0;-1.0;4.0;1.0;-1.0;-1.0;1.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.53;0;1;0;0;0
01/05/2007;13.0;1.0;1.0;1.0;-1.0;0.0;11.0;13.0;1.0;0.0;-1.0;55.0;-1.0;7.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.71;0;0;0;0;0
02/05/2007;43.0;3.0;2.0;5.0;-1.0;0.0;30.0;27.0;1.0;2.0;-1.0;147.0;-1.0;42.0;-1.0;3.0;0.0;-1.0;4.0;0.0;5.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.27;0;1;1;0;0
03/05/2007;62.0;7.0;9.0;13.0;-1.0;1.0;49.0;42.0;12.0;9.0;-1.0;132.0;-1.0;41.0;-1.0;7.0;1.0;-1.0;7.0;7.0;10.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.52;0;1;1;0;0
04/05/2007;43.0;4.0;6.0;10.0;-1.0;0.0;18.0;21.0;3.0;6.0;-1.0;171.0;-1.0;27.0;-1.0;5.0;0.0;-1.0;7.0;1.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.57;0;1;0;0;0
05/05/2007;37.0;1.0;1.0;11.0;-1.0;0.0;3.0;28.0;0.0;1.0;-1.0;40.0;-1.0;9.0;-1.0;1.0;0.0;-1.0;4.0;0.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.79;0;1;0;0;0
06/05/2007;12.0;1.0;0.0;1.0;-1.0;0.0;0.0;9.0;0.0;3.0;-1.0;30.0;-1.0;3.0;-1.0;0.0;0.0;-1.0;2.0;0.0;0.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.8;0;0;0;0;0
07/05/2007;42.0;1.0;2.0;11.0;-1.0;0.0;8.0;27.0;2.0;5.0;-1.0;93.0;-1.0;17.0;-1.0;4.0;0.0;-1.0;5.0;0.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.75;0;1;0;0;0
08/05/2007;26.0;6.0;2.0;8.0;-1.0;0.0;22.0;32.0;7.0;5.0;-1.0;74.0;-1.0;27.0;-1.0;6.0;0.0;-1.0;3.0;2.0;3.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.16;0;1;0;0;0
09/05/2007;62.0;10.0;6.0;30.0;-1.0;0.0;27.0;46.0;14.0;27.0;-1.0;171.0;-1.0;34.0;-1.0;9.0;3.0;-1.0;14.0;13.0;8.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.9;0;1;1;0;0
10/05/2007;65.0;15.0;19.0;19.0;-1.0;0.0;52.0;50.0;14.0;16.0;-1.0;178.0;-1.0;76.0;-1.0;20.0;3.0;-1.0;11.0;20.0;25.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.42;1;1;1;1;0
11/05/2007;64.0;6.0;3.0;19.0;-1.0;0.0;26.0;47.0;6.0;5.0;-1.0;130.0;-1.0;32.0;-1.0;4.0;1.0;-1.0;7.0;2.0;5.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.14;0;1;1;0;0
12/05/2007;35.0;2.0;2.0;4.0;-1.0;0.0;22.0;35.0;3.0;6.0;-1.0;90.0;-1.0;25.0;-1.0;4.0;0.0;-1.0;2.0;3.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.82;0;1;0;0;0
13/05/2007;10.0;0.0;0.0;0.0;-1.0;0.0;6.0;11.0;0.0;1.0;-1.0;17.0;-1.0;15.0;-1.0;1.0;0.0;-1.0;0.0;0.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.2;0;0;0;0;0
14/05/2007;55.0;4.0;2.0;12.0;-1.0;0.0;20.0;28.0;2.0;5.0;-1.0;143.0;-1.0;34.0;-1.0;4.0;0.0;-1.0;6.0;1.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.22;0;1;1;0;0
15/05/2007;53.0;3.0;6.0;22.0;-1.0;0.0;23.0;31.0;8.0;14.0;-1.0;166.0;-1.0;30.0;-1.0;5.0;1.0;-1.0;10.0;7.0;7.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.8;0;1;1;0;0
16/05/2007;87.0;23.0;10.0;14.0;-1.0;0.0;60.0;66.0;14.0;20.0;-1.0;197.0;-1.0;68.0;-1.0;20.0;1.0;-1.0;11.0;16.0;36.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.7;1;1;1;1;0
17/05/2007;37.0;5.0;3.0;2.0;-1.0;0.0;25.0;38.0;2.0;3.0;-1.0;99.0;-1.0;33.0;-1.0;6.0;0.0;-1.0;5.0;1.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.83;0;1;1;0;0
18/05/2007;35.0;4.0;4.0;15.0;-1.0;0.0;3.0;21.0;5.0;10.0;-1.0;120.0;-1.0;16.0;-1.0;2.0;0.0;-1.0;7.0;1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.25;0;1;0;0;0
19/05/2007;25.0;5.0;9.0;17.0;-1.0;0.0;13.0;29.0;7.0;13.0;-1.0;90.0;-1.0;19.0;-1.0;5.0;4.0;-1.0;8.0;7.0;22.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.76;0;1;0;0;0
20/05/2007;11.0;1.0;1.0;0.0;-1.0;0.0;9.0;14.0;1.0;1.0;-1.0;44.0;-1.0;20.0;-1.0;1.0;0.0;-1.0;1.0;0.0;11.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.19;0;0;0;0;0
21/05/2007;48.0;5.0;10.0;2.0;-1.0;0.0;31.0;34.0;14.0;8.0;-1.0;125.0;-1.0;55.0;-1.0;8.0;0.0;-1.0;2.0;3.0;16.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.72;0;1;1;0;0
22/05/2007;-1.0;12.0;11.0;20.0;-1.0;0.0;24.0;50.0;13.0;20.0;-1.0;198.0;-1.0;33.0;-1.0;13.0;4.0;-1.0;16.0;11.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.41;0;1;1;0;0
23/05/2007;-1.0;2.0;3.0;10.0;-1.0;0.0;1.0;18.0;4.0;4.0;-1.0;161.0;-1.0;12.0;-1.0;1.0;0.0;-1.0;5.0;1.0;6.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.05;0;0;0;0;0
24/05/2007;50.0;6.0;11.0;9.0;-1.0;0.0;16.0;30.0;11.0;10.0;-1.0;160.0;-1.0;29.0;-1.0;5.0;2.0;-1.0;7.0;3.0;16.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.32;0;1;1;0;0
25/05/2007;53.0;7.0;10.0;7.0;-1.0;0.0;37.0;36.0;6.0;6.0;-1.0;115.0;-1.0;61.0;-1.0;7.0;0.0;-1.0;3.0;6.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.07;0;1;1;0;0
26/05/2007;20.0;3.0;2.0;4.0;-1.0;0.0;14.0;23.0;5.0;7.0;-1.0;61.0;-1.0;27.0;-1.0;-1.0;1.0;-1.0;1.0;3.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.72;0;1;0;0;0
27/05/2007;16.0;1.0;1.0;1.0;-1.0;0.0;9.0;18.0;1.0;0.0;-1.0;46.0;-1.0;10.0;-1.0;1.0;0.0;-1.0;1.0;0.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.0;0;0;0;0;0
28/05/2007;28.0;1.0;1.0;2.0;-1.0;0.0;8.0;18.0;1.0;1.0;-1.0;36.0;-1.0;14.0;-1.0;1.0;0.0;-1.0;2.0;0.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.41;0;0;0;0;0
29/05/2007;47.0;2.0;2.0;13.0;-1.0;0.0;9.0;21.0;2.0;8.0;-1.0;127.0;-1.0;16.0;-1.0;3.0;0.0;-1.0;7.0;2.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.74;0;1;0;0;0
30/05/2007;70.0;12.0;8.0;14.0;-1.0;0.0;55.0;56.0;9.0;14.0;-1.0;184.0;-1.0;48.0;-1.0;17.0;3.0;-1.0;12.0;19.0;-1.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.41;1;1;1;1;0
31/05/2007;85.0;12.0;12.0;23.0;-1.0;0.0;48.0;55.0;12.0;14.0;-1.0;201.0;-1.0;41.0;-1.0;15.0;2.0;-1.0;15.0;9.0;11.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.79;1;1;1;1;0
01/06/2007;79.0;12.0;12.0;27.0;-1.0;0.0;36.0;53.0;11.0;19.0;-1.0;193.0;-1.0;30.0;-1.0;12.0;1.0;-1.0;16.0;6.0;9.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.58;1;1;1;0;0
02/06/2007;27.0;2.0;1.0;4.0;-1.0;0.0;1.0;26.0;1.0;4.0;-1.0;54.0;-1.0;11.0;-1.0;2.0;0.0;-1.0;5.0;2.0;2.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.77;0;0;0;0;0
03/06/2007;11.0;1.0;1.0;2.0;-1.0;0.0;2.0;7.0;1.0;1.0;-1.0;66.0;-1.0;5.0;-1.0;0.0;0.0;-1.0;3.0;4.0;1.0;1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.85;0;0;0;0;0
04/06/2007;43.0;9.0;7.0;18.0;-1.0;0.0;20.0;36.0;9.0;13.0;-1.0;163.0;-1.0;34.0;-1.0;13.0;4.0;-1.0;9.0;10.0;13.0;8.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.58;0;1;1;0;0
05/06/2007;50.0;4.0;7.0;20.0;-1.0;0.0;9.0;34.0;8.0;13.0;-1.0;180.0;-1.0;21.0;-1.0;4.0;1.0;-1.0;9.0;5.0;7.0;5.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.02;0;1;0;0;0
06/06/2007;47.0;4.0;4.0;11.0;-1.0;0.0;18.0;41.0;3.0;11.0;-1.0;199.0;-1.0;33.0;-1.0;4.0;0.0;-1.0;7.0;4.0;7.0;6.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.92;0;1;1;0;0
07/06/2007;52.0;5.0;6.0;8.0;-1.0;0.0;34.0;36.0;6.0;10.0;-1.0;185.0;-1.0;34.0;-1.0;7.0;1.0;-1.0;6.0;5.0;8.0;8.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.75;0;1;1;0;0
08/06/2007;55.0;6.0;5.0;6.0;-1.0;0.0;31.0;30.0;3.0;4.0;-1.0;216.0;-1.0;35.0;-1.0;7.0;1.0;-1.0;5.0;5.0;7.0;7.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.33;0;1;1;0;0
09/06/2007;19.0;1.0;2.0;4.0;-1.0;0.0;6.0;14.0;4.0;4.0;-1.0;96.0;-1.0;10.0;-1.0;2.0;0.0;-1.0;4.0;2.0;5.0;2.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.06;0;0;0;0;0
10/06/2007;17.0;0.0;1.0;0.0;-1.0;0.0;14.0;18.0;1.0;0.0;-1.0;40.0;-1.0;16.0;-1.0;0.0;0.0;-1.0;0.0;1.0;3.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.68;0;1;0;0;0
11/06/2007;61.0;7.0;4.0;13.0;-1.0;0.0;35.0;37.0;6.0;10.0;-1.0;184.0;-1.0;40.0;-1.0;4.0;1.0;-1.0;6.0;9.0;8.0;6.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.9;0;1;1;0;0
12/06/2007;56.0;5.0;5.0;14.0;-1.0;0.0;16.0;41.0;10.0;9.0;-1.0;142.0;-1.0;23.0;-1.0;4.0;1.0;-1.0;9.0;6.0;16.0;5.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.78;0;1;1;0;0
13/06/2007;49.0;8.0;11.0;14.0;-1.0;0.0;35.0;36.0;14.0;16.0;-1.0;138.0;-1.0;40.0;-1.0;6.0;2.0;-1.0;7.0;8.0;7.0;7.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.74;0;1;1;0;0
14/06/2007;36.0;2.0;0.0;3.0;-1.0;0.0;20.0;19.0;1.0;2.0;-1.0;66.0;-1.0;53.0;-1.0;2.0;0.0;-1.0;1.0;1.0;7.0;2.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.51;0;1;0;0;0
15/06/2007;59.0;7.0;3.0;10.0;-1.0;0.0;48.0;40.0;5.0;6.0;-1.0;130.0;-1.0;56.0;-1.0;-1.0;1.0;-1.0;5.0;6.0;9.0;8.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.63;1;1;1;0;0
16/06/2007;34.0;2.0;3.0;2.0;-1.0;0.0;22.0;20.0;5.0;7.0;-1.0;39.0;-1.0;41.0;-1.0;-1.0;1.0;-1.0;2.0;4.0;9.0;5.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.76;0;1;1;0;0
17/06/2007;19.0;1.0;1.0;1.0;-1.0;0.0;12.0;12.0;1.0;2.0;-1.0;16.0;-1.0;37.0;-1.0;-1.0;0.0;-1.0;0.0;2.0;4.0;1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.39;0;1;0;0;0
18/06/2007;50.0;5.0;5.0;4.0;-1.0;0.0;37.0;34.0;6.0;9.0;-1.0;118.0;-1.0;54.0;-1.0;-1.0;1.0;-1.0;3.0;3.0;12.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.24;1;1;1;0;0
19/06/2007;48.0;6.0;7.0;11.0;-1.0;0.0;41.0;34.0;13.0;12.0;-1.0;173.0;-1.0;51.0;-1.0;7.0;1.0;-1.0;7.0;6.0;10.0;7.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.85;0;1;1;0;0
20/06/2007;35.0;2.0;2.0;10.0;-1.0;0.0;6.0;20.0;1.0;5.0;-1.0;142.0;-1.0;16.0;-1.0;2.0;0.0;-1.0;6.0;3.0;5.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.47;0;1;0;0;0
21/06/2007;42.0;2.0;1.0;10.0;-1.0;0.0;7.0;-1.0;1.0;4.0;-1.0;-1.0;-1.0;19.0;-1.0;2.0;0.0;-1.0;4.0;3.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.55;0;1;0;0;0
22/06/2007;36.0;3.0;2.0;8.0;-1.0;0.0;30.0;31.0;2.0;4.0;-1.0;74.0;-1.0;22.0;-1.0;3.0;0.0;-1.0;3.0;3.0;7.0;4.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.75;0;1;0;0;0
23/06/2007;32.0;1.0;0.0;4.0;-1.0;0.0;16.0;18.0;1.0;2.0;-1.0;31.0;-1.0;20.0;-1.0;2.0;0.0;-1.0;3.0;5.0;4.0;2.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.67;0;1;0;0;0
24/06/2007;14.0;1.0;1.0;1.0;-1.0;0.0;12.0;12.0;1.0;1.0;-1.0;20.0;-1.0;22.0;-1.0;1.0;1.0;-1.0;1.0;3.0;5.0;3.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.85;0;0;0;0;0
25/06/2007;62.0;6.0;2.0;24.0;-1.0;0.0;36.0;40.0;4.0;8.0;-1.0;86.0;-1.0;35.0;-1.0;7.0;2.0;-1.0;5.0;7.0;8.0;10.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.5;0;1;1;0;0
26/06/2007;65.0;4.0;1.0;16.0;-1.0;0.0;25.0;39.0;4.0;9.0;-1.0;108.0;-1.0;21.0;-1.0;4.0;1.0;-1.0;5.0;5.0;8.0;6.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.75;0;1;1;0;0
27/06/2007;59.0;2.0;2.0;23.0;-1.0;1.0;17.0;42.0;6.0;11.0;-1.0;109.0;-1.0;23.0;-1.0;3.0;2.0;-1.0;6.0;7.0;6.0;7.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.0;0;1;1;0;0
28/06/2007;62.0;9.0;15.0;25.0;-1.0;0.0;38.0;45.0;14.0;19.0;-1.0;116.0;-1.0;30.0;-1.0;8.0;3.0;-1.0;14.0;31.0;19.0;15.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.87;0;1;1;0;0
29/06/2007;65.0;14.0;10.0;25.0;-1.0;0.0;47.0;54.0;10.0;16.0;-1.0;133.0;-1.0;46.0;-1.0;16.0;6.0;-1.0;12.0;20.0;18.0;19.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.7;1;1;1;1;0
30/06/2007;29.0;2.0;3.0;12.0;-1.0;0.0;16.0;36.0;4.0;4.0;-1.0;74.0;-1.0;16.0;-1.0;3.0;1.0;-1.0;3.0;5.0;8.0;4.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.92;0;1;0;0;0
01/07/2007;15.0;0.0;0.0;0.0;-1.0;0.0;11.0;17.0;0.0;0.0;-1.0;43.0;-1.0;18.0;-1.0;1.0;0.0;-1.0;1.0;2.0;6.0;1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.25;0;0;0;0;0
02/07/2007;69.0;5.0;3.0;13.0;-1.0;0.0;39.0;49.0;9.0;9.0;-1.0;94.0;-1.0;35.0;-1.0;10.0;1.0;-1.0;4.0;9.0;9.0;9.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.28;1;1;1;0;0
03/07/2007;90.0;12.0;8.0;20.0;-1.0;0.0;65.0;52.0;13.0;18.0;-1.0;164.0;-1.0;81.0;-1.0;21.0;4.0;-1.0;6.0;20.0;24.0;15.0;82.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.41;1;1;1;1;0
04/07/2007;68.0;3.0;1.0;21.0;-1.0;0.0;30.0;47.0;3.0;7.0;-1.0;123.0;-1.0;20.0;-1.0;6.0;2.0;-1.0;4.0;12.0;7.0;8.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.07;0;1;1;0;0
