;FR20038;FR20061;FR20029;FR20013;FR20031;FR20019;FR20037;FR20046;FR20045;FR20062;FR20063;FR20048;FR20017;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10;seuil_oms
17/01/2010;15.0;16.0;21.0;28.0;20.0;17.0;17.0;17.0;19.0;18.0;24.0;16.0;17.0;13.0;-1.0;-1.0;-1.0;-1.0;15.68;0;0;0;0;0;0
18/01/2010;25.0;23.0;33.0;51.0;31.0;25.0;31.0;21.0;29.0;25.0;31.0;21.0;24.0;19.0;-1.0;-1.0;-1.0;-1.0;23.08;0;1;1;0;0;0
19/01/2010;43.0;-1.0;46.0;77.0;52.0;63.0;45.0;33.0;36.0;48.0;51.0;30.0;53.0;41.0;-1.0;-1.0;-1.0;-1.0;41.13;1;1;1;1;0;0
20/01/2010;43.0;-1.0;44.0;65.0;39.0;61.0;41.0;41.0;36.0;45.0;49.0;37.0;45.0;43.0;-1.0;-1.0;-1.0;-1.0;42.53;1;1;1;1;1;0
21/01/2010;42.0;47.0;50.0;73.0;50.0;53.0;43.0;36.0;39.0;43.0;49.0;33.0;45.0;32.0;-1.0;-1.0;-1.0;-1.0;40.26;1;1;1;1;0;0
22/01/2010;37.0;43.0;37.0;65.0;37.0;-1.0;37.0;28.0;26.0;41.0;43.0;25.0;43.0;32.0;-1.0;-1.0;-1.0;-1.0;35.8;1;1;1;1;0;0
23/01/2010;49.0;55.0;55.0;66.0;54.0;-1.0;52.0;55.0;51.0;57.0;67.0;45.0;57.0;56.0;-1.0;-1.0;-1.0;-1.0;53.92;1;1;1;1;1;1
24/01/2010;70.0;80.0;82.0;98.0;84.0;-1.0;-1.0;75.0;73.0;80.0;94.0;61.0;85.0;74.0;-1.0;-1.0;-1.0;-1.0;75.75;1;1;1;1;1;1
25/01/2010;29.0;26.0;27.0;50.0;28.0;-1.0;26.0;26.0;26.0;24.0;27.0;28.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0;25.41;1;1;1;0;0;0
26/01/2010;25.0;29.0;30.0;49.0;32.0;-1.0;-1.0;29.0;29.0;35.0;30.0;29.0;28.0;28.0;-1.0;-1.0;-1.0;-1.0;28.01;1;1;1;0;0;0
27/01/2010;51.0;54.0;52.0;77.0;56.0;-1.0;52.0;52.0;54.0;57.0;53.0;55.0;53.0;51.0;-1.0;-1.0;-1.0;-1.0;52.28;1;1;1;1;1;1
28/01/2010;61.0;80.0;61.0;87.0;56.0;-1.0;59.0;58.0;56.0;63.0;68.0;55.0;64.0;56.0;-1.0;-1.0;-1.0;-1.0;63.43;1;1;1;1;1;1
29/01/2010;41.0;53.0;48.0;70.0;39.0;-1.0;43.0;42.0;41.0;46.0;52.0;37.0;50.0;50.0;-1.0;-1.0;-1.0;-1.0;46.5;1;1;1;1;1;0
30/01/2010;14.0;18.0;21.0;40.0;20.0;-1.0;20.0;17.0;21.0;17.0;22.0;18.0;18.0;14.0;-1.0;-1.0;-1.0;-1.0;16.41;0;1;0;0;0;0
31/01/2010;20.0;24.0;28.0;50.0;31.0;-1.0;26.0;23.0;26.0;26.0;28.0;25.0;25.0;20.0;-1.0;-1.0;-1.0;-1.0;22.58;0;1;1;0;0;0
01/02/2010;31.0;63.0;45.0;91.0;46.0;-1.0;37.0;46.0;50.0;46.0;65.0;40.0;44.0;66.0;-1.0;-1.0;-1.0;-1.0;50.2;1;1;1;1;1;1
02/02/2010;40.0;51.0;39.0;78.0;34.0;47.0;36.0;39.0;39.0;39.0;47.0;36.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.4;1;1;1;1;1;0
03/02/2010;38.0;55.0;46.0;79.0;39.0;56.0;41.0;46.0;43.0;50.0;63.0;33.0;54.0;58.0;-1.0;-1.0;-1.0;-1.0;48.98;1;1;1;1;1;0
04/02/2010;39.0;46.0;40.0;54.0;38.0;57.0;37.0;41.0;37.0;42.0;55.0;31.0;45.0;61.0;-1.0;-1.0;-1.0;-1.0;45.84;1;1;1;1;1;0
05/02/2010;23.0;33.0;26.0;46.0;25.0;17.0;20.0;21.0;22.0;25.0;34.0;19.0;25.0;26.0;-1.0;-1.0;-1.0;-1.0;25.43;1;1;1;0;0;0
06/02/2010;28.0;31.0;32.0;53.0;32.0;24.0;25.0;29.0;29.0;30.0;38.0;27.0;30.0;27.0;-1.0;-1.0;-1.0;-1.0;28.81;1;1;1;0;0;0
07/02/2010;25.0;22.0;25.0;33.0;26.0;17.0;20.0;24.0;24.0;24.0;23.0;24.0;23.0;16.0;-1.0;-1.0;-1.0;-1.0;21.89;0;1;1;0;0;0
08/02/2010;38.0;36.0;41.0;70.0;39.0;30.0;35.0;33.0;37.0;36.0;41.0;34.0;39.0;32.0;-1.0;-1.0;-1.0;-1.0;35.34;1;1;1;1;0;0
09/02/2010;40.0;38.0;43.0;60.0;40.0;32.0;39.0;37.0;44.0;39.0;38.0;37.0;39.0;37.0;-1.0;-1.0;-1.0;-1.0;38.32;1;1;1;1;0;0
10/02/2010;46.0;44.0;48.0;67.0;48.0;36.0;41.0;44.0;46.0;48.0;44.0;45.0;45.0;40.0;-1.0;-1.0;-1.0;-1.0;43.69;1;1;1;1;1;0
11/02/2010;67.0;64.0;77.0;87.0;70.0;55.0;55.0;64.0;67.0;68.0;67.0;66.0;68.0;64.0;-1.0;-1.0;-1.0;-1.0;64.67;1;1;1;1;1;1
12/02/2010;44.0;36.0;45.0;63.0;44.0;39.0;35.0;38.0;41.0;41.0;41.0;-1.0;41.0;35.0;-1.0;-1.0;-1.0;-1.0;38.51;1;1;1;1;0;0
13/02/2010;46.0;41.0;48.0;66.0;48.0;34.0;40.0;44.0;49.0;47.0;47.0;49.0;47.0;42.0;-1.0;-1.0;-1.0;-1.0;43.55;1;1;1;1;1;0
14/02/2010;46.0;43.0;47.0;62.0;47.0;38.0;41.0;43.0;44.0;46.0;45.0;45.0;44.0;40.0;-1.0;-1.0;-1.0;-1.0;43.15;1;1;1;1;1;0
15/02/2010;47.0;46.0;55.0;78.0;55.0;41.0;45.0;46.0;54.0;52.0;53.0;50.0;50.0;44.0;-1.0;-1.0;-1.0;-1.0;46.4;1;1;1;1;1;0
16/02/2010;93.0;92.0;98.0;-1.0;86.0;107.0;83.0;83.0;96.0;90.0;105.0;84.0;90.0;92.0;-1.0;-1.0;-1.0;-1.0;89.6;1;1;1;1;1;1
17/02/2010;77.0;94.0;73.0;-1.0;68.0;74.0;66.0;68.0;69.0;66.0;77.0;67.0;70.0;79.0;-1.0;-1.0;-1.0;-1.0;77.76;1;1;1;1;1;1
18/02/2010;29.0;42.0;27.0;-1.0;25.0;39.0;26.0;32.0;27.0;32.0;39.0;26.0;35.0;56.0;-1.0;-1.0;-1.0;-1.0;38.21;1;1;1;1;0;0
19/02/2010;29.0;29.0;30.0;-1.0;31.0;15.0;27.0;27.0;29.0;27.0;30.0;25.0;26.0;22.0;-1.0;-1.0;-1.0;-1.0;26.81;1;1;1;0;0;0
20/02/2010;30.0;32.0;33.0;41.0;31.0;30.0;28.0;32.0;32.0;32.0;42.0;29.0;31.0;27.0;-1.0;-1.0;-1.0;-1.0;30.27;1;1;1;0;0;0
21/02/2010;23.0;25.0;20.0;25.0;20.0;23.0;19.0;24.0;20.0;23.0;26.0;18.0;22.0;17.0;-1.0;-1.0;-1.0;-1.0;21.99;0;1;1;0;0;0
22/02/2010;11.0;22.0;11.0;16.0;10.0;10.0;13.0;13.0;13.0;15.0;16.0;11.0;15.0;16.0;-1.0;-1.0;-1.0;-1.0;15.19;0;0;0;0;0;0
23/02/2010;21.0;29.0;18.0;32.0;18.0;16.0;18.0;21.0;19.0;23.0;26.0;17.0;21.0;32.0;-1.0;-1.0;-1.0;-1.0;24.8;0;1;1;0;0;0
24/02/2010;21.0;26.0;19.0;37.0;17.0;29.0;18.0;23.0;20.0;23.0;26.0;17.0;22.0;25.0;-1.0;-1.0;-1.0;-1.0;23.2;0;1;1;0;0;0
25/02/2010;19.0;54.0;17.0;23.0;15.0;28.0;15.0;19.0;18.0;20.0;21.0;17.0;20.0;27.0;-1.0;-1.0;-1.0;-1.0;27.8;1;1;1;0;0;0
26/02/2010;14.0;27.0;18.0;20.0;18.0;21.0;18.0;19.0;21.0;19.0;22.0;17.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;18.86;0;1;0;0;0;0
27/02/2010;28.0;28.0;23.0;33.0;20.0;50.0;22.0;22.0;19.0;23.0;28.0;19.0;23.0;20.0;-1.0;-1.0;-1.0;-1.0;24.2;0;1;1;0;0;0
28/02/2010;15.0;22.0;17.0;13.0;16.0;13.0;17.0;16.0;17.0;16.0;18.0;16.0;17.0;31.0;-1.0;-1.0;-1.0;-1.0;20.32;0;1;0;0;0;0
01/03/2010;31.0;30.0;32.0;48.0;30.0;27.0;24.0;32.0;34.0;30.0;42.0;26.0;35.0;24.0;-1.0;-1.0;-1.0;-1.0;29.43;1;1;1;0;0;0
02/03/2010;28.0;37.0;30.0;44.0;24.0;-1.0;25.0;25.0;26.0;25.0;30.0;22.0;28.0;26.0;-1.0;-1.0;-1.0;-1.0;28.67;1;1;1;0;0;0
03/03/2010;41.0;35.0;42.0;51.0;37.0;-1.0;38.0;33.0;38.0;37.0;39.0;34.0;37.0;28.0;-1.0;-1.0;-1.0;-1.0;34.86;1;1;1;1;0;0
04/03/2010;41.0;38.0;43.0;47.0;50.0;30.0;40.0;41.0;41.0;39.0;47.0;38.0;41.0;29.0;-1.0;-1.0;-1.0;-1.0;37.96;1;1;1;1;0;0
05/03/2010;26.0;27.0;31.0;37.0;38.0;17.0;22.0;24.0;26.0;26.0;26.0;25.0;26.0;19.0;-1.0;-1.0;-1.0;-1.0;24.35;0;1;1;0;0;0
06/03/2010;35.0;38.0;38.0;40.0;36.0;25.0;32.0;36.0;35.0;37.0;41.0;34.0;35.0;26.0;-1.0;-1.0;-1.0;-1.0;33.84;1;1;1;1;0;0
07/03/2010;34.0;32.0;39.0;47.0;38.0;22.0;34.0;35.0;36.0;34.0;35.0;34.0;35.0;26.0;-1.0;-1.0;-1.0;-1.0;32.34;1;1;1;1;0;0
08/03/2010;34.0;35.0;39.0;49.0;40.0;22.0;30.0;33.0;34.0;33.0;33.0;33.0;35.0;25.0;-1.0;-1.0;-1.0;-1.0;32.12;1;1;1;1;0;0
09/03/2010;35.0;38.0;41.0;61.0;52.0;20.0;30.0;34.0;35.0;37.0;33.0;33.0;35.0;26.0;-1.0;-1.0;-1.0;-1.0;33.66;1;1;1;1;0;0
10/03/2010;42.0;40.0;45.0;49.0;50.0;28.0;37.0;41.0;44.0;43.0;44.0;42.0;42.0;33.0;-1.0;-1.0;-1.0;-1.0;39.36;1;1;1;1;0;0
11/03/2010;55.0;51.0;57.0;71.0;62.0;39.0;49.0;52.0;56.0;55.0;55.0;53.0;55.0;45.0;-1.0;-1.0;-1.0;-1.0;51.26;1;1;1;1;1;1
12/03/2010;67.0;70.0;73.0;87.0;77.0;48.0;63.0;68.0;70.0;70.0;68.0;65.0;73.0;62.0;-1.0;-1.0;-1.0;-1.0;67.22;1;1;1;1;1;1
13/03/2010;61.0;63.0;68.0;65.0;68.0;55.0;58.0;65.0;67.0;61.0;66.0;65.0;63.0;50.0;-1.0;-1.0;-1.0;-1.0;60.1;1;1;1;1;1;1
14/03/2010;32.0;31.0;34.0;30.0;35.0;21.0;30.0;32.0;32.0;33.0;32.0;31.0;33.0;24.0;-1.0;-1.0;-1.0;-1.0;30.1;1;1;1;0;0;0
15/03/2010;35.0;39.0;38.0;47.0;46.0;22.0;31.0;33.0;33.0;34.0;35.0;33.0;35.0;26.0;-1.0;-1.0;-1.0;-1.0;33.52;1;1;1;1;0;0
16/03/2010;39.0;42.0;48.0;57.0;49.0;32.0;36.0;38.0;39.0;40.0;47.0;38.0;43.0;35.0;-1.0;-1.0;-1.0;-1.0;38.96;1;1;1;1;0;0
17/03/2010;34.0;42.0;39.0;74.0;41.0;45.0;31.0;40.0;39.0;-1.0;45.0;36.0;37.0;62.0;-1.0;-1.0;-1.0;-1.0;43.25;1;1;1;1;1;0
18/03/2010;18.0;35.0;25.0;55.0;34.0;41.0;18.0;27.0;26.0;-1.0;28.0;26.0;32.0;74.0;-1.0;-1.0;-1.0;-1.0;36.69;1;1;1;1;0;0
19/03/2010;24.0;28.0;28.0;42.0;30.0;28.0;20.0;28.0;27.0;27.0;29.0;27.0;28.0;39.0;-1.0;-1.0;-1.0;-1.0;29.08;1;1;1;0;0;0
20/03/2010;26.0;27.0;27.0;31.0;26.0;21.0;21.0;29.0;31.0;29.0;30.0;31.0;26.0;32.0;-1.0;-1.0;-1.0;-1.0;27.87;1;1;1;0;0;0
21/03/2010;31.0;28.0;31.0;39.0;30.0;28.0;25.0;29.0;31.0;31.0;31.0;32.0;29.0;38.0;-1.0;-1.0;-1.0;-1.0;30.96;1;1;1;1;0;0
22/03/2010;21.0;21.0;25.0;42.0;27.0;13.0;18.0;26.0;25.0;23.0;44.0;21.0;23.0;25.0;-1.0;-1.0;-1.0;-1.0;23.1;0;1;1;0;0;0
23/03/2010;34.0;34.0;39.0;64.0;40.0;38.0;30.0;40.0;37.0;39.0;47.0;32.0;42.0;44.0;-1.0;-1.0;-1.0;-1.0;37.93;1;1;1;1;0;0
24/03/2010;30.0;37.0;32.0;42.0;33.0;34.0;27.0;31.0;32.0;34.0;35.0;32.0;34.0;45.0;-1.0;-1.0;-1.0;-1.0;35.05;1;1;1;1;0;0
25/03/2010;33.0;34.0;38.0;42.0;43.0;38.0;26.0;35.0;45.0;37.0;35.0;37.0;-1.0;40.0;-1.0;-1.0;-1.0;-1.0;35.09;1;1;1;1;0;0
26/03/2010;14.0;16.0;15.0;27.0;15.0;17.0;15.0;15.0;-1.0;18.0;19.0;15.0;15.0;21.0;-1.0;-1.0;-1.0;-1.0;16.34;0;1;0;0;0;0
27/03/2010;16.0;16.0;17.0;17.0;16.0;9.0;15.0;15.0;-1.0;16.0;17.0;15.0;15.0;28.0;-1.0;-1.0;-1.0;-1.0;18.21;0;1;0;0;0;0
28/03/2010;17.0;19.0;18.0;26.0;18.0;15.0;15.0;17.0;-1.0;20.0;23.0;15.0;17.0;22.0;-1.0;-1.0;-1.0;-1.0;18.44;0;1;0;0;0;0
29/03/2010;20.0;25.0;23.0;30.0;21.0;24.0;19.0;23.0;-1.0;23.0;25.0;20.0;21.0;56.0;-1.0;-1.0;-1.0;-1.0;29.38;1;1;1;0;0;0
30/03/2010;13.0;16.0;-1.0;16.0;13.0;12.0;-1.0;14.0;15.0;16.0;17.0;13.0;15.0;23.0;-1.0;-1.0;-1.0;-1.0;16.33;0;1;0;0;0;0
31/03/2010;13.0;15.0;12.0;20.0;12.0;18.0;12.0;14.0;14.0;17.0;18.0;13.0;14.0;39.0;-1.0;-1.0;-1.0;-1.0;19.13;0;1;0;0;0;0
01/04/2010;17.0;18.0;17.0;31.0;19.0;12.0;18.0;17.0;20.0;19.0;20.0;16.0;16.0;21.0;-1.0;-1.0;-1.0;-1.0;18.17;0;1;0;0;0;0
02/04/2010;24.0;29.0;23.0;30.0;21.0;30.0;23.0;26.0;25.0;26.0;29.0;22.0;22.0;29.0;-1.0;-1.0;-1.0;-1.0;26.33;1;1;1;0;0;0
03/04/2010;18.0;20.0;18.0;13.0;20.0;18.0;18.0;20.0;20.0;21.0;19.0;19.0;18.0;19.0;-1.0;-1.0;-1.0;-1.0;19.07;0;1;0;0;0;0
04/04/2010;13.0;13.0;12.0;9.0;12.0;3.0;14.0;12.0;13.0;13.0;12.0;12.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;12.17;0;0;0;0;0;0
05/04/2010;17.0;18.0;16.0;17.0;16.0;5.0;16.0;16.0;19.0;18.0;17.0;16.0;15.0;13.0;-1.0;-1.0;-1.0;-1.0;15.96;0;1;0;0;0;0
06/04/2010;23.0;28.0;23.0;-1.0;24.0;26.0;22.0;29.0;28.0;28.0;31.0;25.0;21.0;43.0;-1.0;-1.0;-1.0;-1.0;29.43;1;1;1;0;0;0
07/04/2010;23.0;29.0;21.0;44.0;22.0;24.0;20.0;24.0;23.0;25.0;28.0;21.0;22.0;41.0;-1.0;-1.0;-1.0;-1.0;28.1;1;1;1;0;0;0
08/04/2010;23.0;22.0;23.0;29.0;25.0;15.0;22.0;24.0;24.0;25.0;23.0;22.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.93;0;1;1;0;0;0
09/04/2010;51.0;48.0;51.0;60.0;54.0;34.0;48.0;49.0;52.0;51.0;49.0;49.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.16;1;1;1;1;1;0
10/04/2010;41.0;39.0;42.0;44.0;41.0;25.0;39.0;38.0;41.0;41.0;37.0;39.0;37.0;32.0;-1.0;-1.0;-1.0;-1.0;37.71;1;1;1;1;0;0
11/04/2010;27.0;26.0;30.0;23.0;30.0;13.0;26.0;26.0;29.0;27.0;25.0;28.0;26.0;20.0;-1.0;-1.0;-1.0;-1.0;25.04;0;1;1;0;0;0
12/04/2010;23.0;23.0;23.0;29.0;30.0;11.0;26.0;25.0;27.0;24.0;24.0;25.0;23.0;20.0;-1.0;-1.0;-1.0;-1.0;23.12;0;1;1;0;0;0
13/04/2010;33.0;32.0;30.0;42.0;39.0;18.0;33.0;34.0;35.0;34.0;34.0;33.0;32.0;25.0;-1.0;-1.0;-1.0;-1.0;31.38;1;1;1;1;0;0
14/04/2010;35.0;33.0;34.0;39.0;41.0;19.0;34.0;-1.0;37.0;35.0;36.0;37.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.05;1;1;1;1;0;0
15/04/2010;38.0;40.0;41.0;48.0;50.0;25.0;36.0;44.0;42.0;41.0;40.0;41.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.33;1;1;1;1;0;0
16/04/2010;38.0;40.0;38.0;51.0;45.0;23.0;36.0;42.0;41.0;40.0;39.0;41.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.69;1;1;1;1;0;0
17/04/2010;39.0;41.0;39.0;46.0;42.0;27.0;38.0;45.0;43.0;42.0;48.0;41.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.2;1;1;1;1;0;0
18/04/2010;37.0;42.0;33.0;36.0;49.0;31.0;34.0;44.0;36.0;38.0;44.0;37.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.07;1;1;1;1;0;0
19/04/2010;36.0;52.0;34.0;46.0;37.0;28.0;36.0;42.0;40.0;37.0;48.0;36.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.95;1;1;1;1;0;0
20/04/2010;42.0;45.0;43.0;55.0;53.0;36.0;42.0;50.0;50.0;47.0;60.0;45.0;44.0;50.0;-1.0;-1.0;-1.0;-1.0;46.42;1;1;1;1;1;0
21/04/2010;41.0;43.0;42.0;58.0;47.0;36.0;41.0;43.0;48.0;44.0;51.0;44.0;42.0;51.0;-1.0;-1.0;-1.0;-1.0;44.23;1;1;1;1;1;0
22/04/2010;42.0;38.0;40.0;60.0;44.0;29.0;42.0;39.0;40.0;43.0;43.0;40.0;39.0;45.0;-1.0;-1.0;-1.0;-1.0;41.08;1;1;1;1;0;0
23/04/2010;45.0;44.0;46.0;59.0;51.0;29.0;43.0;45.0;45.0;47.0;48.0;45.0;44.0;44.0;-1.0;-1.0;-1.0;-1.0;44.58;1;1;1;1;1;0
24/04/2010;39.0;39.0;39.0;47.0;44.0;29.0;36.0;45.0;42.0;42.0;50.0;42.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.64;1;1;1;1;0;0
25/04/2010;34.0;33.0;32.0;39.0;37.0;31.0;33.0;37.0;36.0;39.0;41.0;36.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.57;1;1;1;1;0;0
26/04/2010;22.0;24.0;25.0;34.0;34.0;14.0;21.0;24.0;25.0;26.0;25.0;24.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.36;0;1;1;0;0;0
27/04/2010;29.0;26.0;33.0;37.0;47.0;13.0;25.0;28.0;28.0;-1.0;30.0;30.0;26.0;22.0;-1.0;-1.0;-1.0;-1.0;26.59;1;1;1;0;0;0
28/04/2010;38.0;39.0;39.0;54.0;48.0;30.0;38.0;39.0;35.0;-1.0;46.0;37.0;38.0;54.0;-1.0;-1.0;-1.0;-1.0;42.04;1;1;1;1;0;0
29/04/2010;37.0;43.0;52.0;57.0;66.0;54.0;44.0;53.0;42.0;49.0;-1.0;46.0;44.0;71.0;-1.0;-1.0;-1.0;-1.0;50.37;1;1;1;1;1;1
30/04/2010;35.0;34.0;39.0;50.0;40.0;33.0;37.0;35.0;37.0;36.0;-1.0;37.0;34.0;31.0;-1.0;-1.0;-1.0;-1.0;34.21;1;1;1;1;0;0
01/05/2010;30.0;23.0;31.0;28.0;30.0;16.0;31.0;27.0;28.0;29.0;34.0;29.0;24.0;18.0;-1.0;-1.0;-1.0;-1.0;25.06;0;1;1;0;0;0
02/05/2010;22.0;20.0;23.0;14.0;24.0;10.0;22.0;20.0;20.0;21.0;27.0;20.0;19.0;8.0;-1.0;-1.0;-1.0;-1.0;18.02;0;1;0;0;0;0
03/05/2010;22.0;20.0;24.0;19.0;26.0;8.0;22.0;20.0;20.0;22.0;25.0;19.0;19.0;11.0;-1.0;-1.0;-1.0;-1.0;18.71;0;1;0;0;0;0
04/05/2010;19.0;18.0;22.0;25.0;21.0;13.0;18.0;18.0;18.0;-1.0;20.0;18.0;17.0;21.0;-1.0;-1.0;-1.0;-1.0;18.9;0;1;0;0;0;0
05/05/2010;11.0;12.0;15.0;-1.0;16.0;10.0;12.0;13.0;16.0;-1.0;16.0;13.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;12.1;0;0;0;0;0;0
06/05/2010;13.0;11.0;14.0;23.0;16.0;7.0;13.0;11.0;14.0;13.0;16.0;11.0;11.0;14.0;-1.0;-1.0;-1.0;-1.0;12.35;0;0;0;0;0;0
07/05/2010;32.0;33.0;34.0;-1.0;35.0;35.0;33.0;30.0;30.0;36.0;46.0;26.0;33.0;40.0;-1.0;-1.0;-1.0;-1.0;33.67;1;1;1;1;0;0
08/05/2010;20.0;19.0;20.0;-1.0;19.0;25.0;19.0;19.0;19.0;19.0;24.0;18.0;20.0;27.0;-1.0;-1.0;-1.0;-1.0;20.97;0;1;0;0;0;0
09/05/2010;19.0;16.0;19.0;-1.0;19.0;19.0;18.0;17.0;17.0;19.0;25.0;14.0;17.0;23.0;-1.0;-1.0;-1.0;-1.0;18.6;0;1;0;0;0;0
10/05/2010;18.0;24.0;17.0;-1.0;16.0;19.0;19.0;16.0;18.0;17.0;24.0;15.0;17.0;40.0;-1.0;-1.0;-1.0;-1.0;23.45;0;1;1;0;0;0
11/05/2010;13.0;15.0;17.0;-1.0;16.0;17.0;14.0;16.0;15.0;16.0;22.0;12.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.78;0;0;0;0;0;0
12/05/2010;17.0;17.0;20.0;-1.0;22.0;12.0;18.0;18.0;18.0;20.0;20.0;17.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.49;0;1;0;0;0;0
13/05/2010;13.0;14.0;15.0;-1.0;17.0;10.0;13.0;14.0;14.0;15.0;15.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.57;0;0;0;0;0;0
14/05/2010;18.0;19.0;19.0;-1.0;19.0;11.0;18.0;17.0;17.0;18.0;19.0;17.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.95;0;1;0;0;0;0
15/05/2010;19.0;20.0;22.0;-1.0;22.0;13.0;20.0;19.0;18.0;21.0;21.0;19.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.36;0;1;0;0;0;0
16/05/2010;26.0;25.0;26.0;-1.0;27.0;23.0;24.0;27.0;27.0;25.0;28.0;27.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.71;1;1;1;0;0;0
17/05/2010;18.0;18.0;20.0;-1.0;23.0;14.0;18.0;18.0;19.0;22.0;21.0;17.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.6;0;1;0;0;0;0
18/05/2010;27.0;28.0;34.0;-1.0;-1.0;20.0;27.0;30.0;28.0;31.0;34.0;25.0;-1.0;33.0;-1.0;-1.0;-1.0;-1.0;29.37;1;1;1;0;0;0
19/05/2010;28.0;25.0;29.0;43.0;41.0;23.0;27.0;24.0;24.0;40.0;26.0;24.0;24.0;27.0;-1.0;-1.0;-1.0;-1.0;26.32;1;1;1;0;0;0
20/05/2010;26.0;24.0;29.0;39.0;37.0;17.0;24.0;25.0;24.0;63.0;26.0;24.0;25.0;26.0;-1.0;-1.0;-1.0;-1.0;25.58;1;1;1;0;0;0
21/05/2010;22.0;23.0;23.0;37.0;31.0;15.0;21.0;21.0;21.0;36.0;24.0;21.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;22.27;0;1;1;0;0;0
22/05/2010;20.0;20.0;20.0;30.0;22.0;12.0;21.0;21.0;21.0;21.0;22.0;20.0;20.0;23.0;-1.0;-1.0;-1.0;-1.0;20.99;0;1;0;0;0;0
23/05/2010;24.0;25.0;27.0;33.0;27.0;16.0;24.0;26.0;26.0;25.0;27.0;25.0;26.0;27.0;-1.0;-1.0;-1.0;-1.0;25.51;1;1;1;0;0;0
24/05/2010;23.0;26.0;23.0;33.0;23.0;24.0;22.0;25.0;25.0;25.0;29.0;23.0;24.0;42.0;-1.0;-1.0;-1.0;-1.0;28.12;1;1;1;0;0;0
25/05/2010;19.0;32.0;25.0;46.0;25.0;30.0;18.0;28.0;31.0;25.0;30.0;25.0;27.0;114.0;-1.0;-1.0;-1.0;-1.0;44.37;1;1;1;1;1;0
26/05/2010;18.0;25.0;18.0;32.0;17.0;31.0;17.0;19.0;18.0;20.0;23.0;17.0;19.0;70.0;-1.0;-1.0;-1.0;-1.0;30.68;1;1;1;1;0;0
27/05/2010;20.0;17.0;19.0;35.0;18.0;21.0;19.0;16.0;17.0;17.0;25.0;14.0;19.0;24.0;-1.0;-1.0;-1.0;-1.0;19.26;0;1;0;0;0;0
28/05/2010;22.0;20.0;25.0;34.0;24.0;14.0;22.0;19.0;20.0;22.0;24.0;17.0;21.0;24.0;-1.0;-1.0;-1.0;-1.0;21.41;0;1;0;0;0;0
29/05/2010;18.0;17.0;19.0;25.0;20.0;14.0;17.0;17.0;18.0;-1.0;19.0;17.0;16.0;22.0;-1.0;-1.0;-1.0;-1.0;18.31;0;1;0;0;0;0
30/05/2010;8.0;10.0;11.0;16.0;11.0;11.0;9.0;11.0;9.0;9.0;14.0;9.0;10.0;19.0;-1.0;-1.0;-1.0;-1.0;11.67;0;0;0;0;0;0
31/05/2010;9.0;10.0;12.0;19.0;9.0;6.0;9.0;8.0;8.0;12.0;9.0;8.0;9.0;13.0;-1.0;-1.0;-1.0;-1.0;9.92;0;0;0;0;0;0
01/06/2010;14.0;14.0;16.0;28.0;15.0;10.0;-1.0;11.0;12.0;15.0;14.0;11.0;13.0;16.0;-1.0;-1.0;-1.0;-1.0;13.81;0;0;0;0;0;0
02/06/2010;16.0;14.0;19.0;30.0;20.0;12.0;-1.0;14.0;14.0;21.0;16.0;13.0;15.0;21.0;-1.0;-1.0;-1.0;-1.0;16.33;0;1;0;0;0;0
03/06/2010;19.0;21.0;23.0;30.0;26.0;15.0;28.0;18.0;17.0;25.0;18.0;17.0;-1.0;22.0;-1.0;-1.0;-1.0;-1.0;20.69;0;1;0;0;0;0
04/06/2010;17.0;13.0;18.0;32.0;18.0;15.0;16.0;15.0;16.0;23.0;20.0;15.0;16.0;24.0;-1.0;-1.0;-1.0;-1.0;17.21;0;1;0;0;0;0
