;FR20038;FR20061;FR20029;FR20013;FR20031;FR20019;FR20037;FR20046;FR20045;FR20062;FR20063;FR20048;FR20017;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10;seuil_oms
14/05/2007;20.0;18.0;21.0;33.0;20.0;26.0;17.0;18.0;21.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.72;0;1;0;0;0;0
15/05/2007;11.0;13.0;14.0;33.0;15.0;22.0;13.0;12.0;13.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.35;0;0;0;0;0;0
16/05/2007;15.0;19.0;19.0;42.0;16.0;31.0;16.0;17.0;15.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.11;0;1;0;0;0;0
17/05/2007;9.0;11.0;9.0;24.0;9.0;15.0;8.0;7.0;7.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.03;0;0;0;0;0;0
18/05/2007;9.0;12.0;13.0;28.0;13.0;14.0;12.0;11.0;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.0;0;0;0;0;0;0
19/05/2007;16.0;16.0;20.0;31.0;16.0;23.0;18.0;19.0;17.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.2;0;1;0;0;0;0
20/05/2007;16.0;21.0;19.0;28.0;18.0;26.0;17.0;21.0;19.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.18;0;1;0;0;0;0
21/05/2007;25.0;27.0;25.0;42.0;22.0;39.0;25.0;30.0;23.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.1;1;1;1;0;0;0
22/05/2007;31.0;35.0;41.0;55.0;36.0;46.0;35.0;33.0;33.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.51;1;1;1;1;0;0
23/05/2007;23.0;26.0;31.0;54.0;27.0;32.0;30.0;25.0;26.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.46;1;1;1;0;0;0
24/05/2007;30.0;27.0;33.0;56.0;28.0;45.0;32.0;31.0;31.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.77;1;1;1;0;0;0
25/05/2007;64.0;64.0;83.0;99.0;74.0;104.0;76.0;98.0;75.0;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;75.62;1;1;1;1;1;1
26/05/2007;39.0;41.0;50.0;72.0;51.0;71.0;45.0;52.0;48.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.55;1;1;1;1;1;0
27/05/2007;8.0;11.0;12.0;27.0;13.0;18.0;9.0;8.0;9.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.26;0;0;0;0;0;0
28/05/2007;6.0;8.0;8.0;19.0;7.0;12.0;6.0;5.0;7.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.44;0;0;0;0;0;0
29/05/2007;11.0;14.0;19.0;30.0;17.0;13.0;12.0;10.0;11.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.03;0;0;0;0;0;0
30/05/2007;18.0;20.0;23.0;47.0;22.0;34.0;19.0;20.0;18.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.62;0;1;0;0;0;0
31/05/2007;18.0;19.0;22.0;46.0;21.0;34.0;18.0;18.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.61;0;1;0;0;0;0
01/06/2007;15.0;15.0;19.0;40.0;18.0;22.0;16.0;12.0;15.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.51;0;0;0;0;0;0
02/06/2007;16.0;18.0;23.0;30.0;19.0;22.0;17.0;18.0;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.5;0;1;0;0;0;0
03/06/2007;23.0;23.0;25.0;40.0;23.0;26.0;21.0;22.0;20.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.68;0;1;1;0;0;0
04/06/2007;24.0;25.0;30.0;57.0;29.0;36.0;24.0;25.0;23.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.01;0;1;1;0;0;0
05/06/2007;23.0;24.0;28.0;53.0;25.0;31.0;21.0;22.0;22.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.15;0;1;1;0;0;0
06/06/2007;25.0;29.0;32.0;64.0;28.0;38.0;26.0;26.0;25.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.97;1;1;1;0;0;0
07/06/2007;28.0;29.0;35.0;64.0;31.0;43.0;22.0;26.0;28.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.63;1;1;1;0;0;0
08/06/2007;32.0;34.0;37.0;73.0;32.0;47.0;27.0;27.0;26.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.06;1;1;1;1;0;0
09/06/2007;27.0;31.0;33.0;58.0;29.0;43.0;31.0;31.0;30.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.02;1;1;1;0;0;0
10/06/2007;22.0;27.0;25.0;39.0;23.0;35.0;21.0;23.0;22.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.86;0;1;1;0;0;0
11/06/2007;18.0;18.0;24.0;45.0;20.0;27.0;22.0;18.0;20.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.67;0;1;0;0;0;0
12/06/2007;17.0;20.0;23.0;29.0;20.0;19.0;20.0;20.0;23.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.24;0;1;0;0;0;0
13/06/2007;24.0;26.0;29.0;38.0;24.0;27.0;27.0;26.0;24.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.58;1;1;1;0;0;0
14/06/2007;24.0;29.0;32.0;35.0;27.0;30.0;29.0;34.0;28.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.05;1;1;1;0;0;0
15/06/2007;11.0;14.0;14.0;24.0;12.0;18.0;9.0;10.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.58;0;0;0;0;0;0
16/06/2007;14.0;17.0;17.0;18.0;14.0;17.0;15.0;16.0;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.63;0;0;0;0;0;0
17/06/2007;15.0;17.0;19.0;17.0;17.0;15.0;15.0;17.0;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.28;0;1;0;0;0;0
18/06/2007;18.0;19.0;23.0;31.0;19.0;26.0;17.0;22.0;17.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.56;0;1;0;0;0;0
19/06/2007;22.0;24.0;25.0;47.0;27.0;28.0;24.0;24.0;21.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.66;0;1;1;0;0;0
20/06/2007;22.0;20.0;24.0;58.0;23.0;17.0;22.0;21.0;22.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.44;0;1;0;0;0;0
21/06/2007;-1.0;11.0;15.0;-1.0;14.0;10.0;12.0;8.0;11.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.05;0;0;0;0;0;0
22/06/2007;9.0;10.0;15.0;23.0;12.0;14.0;11.0;10.0;13.0;12.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.01;0;0;0;0;0;0
23/06/2007;10.0;9.0;13.0;18.0;14.0;14.0;10.0;11.0;11.0;12.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.2;0;0;0;0;0;0
24/06/2007;15.0;17.0;18.0;25.0;20.0;18.0;15.0;19.0;16.0;21.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.99;0;1;0;0;0;0
25/06/2007;17.0;19.0;21.0;31.0;20.0;23.0;18.0;17.0;19.0;20.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.91;0;1;0;0;0;0
26/06/2007;11.0;12.0;16.0;24.0;13.0;14.0;11.0;12.0;14.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.81;0;0;0;0;0;0
27/06/2007;11.0;11.0;17.0;25.0;15.0;9.0;13.0;12.0;15.0;13.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.74;0;0;0;0;0;0
28/06/2007;15.0;15.0;30.0;32.0;19.0;18.0;18.0;18.0;17.0;18.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.53;0;1;0;0;0;0
29/06/2007;17.0;18.0;60.0;42.0;23.0;24.0;22.0;22.0;26.0;24.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.02;0;1;0;0;0;0
30/06/2007;17.0;16.0;21.0;33.0;18.0;19.0;20.0;21.0;17.0;19.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.33;0;1;0;0;0;0
01/07/2007;25.0;27.0;29.0;39.0;28.0;-1.0;25.0;26.0;24.0;29.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.11;1;1;1;0;0;0
02/07/2007;13.0;12.0;16.0;27.0;14.0;-1.0;16.0;14.0;15.0;15.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.44;0;0;0;0;0;0
03/07/2007;16.0;21.0;22.0;35.0;19.0;-1.0;19.0;22.0;19.0;23.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.77;0;1;0;0;0;0
04/07/2007;11.0;9.0;15.0;24.0;12.0;17.0;11.0;9.0;12.0;11.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.02;0;0;0;0;0;0
05/07/2007;13.0;15.0;19.0;32.0;16.0;17.0;14.0;13.0;14.0;15.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.95;0;0;0;0;0;0
06/07/2007;19.0;-1.0;22.0;41.0;19.0;26.0;18.0;19.0;17.0;22.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.19;0;1;0;0;0;0
07/07/2007;15.0;15.0;20.0;28.0;15.0;16.0;15.0;15.0;13.0;15.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.15;0;0;0;0;0;0
08/07/2007;18.0;19.0;22.0;31.0;20.0;20.0;17.0;19.0;17.0;20.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.7;0;1;0;0;0;0
09/07/2007;10.0;12.0;14.0;25.0;14.0;14.0;12.0;10.0;11.0;12.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.01;0;0;0;0;0;0
10/07/2007;10.0;13.0;14.0;25.0;11.0;20.0;9.0;11.0;10.0;13.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.28;0;0;0;0;0;0
11/07/2007;14.0;15.0;17.0;24.0;16.0;23.0;15.0;16.0;15.0;16.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.12;0;0;0;0;0;0
12/07/2007;16.0;16.0;23.0;32.0;19.0;15.0;17.0;17.0;15.0;17.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.64;0;1;0;0;0;0
13/07/2007;20.0;24.0;26.0;33.0;23.0;35.0;22.0;39.0;22.0;25.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.1;1;1;1;0;0;0
14/07/2007;14.0;18.0;17.0;20.0;21.0;17.0;16.0;22.0;14.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.88;0;1;0;0;0;0
15/07/2007;14.0;19.0;22.0;20.0;17.0;14.0;16.0;23.0;18.0;18.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.45;0;1;0;0;0;0
16/07/2007;20.0;26.0;24.0;26.0;24.0;23.0;26.0;31.0;23.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.63;1;1;1;0;0;0
17/07/2007;23.0;20.0;27.0;40.0;21.0;18.0;24.0;20.0;21.0;23.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.47;0;1;0;0;0;0
18/07/2007;21.0;20.0;24.0;39.0;21.0;19.0;24.0;21.0;21.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.14;0;1;0;0;0;0
19/07/2007;24.0;21.0;33.0;44.0;25.0;23.0;26.0;24.0;25.0;28.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.6;0;1;1;0;0;0
20/07/2007;20.0;17.0;24.0;39.0;22.0;23.0;22.0;22.0;22.0;22.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.13;0;1;0;0;0;0
21/07/2007;14.0;15.0;16.0;27.0;14.0;14.0;16.0;14.0;14.0;17.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.6;0;0;0;0;0;0
22/07/2007;15.0;15.0;15.0;23.0;14.0;16.0;17.0;17.0;15.0;17.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.8;0;1;0;0;0;0
23/07/2007;16.0;24.0;22.0;32.0;20.0;24.0;21.0;24.0;21.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.39;0;1;0;0;0;0
24/07/2007;10.0;12.0;13.0;21.0;12.0;-1.0;13.0;12.0;13.0;13.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.6;0;0;0;0;0;0
25/07/2007;13.0;16.0;19.0;34.0;16.0;-1.0;17.0;17.0;17.0;18.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.69;0;0;0;0;0;0
26/07/2007;20.0;26.0;25.0;51.0;27.0;34.0;23.0;28.0;22.0;28.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.8;0;1;1;0;0;0
27/07/2007;21.0;20.0;26.0;45.0;22.0;23.0;26.0;20.0;19.0;23.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.11;0;1;0;0;0;0
28/07/2007;19.0;21.0;24.0;39.0;22.0;20.0;21.0;20.0;17.0;21.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.32;0;1;0;0;0;0
29/07/2007;12.0;13.0;14.0;24.0;12.0;15.0;13.0;15.0;13.0;14.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.37;0;0;0;0;0;0
30/07/2007;9.0;11.0;13.0;28.0;11.0;12.0;12.0;10.0;9.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.37;0;0;0;0;0;0
31/07/2007;12.0;15.0;18.0;30.0;14.0;12.0;16.0;13.0;13.0;16.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.76;0;0;0;0;0;0
01/08/2007;24.0;28.0;26.0;41.0;27.0;32.0;26.0;42.0;23.0;30.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.78;1;1;1;1;0;0
02/08/2007;20.0;20.0;24.0;47.0;24.0;28.0;24.0;24.0;23.0;23.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.86;0;1;1;0;0;0
03/08/2007;15.0;17.0;19.0;34.0;17.0;17.0;18.0;17.0;16.0;19.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.67;0;1;0;0;0;0
04/08/2007;19.0;21.0;21.0;33.0;20.0;22.0;20.0;20.0;19.0;22.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.13;0;1;0;0;0;0
05/08/2007;20.0;26.0;21.0;36.0;21.0;29.0;22.0;23.0;19.0;24.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.95;0;1;1;0;0;0
06/08/2007;26.0;29.0;29.0;48.0;27.0;31.0;25.0;29.0;27.0;28.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.89;1;1;1;0;0;0
07/08/2007;8.0;10.0;11.0;23.0;8.0;12.0;11.0;10.0;10.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.59;0;0;0;0;0;0
08/08/2007;10.0;11.0;15.0;22.0;9.0;14.0;15.0;12.0;12.0;13.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.44;0;0;0;0;0;0
09/08/2007;14.0;13.0;16.0;22.0;11.0;14.0;17.0;14.0;13.0;15.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.99;0;0;0;0;0;0
10/08/2007;9.0;11.0;12.0;20.0;9.0;10.0;9.0;9.0;9.0;12.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.72;0;0;0;0;0;0
11/08/2007;16.0;20.0;21.0;30.0;16.0;18.0;18.0;17.0;15.0;20.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.8;0;1;0;0;0;0
12/08/2007;19.0;22.0;25.0;34.0;19.0;28.0;22.0;22.0;20.0;24.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.21;0;1;0;0;0;0
13/08/2007;20.0;21.0;27.0;35.0;19.0;28.0;25.0;24.0;21.0;24.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.08;0;1;1;0;0;0
14/08/2007;21.0;28.0;26.0;39.0;19.0;33.0;25.0;23.0;21.0;27.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.15;0;1;1;0;0;0
15/08/2007;23.0;28.0;29.0;31.0;22.0;30.0;28.0;28.0;25.0;29.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.47;1;1;1;0;0;0
16/08/2007;11.0;9.0;-1.0;22.0;10.0;17.0;15.0;12.0;14.0;12.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.14;0;0;0;0;0;0
17/08/2007;11.0;12.0;-1.0;18.0;8.0;14.0;14.0;12.0;11.0;13.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.86;0;0;0;0;0;0
18/08/2007;12.0;13.0;17.0;20.0;12.0;14.0;14.0;15.0;13.0;14.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.47;0;0;0;0;0;0
19/08/2007;12.0;12.0;15.0;23.0;12.0;20.0;15.0;17.0;14.0;14.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.84;0;0;0;0;0;0
20/08/2007;10.0;11.0;13.0;23.0;9.0;13.0;12.0;11.0;11.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.87;0;0;0;0;0;0
21/08/2007;11.0;11.0;15.0;22.0;10.0;13.0;12.0;10.0;9.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.9;0;0;0;0;0;0
22/08/2007;12.0;12.0;14.0;24.0;9.0;21.0;12.0;14.0;11.0;14.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.66;0;0;0;0;0;0
23/08/2007;13.0;12.0;16.0;23.0;9.0;16.0;13.0;13.0;12.0;15.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.76;0;0;0;0;0;0
24/08/2007;16.0;16.0;22.0;40.0;14.0;25.0;17.0;19.0;15.0;18.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.18;0;1;0;0;0;0
25/08/2007;20.0;19.0;25.0;35.0;18.0;24.0;26.0;23.0;25.0;21.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.25;0;1;0;0;0;0
26/08/2007;20.0;20.0;25.0;35.0;18.0;24.0;24.0;23.0;23.0;22.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.37;0;1;0;0;0;0
27/08/2007;25.0;24.0;33.0;46.0;23.0;26.0;30.0;26.0;27.0;27.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.66;1;1;1;0;0;0
28/08/2007;37.0;35.0;46.0;59.0;36.0;41.0;44.0;36.0;40.0;41.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.0;1;1;1;1;0;0
29/08/2007;31.0;29.0;37.0;50.0;30.0;43.0;33.0;28.0;34.0;33.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.94;1;1;1;0;0;0
30/08/2007;27.0;28.0;34.0;39.0;23.0;31.0;28.0;25.0;28.0;28.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.89;1;1;1;0;0;0
31/08/2007;21.0;24.0;30.0;32.0;22.0;24.0;19.0;20.0;20.0;25.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.64;0;1;0;0;0;0
01/09/2007;18.0;22.0;22.0;29.0;16.0;21.0;22.0;16.0;16.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.0;0;1;0;0;0;0
02/09/2007;16.0;17.0;20.0;26.0;15.0;19.0;15.0;17.0;17.0;19.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.62;0;1;0;0;0;0
03/09/2007;17.0;16.0;21.0;31.0;17.0;21.0;16.0;17.0;18.0;18.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.79;0;1;0;0;0;0
04/09/2007;15.0;17.0;23.0;31.0;14.0;16.0;13.0;15.0;15.0;17.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.61;0;0;0;0;0;0
05/09/2007;15.0;18.0;24.0;30.0;14.0;16.0;16.0;-1.0;17.0;15.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.62;0;1;0;0;0;0
06/09/2007;17.0;19.0;27.0;32.0;18.0;19.0;18.0;20.0;19.0;18.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.79;0;1;0;0;0;0
07/09/2007;16.0;18.0;28.0;34.0;16.0;19.0;17.0;19.0;19.0;16.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.81;0;1;0;0;0;0
08/09/2007;13.0;15.0;19.0;30.0;13.0;16.0;14.0;15.0;15.0;13.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.45;0;0;0;0;0;0
09/09/2007;14.0;15.0;19.0;25.0;12.0;17.0;14.0;16.0;14.0;13.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.97;0;0;0;0;0;0
10/09/2007;18.0;20.0;23.0;39.0;17.0;23.0;30.0;19.0;19.0;17.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.07;0;1;0;0;0;0
11/09/2007;18.0;19.0;26.0;33.0;16.0;18.0;18.0;20.0;19.0;17.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.03;0;1;0;0;0;0
12/09/2007;19.0;20.0;-1.0;38.0;19.0;22.0;22.0;21.0;21.0;19.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.29;0;1;0;0;0;0
13/09/2007;29.0;31.0;-1.0;57.0;33.0;48.0;34.0;34.0;31.0;31.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.82;1;1;1;1;0;0
14/09/2007;30.0;34.0;39.0;56.0;31.0;49.0;34.0;35.0;31.0;31.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.28;1;1;1;1;0;0
15/09/2007;28.0;30.0;38.0;49.0;31.0;40.0;32.0;34.0;33.0;27.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.01;1;1;1;1;0;0
16/09/2007;27.0;36.0;35.0;42.0;38.0;42.0;31.0;36.0;31.0;29.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.0;1;1;1;1;0;0
17/09/2007;32.0;33.0;34.0;54.0;31.0;40.0;28.0;35.0;28.0;31.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.98;1;1;1;1;0;0
18/09/2007;13.0;12.0;16.0;32.0;16.0;17.0;13.0;11.0;11.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.39;0;0;0;0;0;0
19/09/2007;16.0;15.0;19.0;33.0;16.0;16.0;17.0;13.0;13.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.09;0;0;0;0;0;0
20/09/2007;23.0;22.0;29.0;48.0;27.0;37.0;25.0;25.0;21.0;26.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.82;0;1;1;0;0;0
21/09/2007;26.0;32.0;33.0;51.0;28.0;46.0;29.0;34.0;28.0;35.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.68;1;1;1;1;0;0
22/09/2007;24.0;28.0;28.0;42.0;26.0;32.0;25.0;25.0;22.0;28.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.78;1;1;1;0;0;0
23/09/2007;24.0;25.0;29.0;42.0;29.0;34.0;24.0;26.0;24.0;30.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.2;1;1;1;0;0;0
24/09/2007;25.0;27.0;29.0;50.0;29.0;44.0;27.0;25.0;25.0;30.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.11;1;1;1;0;0;0
25/09/2007;14.0;15.0;20.0;30.0;19.0;21.0;15.0;15.0;16.0;18.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.98;0;0;0;0;0;0
