;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur;moyenne;q1;mediane;q3;d10
05/09/2014;69.0;94.0;-1.0;58.0;-1.0;68.0;-1.0;66.0;84.0;59.0;-1.0;47.0;66.0;-1.0;75.12;1;1;1;1;0
06/09/2014;61.0;94.0;-1.0;60.0;-1.0;70.0;-1.0;72.0;70.0;62.0;-1.0;53.0;68.0;-1.0;74.71;1;1;1;1;0
07/09/2014;66.0;94.0;-1.0;69.0;-1.0;63.0;-1.0;76.0;71.0;71.0;-1.0;60.0;82.0;-1.0;78.74;1;1;1;1;0
08/09/2014;47.0;91.0;-1.0;39.0;-1.0;42.0;-1.0;47.0;55.0;44.0;-1.0;48.0;49.0;-1.0;60.23;1;1;1;0;0
09/09/2014;30.0;72.0;-1.0;30.0;-1.0;25.0;-1.0;35.0;40.0;27.0;-1.0;38.0;42.0;-1.0;45.08;0;1;0;0;0
10/09/2014;48.0;75.0;-1.0;49.0;-1.0;50.0;-1.0;60.0;51.0;49.0;-1.0;48.0;63.0;-1.0;60.93;1;1;1;0;0
11/09/2014;60.0;82.0;-1.0;62.0;-1.0;66.0;-1.0;67.0;59.0;59.0;-1.0;56.0;69.0;-1.0;69.41;1;1;1;1;0
12/09/2014;62.0;83.0;-1.0;58.0;-1.0;67.0;-1.0;69.0;61.0;60.0;-1.0;58.0;69.0;-1.0;70.89;1;1;1;1;0
13/09/2014;61.0;71.0;-1.0;57.0;-1.0;58.0;-1.0;64.0;62.0;60.0;-1.0;54.0;67.0;-1.0;65.33;1;1;1;0;0
14/09/2014;46.0;67.0;-1.0;47.0;-1.0;47.0;-1.0;54.0;51.0;45.0;-1.0;49.0;56.0;-1.0;55.53;1;1;1;0;0
15/09/2014;51.0;78.0;-1.0;34.0;-1.0;42.0;-1.0;30.0;55.0;43.0;-1.0;35.0;42.0;-1.0;51.79;0;1;1;0;0
16/09/2014;70.0;-1.0;-1.0;48.0;-1.0;60.0;-1.0;50.0;73.0;60.0;-1.0;33.0;59.0;-1.0;59.67;1;1;1;0;0
17/09/2014;85.0;-1.0;-1.0;64.0;-1.0;83.0;-1.0;77.0;82.0;79.0;-1.0;57.0;75.0;-1.0;79.95;1;1;1;1;0
18/09/2014;73.0;-1.0;-1.0;49.0;-1.0;70.0;-1.0;61.0;64.0;64.0;-1.0;45.0;54.0;-1.0;65.06;1;1;1;0;0
19/09/2014;38.0;-1.0;-1.0;25.0;-1.0;48.0;-1.0;35.0;39.0;30.0;-1.0;28.0;28.0;-1.0;35.25;0;1;0;0;0
20/09/2014;54.0;59.0;-1.0;40.0;-1.0;46.0;-1.0;50.0;53.0;44.0;-1.0;34.0;40.0;-1.0;52.85;1;1;1;0;0
21/09/2014;53.0;73.0;-1.0;47.0;-1.0;47.0;-1.0;56.0;48.0;42.0;-1.0;47.0;46.0;-1.0;59.1;1;1;1;0;0
22/09/2014;64.0;84.0;-1.0;59.0;-1.0;67.0;-1.0;71.0;65.0;58.0;-1.0;57.0;59.0;-1.0;71.52;1;1;1;1;0
23/09/2014;35.0;71.0;-1.0;32.0;-1.0;37.0;-1.0;45.0;42.0;35.0;-1.0;38.0;38.0;-1.0;48.97;0;1;0;0;0
24/09/2014;9.0;54.0;-1.0;4.0;-1.0;8.0;-1.0;12.0;18.0;5.0;-1.0;-1.0;7.0;-1.0;23.15;0;0;0;0;0
25/09/2014;36.0;70.0;-1.0;35.0;-1.0;31.0;-1.0;47.0;37.0;32.0;-1.0;-1.0;38.0;-1.0;49.6;0;1;0;0;0
26/09/2014;31.0;70.0;-1.0;37.0;-1.0;32.0;-1.0;50.0;39.0;37.0;-1.0;27.0;38.0;-1.0;48.97;0;1;0;0;0
27/09/2014;46.0;84.0;-1.0;24.0;-1.0;43.0;-1.0;41.0;52.0;32.0;-1.0;36.0;30.0;-1.0;54.19;1;1;1;0;0
28/09/2014;67.0;92.0;-1.0;43.0;-1.0;61.0;-1.0;54.0;76.0;46.0;-1.0;42.0;49.0;-1.0;68.66;1;1;1;1;0
29/09/2014;42.0;63.0;-1.0;21.0;-1.0;33.0;-1.0;30.0;46.0;18.0;-1.0;12.0;28.0;-1.0;43.08;0;1;0;0;0
30/09/2014;41.0;59.0;-1.0;28.0;-1.0;37.0;-1.0;35.0;35.0;27.0;-1.0;20.0;31.0;-1.0;43.44;0;1;0;0;0
01/10/2014;36.0;74.0;-1.0;33.0;-1.0;32.0;-1.0;48.0;45.0;40.0;-1.0;31.0;40.0;-1.0;51.25;0;1;0;0;0
02/10/2014;27.0;85.0;-1.0;30.0;-1.0;26.0;-1.0;40.0;31.0;29.0;-1.0;36.0;31.0;-1.0;48.58;0;1;0;0;0
03/10/2014;30.0;72.0;-1.0;17.0;-1.0;28.0;-1.0;39.0;33.0;23.0;-1.0;28.0;26.0;-1.0;44.72;0;1;0;0;0
04/10/2014;40.0;76.0;-1.0;22.0;-1.0;35.0;-1.0;36.0;41.0;26.0;-1.0;29.0;24.0;-1.0;47.91;0;1;0;0;0
05/10/2014;37.0;57.0;-1.0;20.0;-1.0;25.0;-1.0;26.0;36.0;19.0;-1.0;20.0;24.0;-1.0;38.27;0;1;0;0;0
06/10/2014;46.0;56.0;-1.0;31.0;-1.0;38.0;-1.0;43.0;44.0;38.0;-1.0;27.0;34.0;-1.0;46.82;0;1;0;0;0
07/10/2014;58.0;67.0;-1.0;38.0;-1.0;52.0;-1.0;55.0;62.0;52.0;-1.0;38.0;43.0;-1.0;58.25;1;1;1;0;0
08/10/2014;70.0;83.0;-1.0;61.0;-1.0;73.0;-1.0;78.0;64.0;58.0;-1.0;50.0;60.0;-1.0;75.17;1;1;1;1;0
09/10/2014;63.0;69.0;-1.0;52.0;-1.0;61.0;-1.0;63.0;62.0;62.0;-1.0;48.0;50.0;-1.0;63.52;1;1;1;0;0
10/10/2014;30.0;47.0;-1.0;17.0;-1.0;27.0;-1.0;34.0;37.0;26.0;-1.0;22.0;27.0;-1.0;35.87;0;1;0;0;0
11/10/2014;41.0;57.0;-1.0;25.0;-1.0;36.0;-1.0;38.0;38.0;32.0;-1.0;29.0;33.0;-1.0;43.96;0;1;0;0;0
12/10/2014;23.0;53.0;-1.0;12.0;-1.0;19.0;-1.0;20.0;20.0;12.0;-1.0;14.0;13.0;-1.0;30.0;0;0;0;0;0
13/10/2014;-1.0;53.0;-1.0;15.0;-1.0;30.0;-1.0;22.0;37.0;22.0;-1.0;20.0;20.0;-1.0;34.89;0;1;0;0;0
14/10/2014;36.0;52.0;-1.0;7.0;-1.0;22.0;-1.0;9.0;36.0;16.0;-1.0;9.0;13.0;-1.0;30.31;0;0;0;0;0
15/10/2014;43.0;47.0;-1.0;11.0;-1.0;28.0;-1.0;21.0;42.0;29.0;-1.0;7.0;20.0;-1.0;35.2;0;1;0;0;0
16/10/2014;36.0;36.0;-1.0;16.0;-1.0;35.0;-1.0;20.0;42.0;18.0;-1.0;12.0;18.0;-1.0;29.36;0;0;0;0;0
17/10/2014;41.0;63.0;-1.0;29.0;-1.0;38.0;-1.0;36.0;48.0;36.0;-1.0;31.0;30.0;-1.0;44.98;0;1;0;0;0
18/10/2014;40.0;51.0;-1.0;20.0;-1.0;36.0;-1.0;28.0;42.0;29.0;-1.0;13.0;25.0;-1.0;38.11;0;1;0;0;0
19/10/2014;63.0;58.0;-1.0;30.0;-1.0;54.0;-1.0;42.0;58.0;40.0;-1.0;25.0;40.0;-1.0;52.74;1;1;1;0;0
20/10/2014;20.0;42.0;-1.0;8.0;-1.0;13.0;-1.0;19.0;34.0;15.0;-1.0;11.0;14.0;-1.0;25.63;0;0;0;0;0
21/10/2014;36.0;63.0;-1.0;-1.0;-1.0;35.0;-1.0;34.0;40.0;31.0;-1.0;33.0;28.0;-1.0;42.78;0;1;0;0;0
22/10/2014;41.0;66.0;-1.0;-1.0;-1.0;44.0;-1.0;47.0;47.0;41.0;-1.0;42.0;40.0;-1.0;50.24;0;1;0;0;0
23/10/2014;33.0;61.0;-1.0;21.0;-1.0;26.0;-1.0;34.0;32.0;24.0;-1.0;23.0;30.0;-1.0;41.2;0;1;0;0;0
24/10/2014;22.0;41.0;-1.0;16.0;-1.0;15.0;-1.0;20.0;26.0;22.0;-1.0;12.0;22.0;-1.0;26.99;0;0;0;0;0
25/10/2014;19.0;53.0;-1.0;10.0;-1.0;14.0;-1.0;15.0;25.0;18.0;-1.0;11.0;14.0;-1.0;27.42;0;0;0;0;0
26/10/2014;18.0;42.0;-1.0;21.0;-1.0;21.0;-1.0;29.0;23.0;16.0;-1.0;17.0;25.0;-1.0;29.05;0;0;0;0;0
27/10/2014;12.0;39.0;-1.0;7.0;-1.0;11.0;-1.0;11.0;13.0;9.0;-1.0;13.0;10.0;-1.0;19.53;0;0;0;0;0
28/10/2014;26.0;48.0;-1.0;12.0;-1.0;26.0;-1.0;21.0;27.0;18.0;-1.0;17.0;8.0;-1.0;29.34;0;0;0;0;0
29/10/2014;22.0;53.0;-1.0;7.0;-1.0;13.0;-1.0;17.0;28.0;13.0;-1.0;11.0;11.0;-1.0;28.61;0;0;0;0;0
30/10/2014;8.0;49.0;-1.0;2.0;-1.0;4.0;-1.0;8.0;12.0;4.0;-1.0;5.0;6.0;-1.0;19.98;0;0;0;0;0
31/10/2014;6.0;45.0;-1.0;4.0;-1.0;8.0;-1.0;6.0;11.0;2.0;-1.0;4.0;3.0;-1.0;17.33;0;0;0;0;0
01/11/2014;40.0;44.0;-1.0;19.0;-1.0;36.0;-1.0;26.0;40.0;19.0;-1.0;11.0;24.0;-1.0;35.26;0;1;0;0;0
02/11/2014;57.0;49.0;-1.0;31.0;-1.0;39.0;-1.0;43.0;52.0;43.0;-1.0;26.0;34.0;-1.0;48.06;0;1;0;0;0
03/11/2014;58.0;80.0;-1.0;54.0;-1.0;68.0;-1.0;70.0;52.0;56.0;-1.0;57.0;53.0;-1.0;67.64;1;1;1;0;0
04/11/2014;52.0;81.0;-1.0;43.0;-1.0;58.0;-1.0;61.0;54.0;54.0;-1.0;47.0;51.0;-1.0;63.17;1;1;1;0;0
05/11/2014;11.0;55.0;-1.0;10.0;-1.0;14.0;-1.0;16.0;16.0;12.0;-1.0;10.0;16.0;-1.0;26.04;0;0;0;0;0
06/11/2014;16.0;52.0;-1.0;17.0;-1.0;18.0;-1.0;22.0;17.0;8.0;-1.0;11.0;19.0;-1.0;28.72;0;0;0;0;0
07/11/2014;7.0;39.0;-1.0;2.0;-1.0;5.0;-1.0;3.0;6.0;5.0;-1.0;3.0;4.0;-1.0;15.02;0;0;0;0;0
08/11/2014;9.0;54.0;-1.0;1.0;-1.0;7.0;-1.0;3.0;10.0;4.0;-1.0;5.0;3.0;-1.0;20.0;0;0;0;0;0
09/11/2014;7.0;46.0;-1.0;0.0;-1.0;0.0;-1.0;2.0;10.0;2.0;-1.0;2.0;2.0;-1.0;16.74;0;0;0;0;0
10/11/2014;10.0;43.0;-1.0;3.0;-1.0;5.0;-1.0;3.0;8.0;6.0;-1.0;5.0;5.0;-1.0;17.22;0;0;0;0;0
11/11/2014;56.0;57.0;-1.0;37.0;-1.0;49.0;-1.0;50.0;38.0;47.0;-1.0;33.0;38.0;-1.0;52.63;1;1;1;0;0
12/11/2014;18.0;47.0;-1.0;10.0;-1.0;14.0;-1.0;17.0;14.0;12.0;-1.0;5.0;11.0;-1.0;25.58;0;0;0;0;0
13/11/2014;10.0;36.0;-1.0;3.0;-1.0;9.0;-1.0;3.0;9.0;5.0;-1.0;4.0;4.0;-1.0;15.04;0;0;0;0;0
14/11/2014;19.0;46.0;-1.0;12.0;-1.0;38.0;-1.0;17.0;21.0;10.0;-1.0;14.0;11.0;-1.0;25.65;0;0;0;0;0
15/11/2014;30.0;51.0;-1.0;13.0;-1.0;31.0;-1.0;21.0;27.0;20.0;-1.0;18.0;17.0;-1.0;32.22;0;0;0;0;0
16/11/2014;53.0;61.0;-1.0;30.0;-1.0;40.0;-1.0;40.0;44.0;46.0;-1.0;28.0;31.0;-1.0;49.28;0;1;0;0;0
17/11/2014;38.0;51.0;-1.0;18.0;-1.0;33.0;-1.0;25.0;32.0;26.0;-1.0;13.0;22.0;-1.0;36.29;0;1;0;0;0
18/11/2014;14.0;36.0;-1.0;3.0;-1.0;9.0;-1.0;5.0;21.0;4.0;-1.0;3.0;6.0;-1.0;17.03;0;0;0;0;0
19/11/2014;11.0;29.0;-1.0;2.0;-1.0;2.0;-1.0;2.0;12.0;6.0;-1.0;3.0;3.0;-1.0;12.87;0;0;0;0;0
20/11/2014;19.0;20.0;-1.0;5.0;-1.0;7.0;-1.0;6.0;23.0;8.0;-1.0;5.0;5.0;-1.0;14.01;0;0;0;0;0
21/11/2014;39.0;34.0;-1.0;8.0;-1.0;28.0;-1.0;10.0;35.0;14.0;-1.0;3.0;10.0;-1.0;25.85;0;0;0;0;0
22/11/2014;44.0;43.0;-1.0;17.0;-1.0;42.0;-1.0;22.0;38.0;34.0;-1.0;9.0;19.0;-1.0;34.59;0;1;0;0;0
23/11/2014;57.0;51.0;-1.0;32.0;-1.0;62.0;-1.0;40.0;42.0;45.0;-1.0;9.0;35.0;-1.0;47.77;0;1;0;0;0
24/11/2014;15.0;48.0;-1.0;8.0;-1.0;13.0;-1.0;11.0;16.0;9.0;-1.0;3.0;9.0;-1.0;23.0;0;0;0;0;0
25/11/2014;4.0;14.0;-1.0;2.0;-1.0;0.0;-1.0;2.0;4.0;2.0;-1.0;2.0;2.0;-1.0;6.18;0;0;0;0;0
26/11/2014;4.0;14.0;-1.0;2.0;-1.0;4.0;-1.0;1.0;5.0;2.0;-1.0;2.0;2.0;-1.0;5.88;0;0;0;0;0
27/11/2014;20.0;43.0;-1.0;14.0;-1.0;29.0;-1.0;20.0;17.0;15.0;-1.0;14.0;13.0;-1.0;26.15;0;0;0;0;0
28/11/2014;13.0;34.0;-1.0;11.0;-1.0;16.0;-1.0;13.0;12.0;11.0;-1.0;11.0;11.0;-1.0;19.05;0;0;0;0;0
29/11/2014;3.0;5.0;-1.0;2.0;-1.0;0.0;-1.0;0.0;3.0;2.0;-1.0;0.0;2.0;-1.0;3.71;0;0;0;0;0
30/11/2014;3.0;2.0;-1.0;2.0;-1.0;0.0;-1.0;0.0;4.0;3.0;-1.0;1.0;2.0;-1.0;2.44;0;0;0;0;0
01/12/2014;5.0;9.0;-1.0;4.0;-1.0;1.0;-1.0;2.0;6.0;5.0;-1.0;3.0;4.0;-1.0;5.2;0;0;0;0;0
02/12/2014;3.0;6.0;-1.0;2.0;-1.0;2.0;-1.0;0.0;5.0;3.0;-1.0;1.0;2.0;-1.0;4.14;0;0;0;0;0
03/12/2014;3.0;4.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;4.0;3.0;-1.0;2.0;2.0;-1.0;2.6;0;0;0;0;0
04/12/2014;3.0;2.0;-1.0;0.0;-1.0;0.0;-1.0;0.0;3.0;2.0;-1.0;0.0;2.0;-1.0;2.44;0;0;0;0;0
05/12/2014;6.0;18.0;-1.0;2.0;-1.0;4.0;-1.0;3.0;9.0;6.0;-1.0;4.0;4.0;-1.0;8.48;0;0;0;0;0
06/12/2014;12.0;17.0;-1.0;7.0;-1.0;11.0;-1.0;9.0;11.0;10.0;-1.0;9.0;10.0;-1.0;12.36;0;0;0;0;0
07/12/2014;20.0;41.0;-1.0;14.0;-1.0;20.0;-1.0;19.0;18.0;18.0;-1.0;16.0;18.0;-1.0;25.71;0;0;0;0;0
08/12/2014;14.0;50.0;-1.0;14.0;-1.0;19.0;-1.0;16.0;18.0;18.0;-1.0;13.0;16.0;-1.0;25.53;0;0;0;0;0
09/12/2014;42.0;58.0;-1.0;34.0;-1.0;48.0;-1.0;43.0;39.0;41.0;-1.0;29.0;37.0;-1.0;46.51;0;1;0;0;0
10/12/2014;6.0;38.0;-1.0;10.0;-1.0;15.0;-1.0;13.0;12.0;9.0;-1.0;2.0;11.0;-1.0;18.1;0;0;0;0;0
11/12/2014;12.0;58.0;-1.0;2.0;-1.0;10.0;-1.0;7.0;13.0;6.0;-1.0;3.0;3.0;-1.0;23.3;0;0;0;0;0
12/12/2014;37.0;48.0;-1.0;19.0;-1.0;33.0;-1.0;25.0;34.0;30.0;-1.0;11.0;16.0;-1.0;34.61;0;1;0;0;0
13/12/2014;72.0;75.0;-1.0;62.0;-1.0;75.0;-1.0;75.0;54.0;71.0;-1.0;13.0;54.0;-1.0;71.88;1;1;1;1;0
14/12/2014;37.0;56.0;-1.0;15.0;-1.0;40.0;-1.0;23.0;36.0;19.0;-1.0;9.0;17.0;-1.0;36.4;0;1;0;0;0
15/12/2014;15.0;42.0;-1.0;8.0;-1.0;7.0;-1.0;11.0;18.0;8.0;-1.0;3.0;9.0;-1.0;21.21;0;0;0;0;0
16/12/2014;21.0;52.0;-1.0;15.0;-1.0;19.0;-1.0;20.0;25.0;19.0;-1.0;9.0;21.0;-1.0;29.85;0;0;0;0;0
17/12/2014;20.0;47.0;-1.0;-1.0;-1.0;28.0;-1.0;13.0;16.0;13.0;-1.0;9.0;14.0;-1.0;25.39;0;0;0;0;0
18/12/2014;-1.0;45.0;-1.0;-1.0;-1.0;1.0;-1.0;2.0;-1.0;3.0;-1.0;0.0;2.0;-1.0;20.64;0;0;0;0;0
19/12/2014;3.0;42.0;-1.0;-1.0;-1.0;0.0;-1.0;1.0;-1.0;2.0;-1.0;0.0;2.0;-1.0;14.09;0;0;0;0;0
20/12/2014;27.0;60.0;-1.0;21.0;-1.0;24.0;-1.0;27.0;-1.0;23.0;-1.0;23.0;24.0;-1.0;36.52;0;1;0;0;0
21/12/2014;30.0;62.0;-1.0;27.0;-1.0;31.0;-1.0;37.0;-1.0;32.0;-1.0;15.0;32.0;-1.0;41.76;0;1;0;0;0
22/12/2014;4.0;47.0;-1.0;1.0;-1.0;3.0;-1.0;3.0;-1.0;-1.0;-1.0;1.0;3.0;-1.0;16.5;0;0;0;0;0
23/12/2014;7.0;52.0;-1.0;2.0;-1.0;4.0;-1.0;4.0;4.0;-1.0;-1.0;0.0;4.0;-1.0;19.32;0;0;0;0;0
24/12/2014;4.0;44.0;-1.0;2.0;-1.0;3.0;-1.0;5.0;4.0;-1.0;-1.0;2.0;4.0;-1.0;16.26;0;0;0;0;0
25/12/2014;12.0;59.0;-1.0;12.0;-1.0;14.0;-1.0;17.0;18.0;-1.0;-1.0;7.0;16.0;-1.0;27.93;0;0;0;0;0
26/12/2014;26.0;56.0;-1.0;22.0;-1.0;31.0;-1.0;33.0;33.0;31.0;-1.0;15.0;28.0;-1.0;37.18;0;1;0;0;0
27/12/2014;34.0;64.0;-1.0;23.0;-1.0;-1.0;-1.0;31.0;45.0;33.0;-1.0;26.0;24.0;-1.0;41.1;0;1;0;0;0
28/12/2014;37.0;51.0;-1.0;34.0;-1.0;-1.0;-1.0;43.0;39.0;40.0;-1.0;33.0;35.0;-1.0;42.77;0;1;0;0;0
29/12/2014;31.0;59.0;-1.0;29.0;-1.0;39.0;-1.0;39.0;41.0;39.0;-1.0;28.0;32.0;-1.0;41.86;0;1;0;0;0
30/12/2014;28.0;56.0;-1.0;28.0;-1.0;36.0;-1.0;38.0;35.0;33.0;-1.0;24.0;27.0;-1.0;39.27;0;1;0;0;0
31/12/2014;37.0;66.0;-1.0;36.0;-1.0;49.0;-1.0;48.0;44.0;45.0;-1.0;35.0;38.0;-1.0;49.06;0;1;0;0;0
01/01/2015;19.0;48.0;-1.0;17.0;-1.0;19.0;-1.0;21.0;24.0;23.0;-1.0;17.0;21.0;-1.0;28.42;0;0;0;0;0
02/01/2015;6.0;68.0;-1.0;1.0;-1.0;3.0;-1.0;2.0;5.0;6.0;-1.0;1.0;3.0;-1.0;22.96;0;0;0;0;0
03/01/2015;7.0;49.0;-1.0;0.0;-1.0;5.0;-1.0;1.0;7.0;5.0;-1.0;4.0;2.0;-1.0;17.35;0;0;0;0;0
04/01/2015;29.0;56.0;-1.0;27.0;-1.0;28.0;-1.0;39.0;36.0;28.0;-1.0;19.0;29.0;-1.0;39.99;0;1;0;0;0
05/01/2015;9.0;43.0;-1.0;7.0;-1.0;11.0;-1.0;9.0;19.0;13.0;-1.0;6.0;9.0;-1.0;19.16;0;0;0;0;0
06/01/2015;3.0;50.0;-1.0;1.0;-1.0;0.0;-1.0;2.0;6.0;4.0;-1.0;0.0;2.0;-1.0;16.67;0;0;0;0;0
07/01/2015;6.0;37.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;4.0;4.0;-1.0;0.0;-1.0;-1.0;14.45;0;0;0;0;0
08/01/2015;6.0;64.0;-1.0;1.0;-1.0;8.0;-1.0;2.0;9.0;4.0;-1.0;3.0;-1.0;-1.0;23.55;0;0;0;0;0
09/01/2015;7.0;48.0;-1.0;1.0;-1.0;4.0;-1.0;2.0;10.0;4.0;-1.0;1.0;2.0;-1.0;17.22;0;0;0;0;0
10/01/2015;13.0;55.0;-1.0;6.0;-1.0;14.0;-1.0;16.0;22.0;11.0;-1.0;7.0;7.0;-1.0;25.83;0;0;0;0;0
11/01/2015;36.0;67.0;-1.0;29.0;-1.0;43.0;-1.0;39.0;49.0;35.0;-1.0;34.0;33.0;-1.0;45.85;0;1;0;0;0
12/01/2015;11.0;60.0;-1.0;5.0;-1.0;13.0;-1.0;13.0;14.0;5.0;-1.0;4.0;6.0;-1.0;25.67;0;0;0;0;0
13/01/2015;48.0;71.0;-1.0;34.0;-1.0;51.0;-1.0;41.0;58.0;39.0;-1.0;26.0;30.0;-1.0;51.01;0;1;0;0;0
14/01/2015;37.0;68.0;-1.0;29.0;-1.0;39.0;-1.0;43.0;51.0;34.0;-1.0;22.0;26.0;-1.0;46.99;0;1;0;0;0
15/01/2015;62.0;68.0;-1.0;49.0;-1.0;60.0;-1.0;58.0;65.0;51.0;-1.0;23.0;44.0;-1.0;60.75;1;1;1;0;0
16/01/2015;52.0;68.0;-1.0;44.0;-1.0;55.0;-1.0;55.0;59.0;47.0;-1.0;23.0;40.0;-1.0;56.46;1;1;1;0;0
17/01/2015;42.0;63.0;-1.0;31.0;-1.0;35.0;-1.0;38.0;38.0;33.0;-1.0;28.0;32.0;-1.0;46.01;0;1;0;0;0
18/01/2015;35.0;47.0;-1.0;9.0;-1.0;14.0;-1.0;14.0;31.0;18.0;-1.0;6.0;11.0;-1.0;29.84;0;0;0;0;0
19/01/2015;30.0;31.0;-1.0;10.0;-1.0;18.0;-1.0;16.0;25.0;17.0;-1.0;2.0;14.0;-1.0;24.41;0;0;0;0;0
20/01/2015;19.0;24.0;-1.0;13.0;-1.0;9.0;-1.0;19.0;25.0;17.0;-1.0;6.0;14.0;-1.0;19.97;0;0;0;0;0
21/01/2015;12.0;32.0;-1.0;5.0;-1.0;6.0;-1.0;7.0;9.0;7.0;-1.0;7.0;9.0;-1.0;16.1;0;0;0;0;0
22/01/2015;13.0;16.0;-1.0;4.0;-1.0;3.0;-1.0;6.0;7.0;7.0;-1.0;4.0;4.0;-1.0;10.88;0;0;0;0;0
23/01/2015;17.0;29.0;-1.0;10.0;-1.0;14.0;-1.0;14.0;16.0;11.0;-1.0;11.0;9.0;-1.0;18.88;0;0;0;0;0
24/01/2015;31.0;46.0;-1.0;23.0;-1.0;31.0;-1.0;30.0;30.0;27.0;-1.0;23.0;26.0;-1.0;34.63;0;1;0;0;0
25/01/2015;64.0;74.0;-1.0;54.0;-1.0;65.0;-1.0;64.0;64.0;55.0;-1.0;49.0;61.0;-1.0;66.54;1;1;1;0;0
26/01/2015;34.0;63.0;-1.0;20.0;-1.0;42.0;-1.0;28.0;52.0;27.0;-1.0;11.0;28.0;-1.0;40.16;0;1;0;0;0
27/01/2015;33.0;66.0;-1.0;29.0;-1.0;36.0;-1.0;38.0;44.0;-1.0;-1.0;28.0;30.0;-1.0;44.11;0;1;0;0;0
28/01/2015;30.0;56.0;-1.0;17.0;-1.0;28.0;-1.0;23.0;38.0;25.0;-1.0;14.0;23.0;-1.0;34.9;0;1;0;0;0
29/01/2015;43.0;73.0;-1.0;27.0;-1.0;35.0;-1.0;32.0;49.0;34.0;-1.0;28.0;28.0;-1.0;47.16;0;1;0;0;0
30/01/2015;43.0;78.0;-1.0;44.0;-1.0;55.0;-1.0;53.0;62.0;47.0;-1.0;46.0;47.0;-1.0;56.85;1;1;1;0;0
31/01/2015;32.0;63.0;-1.0;25.0;-1.0;42.0;-1.0;30.0;45.0;22.0;-1.0;24.0;24.0;-1.0;39.86;0;1;0;0;0
01/02/2015;38.0;66.0;-1.0;40.0;-1.0;42.0;-1.0;45.0;46.0;43.0;-1.0;44.0;43.0;-1.0;48.95;0;1;0;0;0
02/02/2015;29.0;68.0;-1.0;29.0;-1.0;32.0;-1.0;35.0;36.0;35.0;-1.0;35.0;33.0;-1.0;42.83;0;1;0;0;0
03/02/2015;27.0;70.0;-1.0;19.0;-1.0;21.0;-1.0;31.0;30.0;27.0;-1.0;24.0;26.0;-1.0;40.85;0;1;0;0;0
04/02/2015;38.0;56.0;-1.0;31.0;-1.0;39.0;-1.0;41.0;40.0;36.0;-1.0;35.0;36.0;-1.0;44.02;0;1;0;0;0
05/02/2015;35.0;48.0;-1.0;28.0;-1.0;36.0;-1.0;36.0;37.0;33.0;-1.0;34.0;32.0;-1.0;38.85;0;1;0;0;0
06/02/2015;27.0;49.0;-1.0;24.0;-1.0;30.0;-1.0;34.0;33.0;30.0;-1.0;28.0;28.0;-1.0;35.74;0;1;0;0;0
07/02/2015;42.0;62.0;-1.0;32.0;-1.0;47.0;-1.0;42.0;46.0;43.0;-1.0;38.0;43.0;-1.0;47.97;0;1;0;0;0
08/02/2015;55.0;72.0;-1.0;45.0;-1.0;55.0;-1.0;55.0;54.0;52.0;-1.0;48.0;52.0;-1.0;59.69;1;1;1;0;0
09/02/2015;56.0;80.0;-1.0;50.0;-1.0;60.0;-1.0;62.0;65.0;59.0;-1.0;50.0;60.0;-1.0;65.26;1;1;1;0;0
10/02/2015;32.0;61.0;-1.0;25.0;-1.0;34.0;-1.0;33.0;28.0;29.0;-1.0;27.0;33.0;-1.0;40.92;0;1;0;0;0
11/02/2015;14.0;46.0;-1.0;6.0;-1.0;14.0;-1.0;12.0;10.0;6.0;-1.0;6.0;8.0;-1.0;22.27;0;0;0;0;0
12/02/2015;27.0;58.0;-1.0;5.0;-1.0;18.0;-1.0;12.0;32.0;9.0;-1.0;1.0;8.0;-1.0;29.78;0;0;0;0;0
13/02/2015;50.0;81.0;-1.0;27.0;-1.0;39.0;-1.0;37.0;60.0;39.0;-1.0;15.0;30.0;-1.0;53.31;1;1;1;0;0
14/02/2015;72.0;74.0;-1.0;47.0;-1.0;60.0;-1.0;56.0;73.0;67.0;-1.0;35.0;51.0;-1.0;65.67;1;1;1;0;0
15/02/2015;61.0;63.0;-1.0;41.0;-1.0;53.0;-1.0;50.0;59.0;49.0;-1.0;30.0;48.0;-1.0;56.86;1;1;1;0;0
16/02/2015;34.0;59.0;-1.0;21.0;-1.0;30.0;-1.0;27.0;38.0;31.0;-1.0;19.0;28.0;-1.0;38.69;0;1;0;0;0
17/02/2015;37.0;61.0;-1.0;34.0;-1.0;34.0;-1.0;-1.0;45.0;42.0;-1.0;28.0;40.0;-1.0;47.55;0;1;0;0;0
18/02/2015;30.0;58.0;-1.0;30.0;-1.0;38.0;-1.0;38.0;40.0;33.0;-1.0;31.0;33.0;-1.0;41.04;0;1;0;0;0
19/02/2015;28.0;56.0;-1.0;14.0;-1.0;27.0;-1.0;22.0;29.0;22.0;-1.0;14.0;17.0;-1.0;33.42;0;0;0;0;0
20/02/2015;72.0;87.0;-1.0;52.0;-1.0;76.0;-1.0;64.0;81.0;60.0;-1.0;42.0;56.0;-1.0;72.41;1;1;1;1;0
