;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur;moyenne;q1;mediane;q3;d10
29/01/2010;19.0;57.0;-1.0;9.0;-1.0;19.0;17.0;13.0;30.0;15.0;-1.0;5.0;7.0;-1.0;26.56;0;0;0;0;0
30/01/2010;43.0;74.0;-1.0;44.0;-1.0;54.0;44.0;50.0;58.0;50.0;-1.0;42.0;51.0;-1.0;54.22;1;1;1;0;0
31/01/2010;39.0;67.0;-1.0;40.0;-1.0;48.0;39.0;45.0;54.0;47.0;-1.0;41.0;43.0;-1.0;48.74;0;1;0;0;0
01/02/2010;13.0;70.0;-1.0;15.0;-1.0;30.0;11.0;21.0;28.0;12.0;-1.0;18.0;14.0;-1.0;30.82;0;0;0;0;0
02/02/2010;18.0;57.0;-1.0;13.0;-1.0;22.0;20.0;18.0;33.0;16.0;-1.0;9.0;12.0;-1.0;28.35;0;0;0;0;0
03/02/2010;21.0;61.0;-1.0;12.0;-1.0;22.0;21.0;19.0;40.0;23.0;-1.0;8.0;13.0;-1.0;30.75;0;0;0;0;0
04/02/2010;43.0;-1.0;-1.0;38.0;-1.0;46.0;54.0;47.0;71.0;46.0;-1.0;21.0;35.0;-1.0;44.82;0;1;0;0;0
05/02/2010;27.0;-1.0;-1.0;22.0;-1.0;36.0;31.0;28.0;40.0;25.0;-1.0;21.0;22.0;-1.0;27.23;0;0;0;0;0
06/02/2010;27.0;64.0;-1.0;18.0;-1.0;27.0;22.0;22.0;37.0;20.0;-1.0;-1.0;18.0;-1.0;34.63;0;1;0;0;0
07/02/2010;46.0;63.0;-1.0;45.0;-1.0;48.0;48.0;53.0;54.0;49.0;-1.0;-1.0;48.0;-1.0;52.96;1;1;1;0;0
08/02/2010;16.0;36.0;-1.0;14.0;-1.0;18.0;16.0;18.0;28.0;21.0;-1.0;-1.0;18.0;-1.0;22.26;0;0;0;0;0
09/02/2010;5.0;38.0;-1.0;5.0;-1.0;8.0;4.0;9.0;17.0;10.0;-1.0;6.0;12.0;-1.0;15.69;0;0;0;0;0
10/02/2010;21.0;46.0;-1.0;26.0;-1.0;28.0;28.0;33.0;-1.0;30.0;-1.0;28.0;26.0;-1.0;32.24;0;0;0;0;0
11/02/2010;31.0;56.0;-1.0;30.0;-1.0;39.0;36.0;39.0;-1.0;36.0;-1.0;40.0;32.0;-1.0;40.61;0;1;0;0;0
12/02/2010;36.0;62.0;-1.0;34.0;-1.0;45.0;42.0;47.0;-1.0;42.0;-1.0;42.0;38.0;-1.0;46.85;0;1;0;0;0
13/02/2010;29.0;57.0;-1.0;32.0;-1.0;42.0;40.0;41.0;-1.0;40.0;-1.0;32.0;36.0;-1.0;41.53;0;1;0;0;0
14/02/2010;37.0;57.0;-1.0;35.0;-1.0;38.0;38.0;43.0;-1.0;37.0;-1.0;30.0;36.0;-1.0;44.12;0;1;0;0;0
15/02/2010;23.0;61.0;-1.0;26.0;-1.0;32.0;24.0;36.0;-1.0;35.0;-1.0;28.0;29.0;-1.0;37.69;0;1;0;0;0
16/02/2010;7.0;57.0;-1.0;5.0;-1.0;12.0;6.0;12.0;20.0;11.0;-1.0;6.0;5.0;-1.0;21.89;0;0;0;0;0
17/02/2010;10.0;48.0;-1.0;3.0;-1.0;13.0;6.0;9.0;21.0;9.0;-1.0;2.0;4.0;-1.0;19.31;0;0;0;0;0
18/02/2010;-1.0;58.0;-1.0;14.0;-1.0;29.0;26.0;23.0;44.0;23.0;-1.0;9.0;14.0;-1.0;35.51;0;1;0;0;0
19/02/2010;-1.0;69.0;-1.0;27.0;-1.0;34.0;29.0;32.0;51.0;37.0;-1.0;27.0;26.0;-1.0;45.05;0;1;0;0;0
20/02/2010;21.0;62.0;-1.0;30.0;-1.0;35.0;30.0;34.0;47.0;32.0;-1.0;24.0;29.0;-1.0;37.37;0;1;0;0;0
21/02/2010;47.0;72.0;-1.0;48.0;-1.0;58.0;60.0;56.0;68.0;53.0;-1.0;47.0;47.0;-1.0;57.46;1;1;1;0;0
22/02/2010;61.0;78.0;-1.0;66.0;-1.0;70.0;72.0;75.0;78.0;77.0;-1.0;58.0;61.0;-1.0;70.53;1;1;1;1;0
23/02/2010;38.0;58.0;-1.0;30.0;-1.0;41.0;44.0;37.0;55.0;45.0;-1.0;25.0;28.0;-1.0;42.88;0;1;0;0;0
24/02/2010;32.0;61.0;-1.0;25.0;-1.0;41.0;39.0;29.0;54.0;30.0;-1.0;18.0;27.0;-1.0;39.25;0;1;0;0;0
25/02/2010;56.0;68.0;-1.0;51.0;-1.0;58.0;61.0;57.0;70.0;67.0;-1.0;41.0;52.0;-1.0;59.66;1;1;1;0;0
26/02/2010;36.0;81.0;-1.0;52.0;-1.0;58.0;56.0;60.0;69.0;60.0;-1.0;59.0;55.0;-1.0;58.43;1;1;1;0;0
27/02/2010;46.0;74.0;-1.0;45.0;-1.0;52.0;-1.0;53.0;62.0;52.0;-1.0;47.0;49.0;-1.0;56.77;1;1;1;0;0
28/02/2010;57.0;85.0;-1.0;70.0;-1.0;66.0;-1.0;74.0;78.0;76.0;-1.0;63.0;74.0;-1.0;72.16;1;1;1;1;0
01/03/2010;20.0;69.0;-1.0;26.0;-1.0;31.0;-1.0;35.0;46.0;36.0;-1.0;33.0;38.0;-1.0;40.88;0;1;0;0;0
02/03/2010;22.0;71.0;-1.0;29.0;-1.0;35.0;30.0;36.0;53.0;37.0;-1.0;35.0;38.0;-1.0;41.45;0;1;0;0;0
03/03/2010;4.0;43.0;-1.0;12.0;-1.0;8.0;9.0;15.0;21.0;-1.0;-1.0;17.0;20.0;-1.0;19.61;0;0;0;0;0
04/03/2010;9.0;42.0;-1.0;20.0;-1.0;17.0;16.0;26.0;25.0;-1.0;-1.0;33.0;26.0;-1.0;24.91;0;0;0;0;0
05/03/2010;37.0;65.0;-1.0;49.0;-1.0;51.0;51.0;56.0;62.0;54.0;-1.0;50.0;56.0;-1.0;52.8;1;1;1;0;0
06/03/2010;27.0;65.0;-1.0;39.0;-1.0;41.0;35.0;48.0;52.0;41.0;-1.0;29.0;43.0;-1.0;45.32;0;1;0;0;0
07/03/2010;38.0;65.0;-1.0;48.0;-1.0;46.0;46.0;52.0;55.0;52.0;-1.0;58.0;55.0;-1.0;51.49;0;1;1;0;0
08/03/2010;43.0;76.0;-1.0;59.0;-1.0;62.0;61.0;65.0;64.0;66.0;-1.0;67.0;69.0;-1.0;61.95;1;1;1;0;0
09/03/2010;60.0;82.0;-1.0;66.0;-1.0;71.0;70.0;72.0;78.0;73.0;-1.0;73.0;73.0;-1.0;71.36;1;1;1;1;0
10/03/2010;31.0;68.0;-1.0;51.0;-1.0;62.0;53.0;53.0;60.0;59.0;-1.0;57.0;-1.0;-1.0;50.97;0;1;0;0;0
11/03/2010;26.0;66.0;-1.0;40.0;-1.0;46.0;47.0;45.0;53.0;51.0;-1.0;46.0;-1.0;-1.0;45.79;0;1;0;0;0
12/03/2010;38.0;76.0;-1.0;50.0;-1.0;52.0;60.0;55.0;76.0;64.0;-1.0;38.0;65.0;-1.0;57.3;1;1;1;0;0
13/03/2010;41.0;73.0;-1.0;54.0;-1.0;58.0;53.0;64.0;66.0;58.0;-1.0;44.0;64.0;-1.0;59.12;1;1;1;0;0
14/03/2010;46.0;67.0;-1.0;51.0;-1.0;62.0;56.0;57.0;62.0;61.0;-1.0;55.0;62.0;-1.0;57.03;1;1;1;0;0
15/03/2010;32.0;64.0;-1.0;41.0;-1.0;51.0;46.0;48.0;58.0;55.0;-1.0;31.0;54.0;-1.0;48.28;0;1;0;0;0
16/03/2010;15.0;69.0;-1.0;28.0;-1.0;33.0;27.0;40.0;49.0;38.0;-1.0;33.0;38.0;-1.0;39.82;0;1;0;0;0
17/03/2010;35.0;73.0;-1.0;42.0;-1.0;52.0;50.0;-1.0;58.0;57.0;-1.0;33.0;45.0;-1.0;52.4;1;1;1;0;0
18/03/2010;65.0;82.0;-1.0;70.0;-1.0;88.0;85.0;-1.0;90.0;93.0;-1.0;49.0;76.0;-1.0;75.09;1;1;1;1;0
19/03/2010;64.0;81.0;-1.0;80.0;-1.0;91.0;89.0;86.0;93.0;96.0;-1.0;58.0;85.0;-1.0;78.69;1;1;1;1;0
20/03/2010;67.0;71.0;-1.0;84.0;-1.0;91.0;95.0;92.0;91.0;102.0;-1.0;63.0;89.0;-1.0;79.28;1;1;1;1;0
21/03/2010;42.0;61.0;-1.0;55.0;-1.0;56.0;61.0;65.0;69.0;70.0;-1.0;50.0;66.0;-1.0;57.27;1;1;1;0;0
22/03/2010;12.0;61.0;-1.0;33.0;-1.0;37.0;33.0;41.0;45.0;44.0;-1.0;36.0;48.0;-1.0;38.41;0;1;0;0;0
23/03/2010;15.0;69.0;-1.0;19.0;-1.0;28.0;25.0;29.0;41.0;31.0;-1.0;29.0;25.0;-1.0;35.47;0;1;0;0;0
24/03/2010;54.0;73.0;-1.0;52.0;-1.0;70.0;67.0;63.0;77.0;72.0;-1.0;41.0;63.0;-1.0;63.53;1;1;1;0;0
25/03/2010;58.0;81.0;-1.0;-1.0;-1.0;79.0;73.0;77.0;78.0;83.0;-1.0;74.0;76.0;-1.0;72.48;1;1;1;1;0
26/03/2010;-1.0;72.0;-1.0;58.0;-1.0;66.0;67.0;60.0;76.0;73.0;-1.0;57.0;65.0;-1.0;65.97;1;1;1;0;0
27/03/2010;-1.0;69.0;-1.0;46.0;-1.0;47.0;49.0;48.0;58.0;49.0;-1.0;49.0;48.0;-1.0;56.08;1;1;1;0;0
28/03/2010;-1.0;56.0;-1.0;37.0;-1.0;44.0;53.0;42.0;57.0;47.0;-1.0;40.0;41.0;-1.0;48.42;0;1;0;0;0
29/03/2010;-1.0;72.0;-1.0;58.0;-1.0;64.0;59.0;61.0;71.0;63.0;-1.0;53.0;60.0;-1.0;64.82;1;1;1;0;0
30/03/2010;54.0;80.0;-1.0;67.0;-1.0;76.0;73.0;73.0;81.0;77.0;-1.0;64.0;68.0;-1.0;69.28;1;1;1;1;0
31/03/2010;42.0;75.0;-1.0;50.0;-1.0;54.0;50.0;57.0;69.0;59.0;-1.0;54.0;49.0;-1.0;56.62;1;1;1;0;0
01/04/2010;34.0;67.0;-1.0;54.0;-1.0;51.0;49.0;56.0;66.0;60.0;79.0;52.0;62.0;-1.0;52.97;1;1;1;0;0
02/04/2010;44.0;69.0;-1.0;45.0;-1.0;49.0;52.0;45.0;60.0;57.0;85.0;38.0;46.0;-1.0;52.08;1;1;1;0;0
03/04/2010;71.0;66.0;-1.0;76.0;-1.0;81.0;88.0;79.0;90.0;91.0;91.0;53.0;81.0;-1.0;74.12;1;1;1;1;0
04/04/2010;64.0;69.0;-1.0;73.0;-1.0;76.0;81.0;75.0;82.0;83.0;86.0;71.0;80.0;-1.0;71.27;1;1;1;1;0
05/04/2010;46.0;67.0;-1.0;63.0;-1.0;61.0;63.0;68.0;74.0;75.0;79.0;60.0;75.0;-1.0;61.87;1;1;1;0;0
06/04/2010;48.0;77.0;-1.0;47.0;-1.0;55.0;54.0;52.0;62.0;59.0;95.0;40.0;54.0;-1.0;58.13;1;1;1;0;0
07/04/2010;53.0;67.0;-1.0;44.0;-1.0;61.0;64.0;48.0;75.0;70.0;85.0;36.0;56.0;-1.0;56.66;1;1;1;0;0
08/04/2010;23.0;59.0;-1.0;31.0;-1.0;39.0;36.0;39.0;49.0;43.0;67.0;36.0;40.0;-1.0;39.97;0;1;0;0;0
09/04/2010;27.0;54.0;-1.0;36.0;-1.0;34.0;44.0;45.0;50.0;50.0;58.0;45.0;49.0;-1.0;42.77;0;1;0;0;0
10/04/2010;47.0;75.0;-1.0;64.0;-1.0;59.0;69.0;69.0;72.0;77.0;89.0;62.0;80.0;-1.0;65.51;1;1;1;0;0
11/04/2010;65.0;79.0;-1.0;73.0;-1.0;77.0;75.0;77.0;76.0;79.0;89.0;77.0;82.0;-1.0;74.5;1;1;1;1;0
12/04/2010;30.0;66.0;-1.0;54.0;-1.0;56.0;53.0;60.0;55.0;60.0;70.0;60.0;63.0;-1.0;53.07;1;1;1;0;0
13/04/2010;31.0;60.0;-1.0;52.0;-1.0;41.0;52.0;57.0;55.0;60.0;68.0;55.0;60.0;-1.0;50.53;0;1;0;0;0
14/04/2010;37.0;77.0;-1.0;64.0;-1.0;52.0;56.0;67.0;63.0;64.0;92.0;48.0;71.0;-1.0;60.89;1;1;1;0;0
15/04/2010;43.0;83.0;-1.0;66.0;-1.0;64.0;68.0;71.0;70.0;78.0;97.0;65.0;80.0;-1.0;67.11;1;1;1;0;0
16/04/2010;56.0;80.0;-1.0;70.0;-1.0;72.0;73.0;75.0;74.0;82.0;96.0;69.0;83.0;-1.0;71.65;1;1;1;1;0
17/04/2010;52.0;79.0;-1.0;62.0;-1.0;59.0;55.0;69.0;78.0;70.0;96.0;61.0;74.0;-1.0;66.37;1;1;1;0;0
18/04/2010;73.0;91.0;-1.0;85.0;-1.0;90.0;97.0;92.0;106.0;93.0;119.0;65.0;96.0;-1.0;87.18;1;1;1;1;1
19/04/2010;51.0;99.0;-1.0;74.0;-1.0;73.0;66.0;80.0;96.0;72.0;121.0;58.0;88.0;-1.0;76.74;1;1;1;1;0
20/04/2010;38.0;102.0;-1.0;56.0;-1.0;61.0;46.0;73.0;72.0;58.0;118.0;50.0;63.0;-1.0;68.22;1;1;1;1;0
21/04/2010;56.0;105.0;-1.0;67.0;-1.0;61.0;59.0;76.0;75.0;79.0;117.0;71.0;78.0;-1.0;77.27;1;1;1;1;0
22/04/2010;62.0;94.0;-1.0;76.0;-1.0;62.0;72.0;83.0;82.0;88.0;105.0;74.0;92.0;-1.0;80.08;1;1;1;1;0
23/04/2010;34.0;80.0;-1.0;53.0;-1.0;41.0;43.0;63.0;62.0;60.0;88.0;53.0;63.0;-1.0;58.05;1;1;1;0;0
24/04/2010;53.0;97.0;-1.0;63.0;-1.0;78.0;57.0;81.0;83.0;70.0;120.0;66.0;84.0;-1.0;75.89;1;1;1;1;0
25/04/2010;63.0;98.0;-1.0;83.0;-1.0;80.0;78.0;82.0;84.0;86.0;119.0;76.0;90.0;-1.0;81.57;1;1;1;1;0
26/04/2010;49.0;82.0;-1.0;-1.0;-1.0;-1.0;67.0;72.0;77.0;83.0;89.0;71.0;79.0;-1.0;68.67;1;1;1;1;0
27/04/2010;56.0;90.0;-1.0;77.0;-1.0;-1.0;76.0;81.0;83.0;90.0;100.0;78.0;88.0;-1.0;76.82;1;1;1;1;0
28/04/2010;64.0;102.0;-1.0;74.0;-1.0;82.0;72.0;77.0;84.0;92.0;121.0;66.0;82.0;-1.0;80.4;1;1;1;1;0
29/04/2010;91.0;103.0;-1.0;96.0;-1.0;108.0;104.0;98.0;114.0;113.0;119.0;84.0;105.0;-1.0;98.58;1;1;1;1;1
30/04/2010;49.0;67.0;-1.0;59.0;-1.0;67.0;67.0;65.0;83.0;81.0;87.0;42.0;66.0;-1.0;61.45;1;1;1;0;0
01/05/2010;29.0;51.0;-1.0;34.0;-1.0;44.0;41.0;41.0;51.0;47.0;72.0;42.0;50.0;-1.0;41.23;0;1;0;0;0
