;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur
21/08/2009;18.0;2.0;1.0;6.0;-1.0;0.0;2.0;11.0;1.0;3.0;-1.0;69.0;-1.0;9.0;-1.0;1.0;1.0;-1.0;4.0;0.0;-1.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.79
22/08/2009;11.0;1.0;1.0;3.0;-1.0;0.0;0.0;11.0;2.0;3.0;-1.0;47.0;-1.0;7.0;-1.0;1.0;1.0;-1.0;3.0;0.0;2.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.28
23/08/2009;9.0;2.0;1.0;1.0;-1.0;0.0;3.0;10.0;2.0;2.0;-1.0;43.0;-1.0;7.0;-1.0;1.0;2.0;-1.0;2.0;2.0;1.0;1.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.01
24/08/2009;37.0;6.0;1.0;14.0;-1.0;0.0;18.0;30.0;1.0;2.0;-1.0;45.0;-1.0;29.0;-1.0;4.0;1.0;-1.0;2.0;3.0;5.0;6.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.33
25/08/2009;36.0;3.0;2.0;6.0;-1.0;0.0;17.0;27.0;3.0;4.0;-1.0;71.0;-1.0;23.0;-1.0;3.0;2.0;-1.0;3.0;1.0;4.0;3.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.62
26/08/2009;38.0;4.0;4.0;14.0;-1.0;0.0;18.0;32.0;6.0;6.0;-1.0;86.0;-1.0;26.0;-1.0;5.0;2.0;-1.0;10.0;1.0;5.0;6.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.22
27/08/2009;46.0;10.0;9.0;13.0;-1.0;0.0;25.0;40.0;-1.0;18.0;-1.0;91.0;-1.0;34.0;-1.0;9.0;3.0;-1.0;6.0;7.0;10.0;7.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.41
28/08/2009;40.0;3.0;6.0;26.0;-1.0;0.0;7.0;28.0;4.0;9.0;-1.0;82.0;-1.0;17.0;-1.0;2.0;2.0;-1.0;6.0;3.0;5.0;3.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.96
29/08/2009;15.0;3.0;2.0;9.0;-1.0;0.0;1.0;12.0;1.0;3.0;-1.0;44.0;-1.0;9.0;-1.0;1.0;0.0;-1.0;3.0;0.0;1.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.46
30/08/2009;43.0;1.0;1.0;11.0;-1.0;0.0;1.0;7.0;1.0;5.0;-1.0;38.0;-1.0;6.0;-1.0;1.0;1.0;-1.0;2.0;0.0;1.0;1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.2
31/08/2009;40.0;10.0;5.0;18.0;-1.0;0.0;29.0;38.0;5.0;11.0;-1.0;62.0;-1.0;28.0;-1.0;12.0;5.0;-1.0;6.0;6.0;7.0;12.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.12
01/09/2009;28.0;3.0;0.0;4.0;-1.0;0.0;9.0;15.0;1.0;1.0;-1.0;48.0;-1.0;21.0;-1.0;2.0;0.0;-1.0;1.0;0.0;5.0;1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.36
02/09/2009;61.0;9.0;4.0;23.0;-1.0;0.0;29.0;39.0;8.0;10.0;-1.0;112.0;-1.0;42.0;-1.0;7.0;2.0;-1.0;9.0;2.0;8.0;6.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.82
03/09/2009;52.0;3.0;3.0;12.0;-1.0;0.0;31.0;26.0;-1.0;5.0;-1.0;46.0;-1.0;31.0;-1.0;3.0;1.0;-1.0;2.0;1.0;7.0;4.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.7
04/09/2009;58.0;6.0;2.0;12.0;-1.0;0.0;17.0;33.0;4.0;5.0;-1.0;60.0;-1.0;33.0;-1.0;6.0;2.0;-1.0;5.0;2.0;10.0;7.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.82
05/09/2009;23.0;2.0;1.0;6.0;-1.0;0.0;2.0;18.0;4.0;3.0;-1.0;47.0;-1.0;14.0;-1.0;2.0;2.0;-1.0;5.0;0.0;3.0;4.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.95
06/09/2009;14.0;2.0;1.0;2.0;-1.0;0.0;2.0;13.0;1.0;4.0;-1.0;40.0;-1.0;8.0;-1.0;2.0;2.0;-1.0;3.0;0.0;2.0;1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.4
07/09/2009;65.0;16.0;8.0;16.0;-1.0;0.0;46.0;47.0;10.0;19.0;-1.0;99.0;-1.0;50.0;-1.0;15.0;7.0;-1.0;13.0;17.0;13.0;14.0;81.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.75
08/09/2009;70.0;17.0;9.0;25.0;-1.0;0.0;48.0;47.0;30.0;26.0;-1.0;104.0;-1.0;41.0;-1.0;19.0;9.0;-1.0;10.0;18.0;13.0;16.0;81.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.38
09/09/2009;53.0;7.0;9.0;15.0;-1.0;0.0;29.0;27.0;22.0;19.0;-1.0;94.0;-1.0;36.0;-1.0;8.0;4.0;-1.0;11.0;-1.0;5.0;10.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.9
10/09/2009;30.0;6.0;6.0;8.0;-1.0;0.0;2.0;19.0;3.0;17.0;-1.0;78.0;-1.0;30.0;-1.0;4.0;2.0;-1.0;10.0;-1.0;4.0;4.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.63
11/09/2009;42.0;4.0;1.0;8.0;-1.0;0.0;4.0;19.0;1.0;5.0;-1.0;90.0;-1.0;17.0;-1.0;2.0;1.0;-1.0;8.0;0.0;1.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.73
12/09/2009;24.0;4.0;1.0;3.0;-1.0;0.0;2.0;16.0;1.0;3.0;-1.0;54.0;-1.0;12.0;-1.0;2.0;1.0;-1.0;5.0;0.0;1.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.25
13/09/2009;11.0;2.0;1.0;3.0;-1.0;0.0;1.0;5.0;1.0;2.0;-1.0;44.0;-1.0;5.0;-1.0;1.0;1.0;-1.0;3.0;0.0;1.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.99
14/09/2009;27.0;4.0;1.0;5.0;-1.0;0.0;2.0;10.0;2.0;9.0;-1.0;70.0;-1.0;12.0;-1.0;2.0;2.0;-1.0;8.0;1.0;2.0;3.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.07
15/09/2009;80.0;14.0;11.0;19.0;-1.0;1.0;17.0;54.0;9.0;18.0;-1.0;127.0;-1.0;49.0;-1.0;11.0;2.0;-1.0;23.0;2.0;14.0;8.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.03
16/09/2009;102.0;21.0;6.0;24.0;-1.0;1.0;35.0;64.0;14.0;26.0;-1.0;135.0;-1.0;50.0;-1.0;15.0;4.0;-1.0;30.0;10.0;17.0;17.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.36
17/09/2009;107.0;22.0;13.0;19.0;-1.0;0.0;56.0;58.0;-1.0;20.0;-1.0;129.0;-1.0;77.0;-1.0;19.0;10.0;-1.0;16.0;23.0;24.0;23.0;78.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.33
18/09/2009;76.0;21.0;-1.0;30.0;-1.0;1.0;30.0;52.0;-1.0;30.0;-1.0;122.0;-1.0;51.0;-1.0;9.0;8.0;-1.0;23.0;11.0;10.0;12.0;64.0;49.0;-1.0;-1.0;-1.0;-1.0;37.89
19/09/2009;50.0;9.0;-1.0;8.0;-1.0;0.0;20.0;37.0;8.0;11.0;-1.0;42.0;-1.0;31.0;-1.0;7.0;3.0;-1.0;7.0;3.0;5.0;7.0;36.0;63.0;-1.0;-1.0;-1.0;-1.0;28.06
20/09/2009;32.0;2.0;-1.0;2.0;-1.0;0.0;5.0;27.0;1.0;2.0;-1.0;39.0;-1.0;17.0;-1.0;2.0;1.0;-1.0;4.0;0.0;3.0;2.0;14.0;26.0;-1.0;-1.0;-1.0;-1.0;14.77
21/09/2009;49.0;6.0;-1.0;5.0;-1.0;0.0;2.0;17.0;1.0;5.0;-1.0;89.0;-1.0;22.0;-1.0;3.0;1.0;-1.0;8.0;0.0;17.0;-1.0;6.0;21.0;-1.0;-1.0;-1.0;-1.0;18.6
22/09/2009;47.0;11.0;-1.0;11.0;-1.0;0.0;19.0;16.0;5.0;12.0;-1.0;116.0;-1.0;47.0;-1.0;6.0;1.0;-1.0;13.0;8.0;6.0;-1.0;70.0;36.0;-1.0;-1.0;-1.0;-1.0;26.75
23/09/2009;60.0;10.0;12.0;29.0;-1.0;0.0;10.0;33.0;10.0;21.0;-1.0;101.0;-1.0;35.0;-1.0;4.0;3.0;-1.0;18.0;3.0;7.0;6.0;48.0;40.0;-1.0;-1.0;-1.0;-1.0;25.91
24/09/2009;52.0;7.0;8.0;19.0;-1.0;0.0;3.0;18.0;6.0;21.0;-1.0;87.0;-1.0;22.0;-1.0;4.0;3.0;-1.0;11.0;2.0;10.0;5.0;30.0;30.0;-1.0;-1.0;-1.0;-1.0;18.86
25/09/2009;64.0;7.0;2.0;13.0;-1.0;0.0;12.0;37.0;4.0;8.0;-1.0;100.0;-1.0;22.0;-1.0;5.0;1.0;-1.0;13.0;2.0;12.0;6.0;19.0;25.0;-1.0;-1.0;-1.0;-1.0;22.68
26/09/2009;39.0;9.0;4.0;12.0;-1.0;0.0;18.0;29.0;-1.0;11.0;-1.0;64.0;-1.0;28.0;-1.0;4.0;1.0;-1.0;7.0;6.0;6.0;5.0;48.0;34.0;-1.0;-1.0;-1.0;-1.0;20.82
27/09/2009;35.0;7.0;2.0;11.0;-1.0;0.0;16.0;33.0;-1.0;6.0;-1.0;47.0;-1.0;25.0;-1.0;5.0;3.0;-1.0;6.0;3.0;5.0;7.0;36.0;55.0;-1.0;-1.0;-1.0;-1.0;22.99
28/09/2009;60.0;20.0;15.0;30.0;-1.0;0.0;6.0;27.0;-1.0;26.0;-1.0;99.0;-1.0;48.0;-1.0;8.0;4.0;-1.0;20.0;7.0;11.0;5.0;69.0;39.0;-1.0;-1.0;-1.0;-1.0;28.61
29/09/2009;70.0;15.0;19.0;30.0;-1.0;0.0;22.0;32.0;-1.0;16.0;-1.0;105.0;-1.0;38.0;-1.0;7.0;4.0;-1.0;21.0;11.0;7.0;12.0;95.0;29.0;-1.0;-1.0;-1.0;-1.0;28.99
30/09/2009;62.0;26.0;11.0;24.0;-1.0;0.0;29.0;43.0;-1.0;25.0;-1.0;111.0;-1.0;58.0;-1.0;13.0;3.0;-1.0;22.0;19.0;9.0;9.0;95.0;41.0;-1.0;-1.0;-1.0;-1.0;35.73
01/10/2009;73.0;20.0;18.0;28.0;-1.0;0.0;19.0;39.0;22.0;23.0;-1.0;97.0;-1.0;40.0;-1.0;13.0;9.0;-1.0;28.0;18.0;11.0;15.0;87.0;38.0;-1.0;-1.0;-1.0;-1.0;33.49
02/10/2009;48.0;5.0;5.0;9.0;-1.0;0.0;4.0;22.0;4.0;7.0;-1.0;74.0;-1.0;21.0;-1.0;4.0;3.0;-1.0;9.0;0.0;13.0;4.0;13.0;17.0;-1.0;-1.0;-1.0;-1.0;16.6
03/10/2009;46.0;21.0;4.0;9.0;-1.0;0.0;37.0;38.0;4.0;7.0;-1.0;65.0;-1.0;46.0;-1.0;10.0;4.0;-1.0;8.0;6.0;8.0;10.0;89.0;31.0;-1.0;-1.0;-1.0;-1.0;28.98
04/10/2009;30.0;8.0;3.0;9.0;-1.0;0.0;13.0;20.0;4.0;9.0;-1.0;43.0;-1.0;27.0;-1.0;4.0;5.0;-1.0;7.0;2.0;4.0;4.0;72.0;26.0;-1.0;-1.0;-1.0;-1.0;16.97
05/10/2009;70.0;19.0;13.0;19.0;-1.0;0.0;49.0;46.0;-1.0;17.0;-1.0;77.0;-1.0;53.0;-1.0;16.0;6.0;-1.0;8.0;17.0;25.0;15.0;68.0;58.0;-1.0;-1.0;-1.0;-1.0;39.43
06/10/2009;33.0;4.0;0.0;1.0;-1.0;0.0;11.0;13.0;-1.0;0.0;-1.0;40.0;-1.0;29.0;-1.0;2.0;2.0;-1.0;1.0;0.0;5.0;2.0;10.0;36.0;-1.0;-1.0;-1.0;-1.0;16.47
07/10/2009;46.0;10.0;0.0;1.0;-1.0;0.0;19.0;21.0;1.0;0.0;-1.0;49.0;-1.0;82.0;-1.0;3.0;2.0;-1.0;1.0;0.0;15.0;3.0;19.0;51.0;-1.0;-1.0;-1.0;-1.0;29.84
08/10/2009;88.0;19.0;6.0;12.0;-1.0;1.0;54.0;46.0;-1.0;16.0;-1.0;127.0;-1.0;93.0;-1.0;18.0;3.0;-1.0;19.0;8.0;16.0;14.0;116.0;70.0;-1.0;-1.0;-1.0;-1.0;49.25
09/10/2009;128.0;50.0;-1.0;29.0;-1.0;1.0;81.0;92.0;-1.0;33.0;-1.0;136.0;-1.0;94.0;-1.0;29.0;12.0;-1.0;41.0;32.0;24.0;38.0;-1.0;106.0;-1.0;-1.0;-1.0;-1.0;75.4
10/10/2009;78.0;11.0;7.0;17.0;-1.0;0.0;21.0;53.0;8.0;10.0;-1.0;65.0;-1.0;30.0;-1.0;4.0;7.0;-1.0;12.0;11.0;13.0;5.0;-1.0;54.0;-1.0;-1.0;-1.0;-1.0;32.25
11/10/2009;36.0;6.0;1.0;2.0;-1.0;0.0;11.0;31.0;6.0;4.0;-1.0;42.0;-1.0;19.0;-1.0;1.0;2.0;-1.0;4.0;0.0;4.0;2.0;179.0;36.0;-1.0;-1.0;-1.0;-1.0;19.75
12/10/2009;34.0;6.0;1.0;8.0;-1.0;0.0;8.0;12.0;2.0;6.0;-1.0;84.0;-1.0;15.0;-1.0;2.0;1.0;-1.0;9.0;1.0;2.0;2.0;65.0;17.0;-1.0;-1.0;-1.0;-1.0;12.69
13/10/2009;42.0;5.0;2.0;8.0;-1.0;0.0;4.0;9.0;2.0;10.0;-1.0;77.0;-1.0;15.0;-1.0;1.0;1.0;-1.0;8.0;1.0;9.0;3.0;38.0;9.0;-1.0;-1.0;-1.0;-1.0;11.8
14/10/2009;-1.0;-1.0;8.0;9.0;-1.0;1.0;5.0;13.0;2.0;9.0;-1.0;75.0;-1.0;32.0;-1.0;3.0;1.0;-1.0;9.0;1.0;3.0;3.0;39.0;9.0;-1.0;-1.0;-1.0;-1.0;11.77
15/10/2009;-1.0;8.0;16.0;10.0;-1.0;2.0;5.0;14.0;3.0;12.0;-1.0;101.0;-1.0;22.0;-1.0;2.0;2.0;-1.0;10.0;2.0;4.0;4.0;34.0;10.0;-1.0;-1.0;-1.0;-1.0;10.08
16/10/2009;51.0;11.0;18.0;12.0;-1.0;1.0;9.0;24.0;11.0;15.0;-1.0;98.0;-1.0;31.0;-1.0;5.0;2.0;-1.0;18.0;3.0;5.0;6.0;49.0;14.0;-1.0;-1.0;-1.0;-1.0;19.84
17/10/2009;22.0;-1.0;13.0;3.0;-1.0;0.0;2.0;13.0;1.0;4.0;-1.0;53.0;-1.0;13.0;-1.0;1.0;0.0;-1.0;5.0;0.0;3.0;2.0;34.0;7.0;-1.0;-1.0;-1.0;-1.0;9.58
18/10/2009;14.0;-1.0;9.0;2.0;-1.0;0.0;2.0;8.0;1.0;5.0;-1.0;35.0;-1.0;9.0;-1.0;1.0;0.0;-1.0;3.0;0.0;3.0;1.0;28.0;6.0;-1.0;-1.0;-1.0;-1.0;6.55
19/10/2009;96.0;63.0;32.0;19.0;-1.0;3.0;63.0;88.0;20.0;41.0;-1.0;146.0;-1.0;116.0;-1.0;41.0;4.0;-1.0;55.0;14.0;31.0;31.0;133.0;48.0;-1.0;-1.0;-1.0;-1.0;67.91
20/10/2009;29.0;5.0;3.0;2.0;-1.0;1.0;15.0;21.0;0.0;1.0;-1.0;43.0;-1.0;50.0;-1.0;3.0;0.0;-1.0;1.0;0.0;55.0;3.0;20.0;18.0;-1.0;-1.0;-1.0;-1.0;18.43
21/10/2009;90.0;22.0;10.0;10.0;-1.0;1.0;59.0;59.0;4.0;9.0;-1.0;146.0;-1.0;88.0;-1.0;12.0;3.0;-1.0;19.0;10.0;27.0;19.0;110.0;49.0;-1.0;-1.0;-1.0;-1.0;48.29
22/10/2009;132.0;52.0;36.0;55.0;-1.0;1.0;84.0;112.0;26.0;34.0;-1.0;147.0;-1.0;101.0;-1.0;45.0;18.0;-1.0;42.0;29.0;36.0;43.0;204.0;78.0;-1.0;-1.0;-1.0;-1.0;80.18
23/10/2009;104.0;29.0;20.0;48.0;-1.0;0.0;44.0;74.0;32.0;37.0;-1.0;120.0;-1.0;63.0;-1.0;12.0;5.0;-1.0;32.0;39.0;27.0;15.0;190.0;55.0;-1.0;-1.0;-1.0;-1.0;50.93
24/10/2009;91.0;54.0;29.0;25.0;-1.0;0.0;76.0;99.0;31.0;31.0;-1.0;130.0;-1.0;104.0;-1.0;39.0;6.0;-1.0;49.0;24.0;28.0;35.0;207.0;87.0;-1.0;-1.0;-1.0;-1.0;72.61
25/10/2009;29.0;6.0;5.0;8.0;-1.0;0.0;12.0;27.0;4.0;5.0;-1.0;70.0;-1.0;32.0;-1.0;5.0;0.0;-1.0;9.0;1.0;5.0;4.0;108.0;38.0;-1.0;-1.0;-1.0;-1.0;20.24
26/10/2009;79.0;38.0;35.0;37.0;-1.0;0.0;48.0;45.0;12.0;39.0;-1.0;111.0;-1.0;65.0;-1.0;9.0;7.0;-1.0;35.0;20.0;24.0;22.0;146.0;43.0;-1.0;-1.0;-1.0;-1.0;43.74
27/10/2009;136.0;62.0;41.0;72.0;-1.0;2.0;101.0;117.0;38.0;57.0;-1.0;124.0;-1.0;107.0;-1.0;46.0;24.0;-1.0;48.0;78.0;38.0;56.0;285.0;83.0;-1.0;-1.0;-1.0;-1.0;88.19
28/10/2009;239.0;115.0;52.0;145.0;-1.0;2.0;233.0;182.0;69.0;87.0;-1.0;145.0;-1.0;171.0;-1.0;81.0;63.0;-1.0;85.0;139.0;71.0;119.0;336.0;162.0;-1.0;-1.0;-1.0;-1.0;155.52
29/10/2009;145.0;79.0;48.0;92.0;-1.0;2.0;79.0;121.0;52.0;82.0;-1.0;160.0;-1.0;111.0;-1.0;65.0;30.0;-1.0;79.0;49.0;64.0;69.0;243.0;98.0;-1.0;-1.0;-1.0;-1.0;97.71
30/10/2009;72.0;29.0;41.0;19.0;-1.0;3.0;28.0;67.0;30.0;31.0;-1.0;110.0;-1.0;48.0;-1.0;19.0;2.0;-1.0;36.0;7.0;13.0;16.0;123.0;43.0;-1.0;-1.0;-1.0;-1.0;41.54
31/10/2009;92.0;47.0;28.0;42.0;-1.0;2.0;86.0;91.0;27.0;30.0;-1.0;72.0;-1.0;83.0;-1.0;37.0;15.0;-1.0;39.0;50.0;28.0;42.0;183.0;67.0;-1.0;-1.0;-1.0;-1.0;66.47
01/11/2009;48.0;36.0;15.0;18.0;-1.0;1.0;39.0;60.0;13.0;20.0;-1.0;61.0;-1.0;66.0;-1.0;39.0;11.0;-1.0;30.0;12.0;25.0;31.0;90.0;64.0;-1.0;-1.0;-1.0;-1.0;48.0
02/11/2009;78.0;17.0;11.0;18.0;-1.0;0.0;50.0;57.0;8.0;11.0;-1.0;123.0;-1.0;68.0;-1.0;8.0;2.0;-1.0;16.0;5.0;8.0;11.0;166.0;58.0;-1.0;-1.0;-1.0;-1.0;42.83
03/11/2009;96.0;17.0;11.0;7.0;-1.0;2.0;64.0;55.0;3.0;5.0;-1.0;144.0;-1.0;106.0;-1.0;17.0;1.0;-1.0;3.0;4.0;21.0;-1.0;92.0;47.0;-1.0;-1.0;-1.0;-1.0;55.1
04/11/2009;85.0;11.0;8.0;25.0;-1.0;0.0;45.0;45.0;5.0;16.0;-1.0;86.0;-1.0;55.0;-1.0;4.0;1.0;-1.0;9.0;3.0;8.0;7.0;59.0;65.0;-1.0;-1.0;-1.0;-1.0;38.16
05/11/2009;112.0;32.0;21.0;19.0;-1.0;1.0;78.0;77.0;24.0;28.0;-1.0;149.0;-1.0;118.0;-1.0;33.0;2.0;-1.0;20.0;15.0;43.0;34.0;137.0;58.0;-1.0;-1.0;-1.0;-1.0;65.92
06/11/2009;135.0;53.0;32.0;71.0;-1.0;1.0;112.0;98.0;36.0;53.0;-1.0;153.0;-1.0;115.0;-1.0;31.0;16.0;-1.0;63.0;77.0;48.0;52.0;198.0;78.0;-1.0;-1.0;-1.0;-1.0;81.95
07/11/2009;70.0;14.0;12.0;15.0;-1.0;1.0;41.0;53.0;-1.0;17.0;-1.0;74.0;-1.0;78.0;-1.0;10.0;1.0;-1.0;14.0;26.0;20.0;16.0;63.0;39.0;-1.0;-1.0;-1.0;-1.0;39.53
08/11/2009;52.0;15.0;14.0;12.0;-1.0;3.0;36.0;41.0;-1.0;14.0;-1.0;48.0;-1.0;42.0;-1.0;17.0;4.0;-1.0;18.0;17.0;8.0;22.0;46.0;45.0;-1.0;-1.0;-1.0;-1.0;32.92
09/11/2009;61.0;9.0;19.0;10.0;-1.0;1.0;5.0;37.0;-1.0;21.0;-1.0;79.0;-1.0;39.0;-1.0;4.0;1.0;-1.0;14.0;2.0;5.0;5.0;12.0;18.0;-1.0;-1.0;-1.0;-1.0;23.3
10/11/2009;107.0;21.0;18.0;30.0;-1.0;0.0;15.0;90.0;-1.0;22.0;-1.0;145.0;-1.0;60.0;-1.0;12.0;1.0;-1.0;37.0;5.0;24.0;11.0;39.0;36.0;-1.0;-1.0;-1.0;-1.0;45.81
11/11/2009;35.0;14.0;13.0;11.0;-1.0;1.0;24.0;43.0;-1.0;14.0;-1.0;70.0;-1.0;41.0;-1.0;13.0;2.0;-1.0;19.0;6.0;17.0;10.0;53.0;23.0;-1.0;-1.0;-1.0;-1.0;25.35
12/11/2009;177.0;85.0;61.0;53.0;-1.0;2.0;159.0;142.0;-1.0;55.0;-1.0;233.0;-1.0;181.0;-1.0;75.0;13.0;-1.0;51.0;76.0;59.0;73.0;170.0;133.0;-1.0;-1.0;-1.0;-1.0;123.34
13/11/2009;131.0;74.0;38.0;46.0;-1.0;2.0;85.0;107.0;-1.0;37.0;-1.0;128.0;-1.0;152.0;-1.0;41.0;15.0;-1.0;44.0;88.0;49.0;43.0;99.0;136.0;-1.0;-1.0;-1.0;-1.0;95.77
14/11/2009;38.0;14.0;5.0;5.0;-1.0;0.0;26.0;45.0;3.0;7.0;-1.0;32.0;-1.0;57.0;-1.0;7.0;0.0;-1.0;10.0;3.0;9.0;10.0;39.0;54.0;-1.0;-1.0;-1.0;-1.0;30.97
15/11/2009;55.0;20.0;14.0;13.0;-1.0;1.0;49.0;64.0;8.0;14.0;-1.0;66.0;-1.0;84.0;-1.0;13.0;5.0;-1.0;15.0;23.0;29.0;15.0;55.0;77.0;-1.0;-1.0;-1.0;-1.0;45.98
16/11/2009;118.0;52.0;10.0;10.0;-1.0;1.0;69.0;97.0;2.0;22.0;-1.0;183.0;-1.0;154.0;-1.0;24.0;1.0;-1.0;28.0;18.0;73.0;25.0;91.0;130.0;-1.0;-1.0;-1.0;-1.0;83.06
17/11/2009;84.0;23.0;6.0;6.0;-1.0;1.0;29.0;42.0;2.0;5.0;-1.0;112.0;-1.0;176.0;-1.0;11.0;0.0;-1.0;3.0;13.0;37.0;11.0;37.0;113.0;-1.0;-1.0;-1.0;-1.0;62.14
18/11/2009;119.0;69.0;27.0;44.0;-1.0;1.0;78.0;94.0;23.0;48.0;-1.0;163.0;-1.0;110.0;-1.0;43.0;4.0;-1.0;57.0;56.0;27.0;31.0;114.0;85.0;-1.0;-1.0;-1.0;-1.0;77.73
19/11/2009;194.0;119.0;51.0;101.0;-1.0;3.0;165.0;146.0;55.0;62.0;-1.0;180.0;-1.0;195.0;-1.0;94.0;40.0;-1.0;96.0;101.0;93.0;89.0;192.0;144.0;-1.0;-1.0;-1.0;-1.0;139.56
20/11/2009;169.0;116.0;11.0;9.0;-1.0;1.0;95.0;129.0;4.0;12.0;-1.0;168.0;-1.0;276.0;-1.0;40.0;2.0;-1.0;30.0;22.0;104.0;44.0;100.0;163.0;-1.0;-1.0;-1.0;-1.0;128.27
21/11/2009;56.0;49.0;13.0;2.0;-1.0;1.0;33.0;83.0;4.0;27.0;-1.0;57.0;-1.0;79.0;-1.0;16.0;0.0;-1.0;29.0;2.0;29.0;21.0;65.0;53.0;-1.0;-1.0;-1.0;-1.0;49.08
22/11/2009;34.0;5.0;3.0;2.0;-1.0;1.0;18.0;28.0;1.0;2.0;-1.0;39.0;-1.0;42.0;-1.0;2.0;0.0;-1.0;1.0;0.0;5.0;2.0;10.0;44.0;-1.0;-1.0;-1.0;-1.0;21.64
23/11/2009;82.0;12.0;7.0;6.0;-1.0;1.0;32.0;39.0;3.0;5.0;-1.0;-1.0;-1.0;70.0;-1.0;9.0;1.0;-1.0;1.0;1.0;12.0;12.0;33.0;65.0;-1.0;-1.0;-1.0;-1.0;39.41
24/11/2009;140.0;53.0;16.0;20.0;-1.0;0.0;102.0;107.0;23.0;32.0;-1.0;-1.0;-1.0;178.0;-1.0;46.0;3.0;-1.0;24.0;57.0;53.0;51.0;121.0;118.0;-1.0;-1.0;-1.0;-1.0;97.0
25/11/2009;69.0;26.0;12.0;26.0;-1.0;1.0;40.0;59.0;8.0;13.0;-1.0;98.0;-1.0;120.0;-1.0;19.0;14.0;-1.0;4.0;58.0;33.0;11.0;60.0;76.0;-1.0;-1.0;-1.0;-1.0;52.98
26/11/2009;144.0;57.0;19.0;46.0;-1.0;1.0;113.0;93.0;46.0;68.0;-1.0;129.0;-1.0;155.0;-1.0;26.0;8.0;-1.0;-1.0;69.0;47.0;47.0;160.0;137.0;-1.0;-1.0;-1.0;-1.0;94.1
27/11/2009;135.0;42.0;29.0;32.0;-1.0;1.0;73.0;70.0;8.0;23.0;-1.0;198.0;-1.0;181.0;-1.0;23.0;5.0;-1.0;25.0;51.0;49.0;26.0;89.0;97.0;-1.0;-1.0;-1.0;-1.0;80.2
28/11/2009;54.0;5.0;5.0;2.0;-1.0;1.0;22.0;27.0;1.0;4.0;-1.0;55.0;-1.0;79.0;-1.0;3.0;1.0;-1.0;1.0;6.0;11.0;3.0;18.0;34.0;-1.0;-1.0;-1.0;-1.0;28.0
29/11/2009;15.0;3.0;2.0;1.0;-1.0;1.0;9.0;14.0;0.0;0.0;-1.0;23.0;-1.0;18.0;-1.0;0.0;0.0;-1.0;1.0;0.0;2.0;0.0;3.0;17.0;-1.0;-1.0;-1.0;-1.0;12.68
30/11/2009;93.0;25.0;19.0;13.0;-1.0;0.0;75.0;55.0;23.0;13.0;-1.0;166.0;-1.0;61.0;-1.0;21.0;2.0;-1.0;21.0;13.0;28.0;24.0;97.0;49.0;-1.0;-1.0;-1.0;-1.0;47.5
01/12/2009;90.0;10.0;18.0;38.0;-1.0;0.0;16.0;50.0;8.0;18.0;-1.0;98.0;-1.0;50.0;-1.0;10.0;2.0;-1.0;25.0;12.0;24.0;8.0;39.0;31.0;-1.0;-1.0;-1.0;-1.0;34.32
02/12/2009;114.0;39.0;37.0;28.0;-1.0;2.0;68.0;67.0;33.0;36.0;-1.0;154.0;-1.0;125.0;-1.0;32.0;3.0;-1.0;15.0;32.0;70.0;31.0;109.0;59.0;-1.0;-1.0;-1.0;-1.0;66.23
