;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur
08/07/2004;71.0;7.0;4.0;17.0;43.0;2.0;-1.0;27.0;2.0;6.0;-1.0;188.0;4.0;51.0;-1.0;5.0;1.0;11.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.37
09/07/2004;70.0;2.0;2.0;16.0;7.0;2.0;-1.0;44.0;3.0;7.0;-1.0;110.0;1.0;32.0;-1.0;2.0;1.0;5.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.06
10/07/2004;31.0;1.0;2.0;7.0;24.0;2.0;23.0;24.0;3.0;4.0;-1.0;115.0;1.0;21.0;-1.0;3.0;2.0;6.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.14
11/07/2004;21.0;0.0;1.0;8.0;5.0;2.0;14.0;19.0;1.0;3.0;-1.0;58.0;0.0;13.0;-1.0;1.0;1.0;4.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.49
12/07/2004;63.0;4.0;3.0;22.0;22.0;2.0;28.0;39.0;2.0;7.0;-1.0;156.0;3.0;26.0;-1.0;4.0;2.0;14.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.89
13/07/2004;60.0;5.0;4.0;15.0;25.0;2.0;10.0;28.0;2.0;8.0;-1.0;164.0;4.0;27.0;-1.0;4.0;2.0;16.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.77
14/07/2004;17.0;2.0;1.0;6.0;8.0;2.0;3.0;13.0;1.0;9.0;-1.0;74.0;4.0;13.0;-1.0;4.0;1.0;3.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.25
15/07/2004;61.0;19.0;15.0;20.0;37.0;3.0;33.0;36.0;18.0;13.0;-1.0;184.0;26.0;31.0;-1.0;-1.0;3.0;23.0;-1.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.38
16/07/2004;51.0;12.0;8.0;17.0;42.0;3.0;33.0;40.0;6.0;16.0;-1.0;151.0;13.0;42.0;-1.0;-1.0;3.0;13.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.45
17/07/2004;15.0;1.0;1.0;0.0;7.0;3.0;9.0;13.0;0.0;0.0;-1.0;51.0;0.0;26.0;-1.0;1.0;0.0;2.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.51
18/07/2004;12.0;0.0;1.0;1.0;11.0;3.0;6.0;11.0;1.0;1.0;-1.0;80.0;0.0;10.0;-1.0;1.0;0.0;2.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.2
19/07/2004;39.0;4.0;6.0;12.0;32.0;3.0;11.0;27.0;6.0;8.0;-1.0;187.0;3.0;28.0;-1.0;5.0;2.0;10.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.95
20/07/2004;43.0;2.0;2.0;7.0;20.0;3.0;28.0;31.0;2.0;10.0;-1.0;157.0;6.0;37.0;-1.0;4.0;0.0;6.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.0
21/07/2004;50.0;9.0;6.0;18.0;25.0;3.0;30.0;35.0;10.0;10.0;-1.0;162.0;11.0;40.0;-1.0;10.0;4.0;10.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.07
22/07/2004;48.0;3.0;5.0;8.0;25.0;1.0;30.0;28.0;2.0;6.0;-1.0;114.0;4.0;51.0;-1.0;5.0;2.0;6.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.59
23/07/2004;53.0;4.0;6.0;7.0;30.0;0.0;23.0;28.0;4.0;-1.0;-1.0;147.0;6.0;37.0;-1.0;-1.0;1.0;9.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.78
24/07/2004;17.0;1.0;1.0;3.0;10.0;0.0;1.0;10.0;0.0;2.0;-1.0;66.0;0.0;8.0;-1.0;1.0;2.0;4.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.63
25/07/2004;11.0;0.0;1.0;3.0;3.0;0.0;1.0;8.0;0.0;3.0;-1.0;46.0;0.0;6.0;-1.0;1.0;2.0;2.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.35
26/07/2004;34.0;1.0;10.0;13.0;20.0;0.0;4.0;17.0;7.0;18.0;-1.0;130.0;2.0;20.0;-1.0;2.0;3.0;9.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.05
27/07/2004;31.0;2.0;2.0;12.0;11.0;0.0;3.0;17.0;1.0;7.0;-1.0;127.0;3.0;13.0;-1.0;2.0;2.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.98
28/07/2004;38.0;2.0;4.0;18.0;25.0;0.0;6.0;27.0;4.0;9.0;-1.0;176.0;1.0;25.0;-1.0;3.0;3.0;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.46
29/07/2004;46.0;4.0;6.0;9.0;33.0;0.0;24.0;29.0;18.0;14.0;-1.0;148.0;14.0;27.0;-1.0;7.0;4.0;-1.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.18
30/07/2004;35.0;1.0;7.0;17.0;40.0;0.0;5.0;13.0;2.0;10.0;-1.0;131.0;9.0;19.0;-1.0;1.0;4.0;9.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.84
31/07/2004;17.0;1.0;2.0;6.0;22.0;0.0;10.0;19.0;1.0;3.0;-1.0;65.0;6.0;12.0;-1.0;1.0;3.0;6.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.3
01/08/2004;9.0;0.0;2.0;4.0;8.0;0.0;3.0;11.0;1.0;2.0;-1.0;62.0;0.0;8.0;-1.0;1.0;2.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.92
02/08/2004;25.0;1.0;6.0;14.0;25.0;0.0;6.0;22.0;10.0;7.0;-1.0;146.0;1.0;18.0;-1.0;2.0;3.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.74
03/08/2004;34.0;2.0;2.0;14.0;17.0;0.0;11.0;22.0;4.0;6.0;-1.0;106.0;7.0;23.0;-1.0;1.0;3.0;9.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.55
04/08/2004;33.0;6.0;8.0;-1.0;17.0;0.0;25.0;31.0;8.0;10.0;-1.0;132.0;6.0;23.0;-1.0;5.0;4.0;10.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.7
05/08/2004;40.0;4.0;6.0;-1.0;7.0;0.0;-1.0;24.0;7.0;6.0;-1.0;106.0;6.0;23.0;-1.0;2.0;4.0;8.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.1
06/08/2004;31.0;1.0;2.0;9.0;13.0;0.0;7.0;20.0;3.0;5.0;-1.0;116.0;1.0;20.0;-1.0;2.0;4.0;8.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.73
07/08/2004;16.0;1.0;3.0;6.0;12.0;0.0;11.0;12.0;5.0;5.0;-1.0;60.0;4.0;21.0;-1.0;2.0;6.0;4.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.14
08/08/2004;8.0;0.0;1.0;0.0;5.0;0.0;6.0;8.0;0.0;1.0;-1.0;32.0;0.0;18.0;-1.0;1.0;1.0;2.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.27
09/08/2004;16.0;2.0;1.0;1.0;19.0;0.0;12.0;11.0;0.0;1.0;-1.0;94.0;1.0;30.0;-1.0;1.0;2.0;4.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.42
10/08/2004;31.0;2.0;3.0;10.0;19.0;0.0;7.0;23.0;2.0;5.0;-1.0;133.0;0.0;26.0;-1.0;2.0;5.0;8.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.87
11/08/2004;32.0;10.0;4.0;10.0;22.0;0.0;23.0;24.0;6.0;9.0;-1.0;126.0;11.0;22.0;-1.0;5.0;7.0;10.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.1
12/08/2004;30.0;3.0;3.0;5.0;21.0;0.0;19.0;21.0;4.0;6.0;-1.0;119.0;4.0;28.0;-1.0;3.0;3.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.32
13/08/2004;37.0;1.0;3.0;20.0;8.0;0.0;18.0;31.0;6.0;17.0;-1.0;102.0;7.0;27.0;-1.0;3.0;6.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.72
14/08/2004;16.0;2.0;2.0;11.0;8.0;0.0;4.0;16.0;7.0;10.0;-1.0;78.0;1.0;14.0;-1.0;1.0;8.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.02
15/08/2004;14.0;1.0;2.0;6.0;12.0;0.0;5.0;11.0;4.0;8.0;-1.0;62.0;6.0;12.0;-1.0;1.0;7.0;-1.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.69
16/08/2004;31.0;5.0;8.0;2.0;32.0;0.0;22.0;29.0;6.0;7.0;-1.0;115.0;11.0;46.0;-1.0;5.0;2.0;-1.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.27
17/08/2004;41.0;4.0;2.0;7.0;23.0;0.0;29.0;34.0;5.0;4.0;-1.0;160.0;5.0;51.0;-1.0;4.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.66
18/08/2004;27.0;3.0;2.0;2.0;15.0;0.0;12.0;25.0;1.0;2.0;-1.0;91.0;4.0;30.0;-1.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.49
19/08/2004;34.0;6.0;7.0;7.0;22.0;0.0;32.0;41.0;8.0;5.0;-1.0;174.0;6.0;32.0;-1.0;7.0;4.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.2
20/08/2004;43.0;6.0;5.0;11.0;11.0;0.0;31.0;46.0;11.0;10.0;-1.0;141.0;15.0;35.0;-1.0;4.0;5.0;-1.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.86
21/08/2004;24.0;1.0;2.0;12.0;8.0;0.0;8.0;23.0;3.0;6.0;-1.0;70.0;9.0;20.0;-1.0;1.0;5.0;5.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.95
22/08/2004;18.0;4.0;2.0;8.0;19.0;0.0;13.0;19.0;6.0;8.0;-1.0;75.0;14.0;17.0;-1.0;2.0;7.0;3.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.84
23/08/2004;44.0;11.0;2.0;9.0;21.0;0.0;20.0;36.0;1.0;4.0;-1.0;73.0;12.0;55.0;-1.0;5.0;1.0;11.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.46
24/08/2004;61.0;5.0;2.0;15.0;12.0;0.0;33.0;49.0;-1.0;9.0;-1.0;152.0;10.0;56.0;-1.0;6.0;4.0;12.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.98
25/08/2004;60.0;7.0;8.0;28.0;24.0;0.0;42.0;43.0;13.0;25.0;-1.0;131.0;29.0;41.0;-1.0;11.0;7.0;19.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.36
26/08/2004;58.0;4.0;4.0;28.0;13.0;0.0;13.0;42.0;6.0;14.0;-1.0;136.0;3.0;35.0;-1.0;6.0;6.0;13.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.34
27/08/2004;52.0;10.0;13.0;29.0;38.0;0.0;30.0;37.0;12.0;32.0;-1.0;150.0;23.0;49.0;-1.0;8.0;8.0;27.0;-1.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.18
28/08/2004;31.0;4.0;6.0;12.0;34.0;0.0;13.0;33.0;9.0;20.0;-1.0;114.0;4.0;30.0;-1.0;4.0;9.0;9.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.71
29/08/2004;21.0;2.0;4.0;12.0;20.0;0.0;15.0;26.0;-1.0;14.0;-1.0;79.0;7.0;24.0;-1.0;3.0;10.0;5.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.31
30/08/2004;76.0;16.0;10.0;28.0;29.0;0.0;38.0;55.0;16.0;23.0;-1.0;185.0;25.0;53.0;-1.0;16.0;11.0;-1.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.3
31/08/2004;59.0;4.0;3.0;18.0;28.0;0.0;9.0;27.0;14.0;14.0;-1.0;160.0;2.0;35.0;-1.0;4.0;7.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.51
01/09/2004;63.0;16.0;7.0;21.0;42.0;0.0;22.0;39.0;17.0;39.0;-1.0;180.0;18.0;50.0;-1.0;8.0;12.0;-1.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.39
02/09/2004;89.0;24.0;22.0;11.0;49.0;0.0;60.0;65.0;13.0;31.0;-1.0;134.0;35.0;102.0;-1.0;23.0;3.0;27.0;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.36
03/09/2004;84.0;11.0;15.0;28.0;66.0;0.0;63.0;54.0;25.0;44.0;-1.0;165.0;32.0;67.0;-1.0;14.0;9.0;22.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.33
04/09/2004;27.0;3.0;7.0;19.0;17.0;0.0;5.0;21.0;3.0;18.0;-1.0;93.0;1.0;23.0;-1.0;2.0;5.0;8.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.08
05/09/2004;17.0;1.0;2.0;4.0;12.0;0.0;5.0;18.0;3.0;12.0;-1.0;71.0;1.0;12.0;-1.0;3.0;4.0;3.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.5
06/09/2004;67.0;19.0;10.0;14.0;46.0;0.0;52.0;54.0;22.0;27.0;-1.0;145.0;32.0;70.0;-1.0;13.0;6.0;20.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.13
07/09/2004;72.0;10.0;8.0;8.0;41.0;0.0;50.0;47.0;22.0;29.0;-1.0;172.0;14.0;55.0;-1.0;14.0;4.0;14.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.7
08/09/2004;54.0;12.0;9.0;26.0;40.0;0.0;33.0;34.0;19.0;31.0;-1.0;173.0;19.0;36.0;-1.0;7.0;6.0;18.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.84
09/09/2004;51.0;14.0;10.0;26.0;45.0;0.0;26.0;38.0;20.0;23.0;-1.0;120.0;16.0;72.0;-1.0;13.0;7.0;22.0;-1.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.64
10/09/2004;56.0;2.0;2.0;4.0;34.0;0.0;30.0;28.0;1.0;5.0;-1.0;103.0;2.0;67.0;-1.0;3.0;0.0;3.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.16
11/09/2004;35.0;1.0;3.0;1.0;24.0;0.0;16.0;25.0;2.0;6.0;-1.0;85.0;1.0;37.0;-1.0;2.0;0.0;3.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.22
12/09/2004;22.0;1.0;2.0;7.0;14.0;0.0;9.0;17.0;2.0;12.0;-1.0;84.0;9.0;18.0;-1.0;3.0;0.0;3.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.58
13/09/2004;72.0;13.0;7.0;16.0;53.0;0.0;59.0;54.0;10.0;19.0;-1.0;135.0;22.0;71.0;-1.0;13.0;4.0;16.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.43
14/09/2004;116.0;20.0;25.0;36.0;69.0;0.0;94.0;70.0;22.0;26.0;-1.0;218.0;37.0;94.0;-1.0;22.0;4.0;28.0;-1.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.4
15/09/2004;74.0;9.0;7.0;41.0;36.0;0.0;19.0;44.0;18.0;25.0;-1.0;168.0;24.0;50.0;-1.0;8.0;3.0;22.0;-1.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.29
16/09/2004;45.0;3.0;3.0;18.0;25.0;0.0;5.0;17.0;2.0;14.0;-1.0;117.0;3.0;17.0;-1.0;3.0;0.0;15.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.58
17/09/2004;82.0;22.0;9.0;42.0;54.0;0.0;38.0;54.0;18.0;34.0;-1.0;189.0;21.0;65.0;-1.0;16.0;2.0;25.0;-1.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.52
18/09/2004;86.0;16.0;9.0;18.0;37.0;0.0;58.0;66.0;18.0;24.0;-1.0;115.0;58.0;58.0;-1.0;14.0;4.0;17.0;-1.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.6
19/09/2004;36.0;4.0;4.0;15.0;30.0;0.0;15.0;23.0;5.0;13.0;-1.0;83.0;9.0;21.0;-1.0;7.0;1.0;10.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.44
20/09/2004;83.0;29.0;18.0;16.0;48.0;0.0;55.0;55.0;28.0;21.0;-1.0;206.0;22.0;71.0;-1.0;23.0;1.0;29.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.86
21/09/2004;86.0;11.0;12.0;48.0;48.0;0.0;26.0;50.0;14.0;26.0;-1.0;131.0;16.0;63.0;-1.0;8.0;-1.0;31.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.42
22/09/2004;72.0;4.0;4.0;31.0;19.0;0.0;17.0;43.0;5.0;11.0;-1.0;131.0;17.0;42.0;-1.0;7.0;-1.0;17.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.2
23/09/2004;110.0;23.0;14.0;23.0;51.0;0.0;86.0;76.0;21.0;22.0;-1.0;233.0;36.0;114.0;-1.0;30.0;1.0;-1.0;-1.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.06
24/09/2004;53.0;4.0;2.0;17.0;25.0;0.0;5.0;23.0;2.0;13.0;-1.0;135.0;3.0;26.0;-1.0;5.0;0.0;-1.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.15
25/09/2004;42.0;3.0;2.0;9.0;17.0;0.0;3.0;19.0;-1.0;11.0;-1.0;78.0;1.0;23.0;-1.0;4.0;0.0;11.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.53
26/09/2004;31.0;2.0;1.0;10.0;28.0;0.0;4.0;22.0;-1.0;3.0;-1.0;67.0;1.0;26.0;-1.0;4.0;0.0;8.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.32
27/09/2004;97.0;17.0;19.0;53.0;58.0;0.0;12.0;46.0;-1.0;56.0;-1.0;195.0;12.0;63.0;-1.0;22.0;3.0;38.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.91
28/09/2004;96.0;10.0;6.0;48.0;75.0;0.0;28.0;57.0;15.0;29.0;-1.0;215.0;7.0;61.0;-1.0;16.0;1.0;35.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.2
29/09/2004;104.0;10.0;6.0;49.0;43.0;0.0;88.0;60.0;17.0;30.0;-1.0;190.0;26.0;69.0;-1.0;17.0;10.0;24.0;-1.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.75
30/09/2004;137.0;58.0;46.0;73.0;71.0;0.0;116.0;95.0;64.0;82.0;-1.0;235.0;85.0;115.0;-1.0;58.0;21.0;71.0;-1.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;89.32
01/10/2004;161.0;72.0;30.0;70.0;93.0;0.0;143.0;121.0;57.0;72.0;-1.0;225.0;104.0;126.0;-1.0;52.0;12.0;74.0;-1.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;101.61
02/10/2004;60.0;7.0;11.0;38.0;56.0;0.0;31.0;44.0;16.0;33.0;-1.0;128.0;35.0;49.0;-1.0;11.0;2.0;16.0;-1.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.55
03/10/2004;49.0;21.0;5.0;18.0;25.0;0.0;35.0;39.0;13.0;18.0;-1.0;77.0;29.0;41.0;-1.0;12.0;0.0;15.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.34
04/10/2004;84.0;38.0;5.0;8.0;80.0;0.0;46.0;62.0;1.0;11.0;-1.0;85.0;36.0;116.0;-1.0;15.0;0.0;28.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.78
05/10/2004;55.0;4.0;1.0;4.0;61.0;0.0;23.0;36.0;1.0;2.0;-1.0;111.0;5.0;106.0;-1.0;8.0;0.0;8.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.73
06/10/2004;97.0;21.0;8.0;20.0;73.0;0.0;67.0;63.0;10.0;20.0;-1.0;232.0;18.0;95.0;-1.0;20.0;-1.0;28.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.4
07/10/2004;75.0;15.0;8.0;27.0;54.0;0.0;23.0;34.0;7.0;16.0;-1.0;238.0;10.0;53.0;-1.0;15.0;-1.0;32.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.42
08/10/2004;113.0;40.0;16.0;41.0;64.0;0.0;75.0;91.0;23.0;29.0;-1.0;182.0;30.0;120.0;-1.0;36.0;2.0;38.0;-1.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.99
09/10/2004;67.0;34.0;8.0;7.0;39.0;1.0;27.0;58.0;13.0;22.0;-1.0;115.0;9.0;61.0;-1.0;26.0;-1.0;38.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.84
10/10/2004;29.0;2.0;2.0;17.0;27.0;0.0;7.0;17.0;5.0;5.0;-1.0;71.0;3.0;24.0;-1.0;3.0;-1.0;8.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.15
11/10/2004;120.0;30.0;25.0;38.0;66.0;1.0;89.0;71.0;23.0;23.0;-1.0;200.0;49.0;100.0;-1.0;33.0;-1.0;40.0;-1.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.33
12/10/2004;152.0;49.0;38.0;49.0;100.0;0.0;129.0;103.0;31.0;39.0;-1.0;227.0;62.0;155.0;-1.0;62.0;5.0;54.0;-1.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.63
13/10/2004;113.0;44.0;35.0;35.0;82.0;1.0;95.0;88.0;37.0;46.0;-1.0;223.0;40.0;111.0;-1.0;47.0;14.0;53.0;-1.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;74.42
14/10/2004;98.0;8.0;2.0;10.0;65.0;0.0;54.0;49.0;3.0;4.0;-1.0;149.0;4.0;80.0;-1.0;12.0;0.0;18.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.21
15/10/2004;85.0;5.0;4.0;17.0;31.0;0.0;38.0;43.0;3.0;7.0;-1.0;90.0;3.0;77.0;-1.0;6.0;0.0;13.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.77
16/10/2004;66.0;4.0;8.0;7.0;35.0;0.0;34.0;49.0;4.0;4.0;-1.0;92.0;5.0;70.0;-1.0;6.0;0.0;10.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.24
17/10/2004;42.0;3.0;4.0;5.0;19.0;0.0;19.0;36.0;2.0;2.0;-1.0;57.0;1.0;43.0;-1.0;3.0;0.0;6.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.65
18/10/2004;128.0;30.0;25.0;36.0;114.0;1.0;102.0;88.0;15.0;24.0;-1.0;230.0;65.0;159.0;-1.0;33.0;7.0;32.0;-1.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;78.07
