;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur
24/08/2003;80.0;113.0;-1.0;95.0;96.0;87.0;-1.0;90.0;86.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.35
25/08/2003;72.0;112.0;-1.0;95.0;86.0;91.0;-1.0;99.0;95.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.16
26/08/2003;65.0;125.0;-1.0;88.0;75.0;86.0;-1.0;94.0;92.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.16
27/08/2003;86.0;135.0;-1.0;88.0;87.0;77.0;-1.0;99.0;101.0;-1.0;-1.0;-1.0;-1.0;-1.0;106.05
28/08/2003;83.0;106.0;-1.0;72.0;-1.0;64.0;-1.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;84.23
29/08/2003;58.0;73.0;-1.0;56.0;-1.0;63.0;-1.0;56.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.28
30/08/2003;49.0;70.0;-1.0;59.0;46.0;51.0;-1.0;57.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.37
31/08/2003;61.0;83.0;-1.0;75.0;57.0;64.0;-1.0;65.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.41
01/09/2003;56.0;91.0;-1.0;72.0;55.0;56.0;-1.0;65.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;70.32
02/09/2003;62.0;96.0;-1.0;77.0;62.0;69.0;-1.0;76.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.62
03/09/2003;46.0;91.0;-1.0;66.0;57.0;51.0;-1.0;66.0;73.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.43
04/09/2003;74.0;107.0;-1.0;63.0;61.0;71.0;-1.0;65.0;79.0;-1.0;-1.0;-1.0;-1.0;-1.0;81.37
05/09/2003;72.0;91.0;-1.0;54.0;59.0;63.0;-1.0;48.0;77.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.97
06/09/2003;78.0;88.0;-1.0;66.0;58.0;71.0;-1.0;56.0;79.0;-1.0;-1.0;-1.0;-1.0;-1.0;73.6
07/09/2003;52.0;71.0;-1.0;61.0;57.0;44.0;-1.0;56.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.63
08/09/2003;46.0;58.0;-1.0;34.0;39.0;34.0;-1.0;32.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.14
09/09/2003;36.0;65.0;-1.0;44.0;40.0;46.0;-1.0;41.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.14
10/09/2003;44.0;64.0;-1.0;57.0;41.0;47.0;52.0;50.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.41
11/09/2003;30.0;65.0;-1.0;43.0;33.0;33.0;42.0;39.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.2
12/09/2003;35.0;49.0;-1.0;37.0;29.0;35.0;39.0;40.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.87
13/09/2003;65.0;83.0;-1.0;71.0;60.0;70.0;69.0;70.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.06
14/09/2003;58.0;85.0;-1.0;75.0;63.0;63.0;66.0;68.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.85
15/09/2003;37.0;94.0;-1.0;48.0;38.0;40.0;47.0;46.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.48
16/09/2003;40.0;108.0;-1.0;54.0;42.0;49.0;47.0;57.0;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.89
17/09/2003;46.0;126.0;-1.0;41.0;37.0;57.0;40.0;58.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.46
18/09/2003;84.0;133.0;-1.0;62.0;59.0;87.0;80.0;57.0;90.0;-1.0;-1.0;-1.0;-1.0;-1.0;89.49
19/09/2003;100.0;134.0;-1.0;72.0;74.0;93.0;101.0;70.0;115.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.57
20/09/2003;114.0;129.0;-1.0;99.0;86.0;116.0;124.0;97.0;123.0;-1.0;-1.0;-1.0;-1.0;-1.0;113.61
21/09/2003;85.0;104.0;-1.0;80.0;71.0;81.0;94.0;78.0;89.0;-1.0;-1.0;-1.0;-1.0;-1.0;88.99
22/09/2003;76.0;90.0;-1.0;63.0;67.0;73.0;69.0;61.0;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;74.84
23/09/2003;32.0;65.0;-1.0;41.0;34.0;44.0;44.0;34.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.5
24/09/2003;32.0;71.0;-1.0;50.0;37.0;49.0;46.0;49.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.97
25/09/2003;42.0;68.0;-1.0;36.0;27.0;47.0;46.0;29.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.86
26/09/2003;65.0;94.0;-1.0;46.0;46.0;57.0;64.0;44.0;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.79
27/09/2003;65.0;88.0;-1.0;53.0;54.0;57.0;65.0;51.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.35
28/09/2003;60.0;65.0;-1.0;54.0;43.0;48.0;61.0;49.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.95
29/09/2003;30.0;72.0;-1.0;49.0;36.0;41.0;49.0;45.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.76
30/09/2003;36.0;71.0;-1.0;35.0;26.0;39.0;38.0;35.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.0
01/10/2003;40.0;67.0;-1.0;42.0;28.0;47.0;44.0;41.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.4
02/10/2003;55.0;75.0;-1.0;49.0;50.0;55.0;55.0;43.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.23
03/10/2003;50.0;68.0;-1.0;47.0;46.0;51.0;50.0;45.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.76
04/10/2003;46.0;75.0;-1.0;58.0;50.0;48.0;55.0;51.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.98
05/10/2003;50.0;65.0;-1.0;53.0;43.0;54.0;51.0;42.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.05
06/10/2003;27.0;64.0;-1.0;34.0;22.0;30.0;29.0;34.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.13
07/10/2003;23.0;70.0;-1.0;17.0;12.0;23.0;20.0;14.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.71
08/10/2003;35.0;61.0;-1.0;39.0;30.0;41.0;45.0;37.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.1
09/10/2003;23.0;58.0;-1.0;16.0;11.0;14.0;23.0;17.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.29
10/10/2003;15.0;54.0;-1.0;20.0;11.0;12.0;17.0;28.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.5
11/10/2003;23.0;58.0;-1.0;25.0;19.0;23.0;20.0;30.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.07
12/10/2003;31.0;55.0;-1.0;22.0;21.0;32.0;30.0;23.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.37
13/10/2003;17.0;26.0;-1.0;10.0;8.0;9.0;14.0;-1.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.11
14/10/2003;12.0;25.0;-1.0;8.0;6.0;2.0;8.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.75
15/10/2003;15.0;30.0;-1.0;14.0;9.0;12.0;15.0;14.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.02
16/10/2003;16.0;35.0;-1.0;13.0;9.0;12.0;17.0;15.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.24
17/10/2003;13.0;21.0;-1.0;7.0;6.0;8.0;9.0;8.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.36
18/10/2003;13.0;27.0;-1.0;8.0;6.0;12.0;9.0;8.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.14
19/10/2003;40.0;49.0;-1.0;29.0;25.0;40.0;33.0;28.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.15
20/10/2003;26.0;37.0;-1.0;10.0;14.0;18.0;19.0;11.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.88
21/10/2003;25.0;56.0;-1.0;25.0;20.0;29.0;27.0;24.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.95
22/10/2003;20.0;54.0;-1.0;12.0;9.0;21.0;13.0;15.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.69
23/10/2003;21.0;63.0;-1.0;20.0;10.0;31.0;18.0;21.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.93
24/10/2003;15.0;35.0;-1.0;15.0;9.0;19.0;15.0;16.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.09
25/10/2003;19.0;54.0;-1.0;20.0;10.0;23.0;15.0;21.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.4
26/10/2003;12.0;48.0;-1.0;11.0;8.0;15.0;11.0;10.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.87
27/10/2003;19.0;58.0;-1.0;20.0;15.0;18.0;21.0;21.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.19
28/10/2003;22.0;46.0;-1.0;8.0;7.0;18.0;17.0;6.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.54
29/10/2003;37.0;63.0;-1.0;21.0;19.0;33.0;29.0;19.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.22
30/10/2003;43.0;65.0;-1.0;40.0;39.0;44.0;44.0;42.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.21
31/10/2003;59.0;61.0;-1.0;43.0;42.0;57.0;53.0;42.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.61
01/11/2003;29.0;57.0;-1.0;23.0;18.0;31.0;33.0;26.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.48
02/11/2003;26.0;55.0;-1.0;27.0;18.0;35.0;30.0;27.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.05
03/11/2003;26.0;59.0;-1.0;12.0;12.0;22.0;20.0;8.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.53
04/11/2003;9.0;60.0;-1.0;9.0;8.0;14.0;-1.0;13.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.72
05/11/2003;5.0;38.0;-1.0;4.0;1.0;10.0;-1.0;5.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.53
06/11/2003;5.0;40.0;-1.0;4.0;1.0;9.0;3.0;3.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.47
07/11/2003;3.0;29.0;-1.0;5.0;1.0;9.0;3.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.63
08/11/2003;11.0;30.0;-1.0;9.0;5.0;20.0;18.0;8.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.18
09/11/2003;29.0;39.0;-1.0;16.0;13.0;49.0;31.0;14.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.3
10/11/2003;11.0;43.0;-1.0;8.0;6.0;11.0;9.0;6.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.67
11/11/2003;13.0;35.0;-1.0;6.0;6.0;13.0;10.0;7.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.27
12/11/2003;2.0;29.0;-1.0;4.0;0.0;5.0;2.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.13
13/11/2003;12.0;61.0;-1.0;20.0;12.0;17.0;16.0;20.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.23
14/11/2003;3.0;45.0;-1.0;4.0;0.0;6.0;3.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.65
15/11/2003;17.0;32.0;-1.0;9.0;5.0;21.0;20.0;8.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.73
16/11/2003;27.0;38.0;-1.0;9.0;9.0;39.0;27.0;8.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.16
17/11/2003;18.0;58.0;-1.0;32.0;18.0;30.0;27.0;32.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.85
18/11/2003;8.0;57.0;-1.0;8.0;3.0;12.0;10.0;10.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.13
19/11/2003;12.0;35.0;-1.0;3.0;2.0;10.0;8.0;2.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.23
20/11/2003;6.0;19.0;-1.0;5.0;3.0;5.0;7.0;3.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.96
21/11/2003;17.0;56.0;-1.0;8.0;6.0;12.0;15.0;8.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.41
22/11/2003;43.0;72.0;-1.0;39.0;29.0;59.0;50.0;39.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.65
23/11/2003;53.0;78.0;-1.0;54.0;41.0;65.0;61.0;53.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.8
24/11/2003;16.0;51.0;-1.0;14.0;8.0;28.0;16.0;19.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.06
25/11/2003;7.0;44.0;-1.0;6.0;4.0;6.0;9.0;8.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.32
26/11/2003;14.0;41.0;-1.0;10.0;5.0;11.0;16.0;7.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.85
27/11/2003;19.0;66.0;-1.0;28.0;19.0;31.0;26.0;25.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.32
28/11/2003;26.0;62.0;-1.0;32.0;24.0;39.0;38.0;35.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.35
29/11/2003;18.0;45.0;-1.0;24.0;14.0;33.0;28.0;28.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.75
30/11/2003;39.0;27.0;-1.0;33.0;17.0;47.0;44.0;25.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.26
01/12/2003;26.0;63.0;-1.0;30.0;23.0;28.0;27.0;32.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.76
02/12/2003;10.0;63.0;-1.0;10.0;11.0;15.0;13.0;11.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.21
03/12/2003;9.0;44.0;-1.0;16.0;9.0;7.0;11.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.04
04/12/2003;4.0;10.0;-1.0;4.0;0.0;2.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.21
05/12/2003;2.0;23.0;-1.0;3.0;0.0;1.0;2.0;2.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.34
06/12/2003;6.0;23.0;-1.0;5.0;3.0;3.0;5.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.97
07/12/2003;17.0;32.0;-1.0;14.0;10.0;17.0;15.0;15.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.5
08/12/2003;8.0;24.0;-1.0;5.0;2.0;8.0;7.0;4.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.32
09/12/2003;5.0;15.0;-1.0;5.0;1.0;4.0;5.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.27
10/12/2003;5.0;31.0;-1.0;5.0;1.0;3.0;5.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.98
11/12/2003;5.0;53.0;-1.0;4.0;1.0;3.0;5.0;3.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.46
12/12/2003;4.0;30.0;-1.0;4.0;0.0;2.0;3.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.13
13/12/2003;5.0;37.0;-1.0;4.0;0.0;3.0;4.0;2.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.62
14/12/2003;22.0;66.0;-1.0;29.0;16.0;34.0;28.0;25.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.34
15/12/2003;13.0;61.0;-1.0;27.0;14.0;38.0;27.0;27.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.66
16/12/2003;15.0;59.0;-1.0;20.0;15.0;26.0;20.0;22.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.53
17/12/2003;5.0;27.0;-1.0;5.0;1.0;3.0;4.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.73
18/12/2003;18.0;40.0;-1.0;14.0;10.0;15.0;17.0;11.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.16
19/12/2003;5.0;49.0;-1.0;8.0;2.0;17.0;8.0;5.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.22
20/12/2003;31.0;48.0;-1.0;24.0;19.0;28.0;31.0;22.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.07
21/12/2003;40.0;69.0;-1.0;44.0;37.0;49.0;45.0;41.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.27
22/12/2003;29.0;60.0;-1.0;36.0;31.0;42.0;37.0;40.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.2
23/12/2003;15.0;51.0;-1.0;27.0;17.0;31.0;23.0;29.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.59
24/12/2003;10.0;64.0;-1.0;15.0;10.0;14.0;10.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.13
25/12/2003;11.0;54.0;-1.0;6.0;4.0;8.0;10.0;6.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.94
26/12/2003;15.0;48.0;-1.0;8.0;7.0;16.0;18.0;9.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.02
27/12/2003;67.0;71.0;-1.0;61.0;57.0;65.0;70.0;55.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;64.66
28/12/2003;45.0;68.0;-1.0;55.0;46.0;55.0;56.0;49.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.02
29/12/2003;13.0;58.0;-1.0;24.0;12.0;19.0;14.0;23.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.4
30/12/2003;12.0;45.0;-1.0;14.0;12.0;12.0;14.0;12.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.92
31/12/2003;17.0;36.0;-1.0;23.0;17.0;26.0;21.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.77
01/01/2004;15.0;34.0;-1.0;11.0;9.0;16.0;13.0;10.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.81
02/01/2004;7.0;44.0;-1.0;9.0;5.0;6.0;7.0;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.18
03/01/2004;27.0;45.0;-1.0;29.0;20.0;31.0;32.0;29.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.2
04/01/2004;31.0;53.0;-1.0;34.0;27.0;38.0;37.0;32.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.25
05/01/2004;9.0;55.0;-1.0;10.0;7.0;8.0;12.0;10.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.08
06/01/2004;5.0;50.0;-1.0;5.0;1.0;4.0;5.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.58
07/01/2004;5.0;33.0;-1.0;5.0;1.0;3.0;4.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.78
08/01/2004;29.0;44.0;-1.0;20.0;20.0;16.0;27.0;13.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.29
09/01/2004;20.0;71.0;-1.0;12.0;11.0;18.0;18.0;8.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.1
10/01/2004;9.0;60.0;-1.0;10.0;4.0;19.0;15.0;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.05
11/01/2004;18.0;47.0;-1.0;7.0;3.0;19.0;18.0;6.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.64
12/01/2004;17.0;62.0;-1.0;8.0;5.0;15.0;13.0;11.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.87
13/01/2004;21.0;58.0;-1.0;16.0;9.0;24.0;19.0;18.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.6
14/01/2004;35.0;70.0;-1.0;40.0;32.0;49.0;40.0;40.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.25
15/01/2004;28.0;70.0;-1.0;34.0;-1.0;51.0;36.0;33.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.93
16/01/2004;51.0;62.0;-1.0;35.0;-1.0;48.0;47.0;30.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.54
17/01/2004;41.0;64.0;-1.0;31.0;24.0;43.0;46.0;31.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.86
18/01/2004;44.0;58.0;-1.0;48.0;36.0;53.0;45.0;44.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.09
19/01/2004;24.0;52.0;-1.0;26.0;19.0;32.0;26.0;23.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.08
20/01/2004;4.0;53.0;-1.0;4.0;0.0;2.0;4.0;2.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.16
21/01/2004;13.0;54.0;-1.0;19.0;10.0;18.0;20.0;23.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.65
22/01/2004;11.0;23.0;-1.0;13.0;6.0;12.0;11.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.75
23/01/2004;13.0;18.0;-1.0;8.0;5.0;7.0;11.0;5.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.76
24/01/2004;13.0;34.0;-1.0;8.0;7.0;13.0;13.0;5.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.67
25/01/2004;18.0;59.0;-1.0;26.0;16.0;37.0;22.0;23.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.96
26/01/2004;43.0;64.0;-1.0;42.0;37.0;50.0;46.0;37.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.56
27/01/2004;21.0;58.0;-1.0;45.0;-1.0;47.0;38.0;38.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.96
28/01/2004;10.0;62.0;-1.0;21.0;-1.0;25.0;17.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.76
29/01/2004;27.0;71.0;-1.0;37.0;34.0;44.0;35.0;34.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.98
30/01/2004;24.0;65.0;-1.0;18.0;20.0;29.0;28.0;15.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.66
31/01/2004;70.0;73.0;-1.0;72.0;67.0;80.0;73.0;66.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.9
01/02/2004;39.0;66.0;-1.0;26.0;32.0;47.0;43.0;30.0;49.0;32.0;-1.0;-1.0;-1.0;-1.0;44.37
02/02/2004;11.0;64.0;-1.0;6.0;7.0;10.0;9.0;5.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0;24.46
03/02/2004;10.0;68.0;-1.0;6.0;6.0;10.0;6.0;4.0;12.0;5.0;-1.0;-1.0;-1.0;-1.0;24.77
04/02/2004;7.0;57.0;-1.0;6.0;6.0;8.0;4.0;4.0;7.0;3.0;-1.0;-1.0;-1.0;-1.0;20.47
05/02/2004;6.0;68.0;-1.0;5.0;6.0;5.0;4.0;3.0;8.0;3.0;-1.0;-1.0;-1.0;-1.0;23.1
06/02/2004;22.0;56.0;-1.0;16.0;17.0;18.0;17.0;7.0;27.0;12.0;-1.0;-1.0;-1.0;-1.0;26.96
07/02/2004;20.0;76.0;-1.0;15.0;12.0;21.0;21.0;13.0;34.0;17.0;-1.0;-1.0;-1.0;-1.0;34.27
08/02/2004;24.0;77.0;-1.0;39.0;27.0;35.0;34.0;40.0;43.0;25.0;-1.0;-1.0;-1.0;-1.0;45.3
09/02/2004;35.0;71.0;-1.0;46.0;38.0;53.0;44.0;47.0;47.0;43.0;-1.0;-1.0;-1.0;-1.0;50.05
10/02/2004;20.0;59.0;-1.0;26.0;23.0;30.0;24.0;26.0;30.0;25.0;-1.0;-1.0;-1.0;-1.0;33.69
11/02/2004;13.0;58.0;-1.0;13.0;11.0;14.0;13.0;14.0;22.0;14.0;-1.0;-1.0;-1.0;-1.0;26.47
12/02/2004;14.0;55.0;-1.0;23.0;19.0;21.0;21.0;24.0;26.0;23.0;-1.0;-1.0;-1.0;-1.0;29.79
13/02/2004;11.0;38.0;-1.0;13.0;11.0;9.0;12.0;11.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;19.03
14/02/2004;9.0;37.0;-1.0;8.0;6.0;10.0;8.0;6.0;13.0;7.0;-1.0;-1.0;-1.0;-1.0;16.17
15/02/2004;10.0;60.0;-1.0;11.0;5.0;6.0;8.0;9.0;14.0;8.0;-1.0;-1.0;-1.0;-1.0;24.09
16/02/2004;6.0;42.0;-1.0;12.0;10.0;8.0;8.0;11.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;18.37
17/02/2004;12.0;57.0;-1.0;13.0;9.0;15.0;15.0;13.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;25.71
18/02/2004;20.0;49.0;-1.0;26.0;21.0;24.0;20.0;25.0;27.0;20.0;-1.0;-1.0;-1.0;-1.0;30.05
19/02/2004;16.0;54.0;-1.0;22.0;21.0;26.0;22.0;24.0;28.0;25.0;-1.0;-1.0;-1.0;-1.0;30.22
20/02/2004;14.0;50.0;-1.0;11.0;16.0;21.0;15.0;16.0;21.0;18.0;-1.0;-1.0;-1.0;-1.0;25.28
21/02/2004;6.0;32.0;-1.0;6.0;8.0;7.0;4.0;7.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;13.79
22/02/2004;4.0;28.0;-1.0;4.0;2.0;4.0;2.0;2.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0;10.22
23/02/2004;28.0;62.0;-1.0;28.0;31.0;38.0;29.0;36.0;45.0;33.0;-1.0;-1.0;-1.0;-1.0;40.53
24/02/2004;29.0;71.0;-1.0;34.0;34.0;45.0;37.0;41.0;52.0;38.0;-1.0;-1.0;-1.0;-1.0;45.76
25/02/2004;15.0;76.0;-1.0;10.0;9.0;21.0;15.0;13.0;23.0;11.0;-1.0;-1.0;-1.0;-1.0;32.13
26/02/2004;9.0;71.0;-1.0;19.0;12.0;16.0;13.0;20.0;26.0;14.0;-1.0;-1.0;-1.0;-1.0;30.94
27/02/2004;21.0;77.0;-1.0;33.0;30.0;36.0;32.0;35.0;41.0;28.0;-1.0;-1.0;-1.0;-1.0;42.81
28/02/2004;31.0;74.0;-1.0;44.0;41.0;57.0;44.0;47.0;49.0;47.0;-1.0;-1.0;-1.0;-1.0;49.83
29/02/2004;43.0;69.0;-1.0;46.0;44.0;63.0;48.0;47.0;54.0;46.0;-1.0;-1.0;-1.0;-1.0;52.31
